f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17
1.666870117,272.2618604,16.5003594,0.979015207,9.878479263,99.01385081,29.38281032,0.987761736,0.975673246,0.990971372,0.25,0.952760989,7.46E-155,64.29551728,0.965238849,0.024184028,0.488431877
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,65.58562494,,0.01796875,0
0.023284912,1.563570624,1.250428176,0.998949903,54.41038736,3003.380211,1.865969317,0.999389831,0.998780034,0.99954159,0.027859135,0.477736781,7.46E-155,72.41064384,0.992898791,0.003732639,0.107883817
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,66.92118188,,0.013211806,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,64.05005361,,0.025590278,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,60.79069946,,0.054201389,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,60.92490423,,0.052552083,0
0.742248535,128.7222574,11.34558317,0.989965499,15.5162789,246.1959658,46.37099024,0.99415977,0.988353648,0.995177337,0.325627615,0.842336268,7.46E-155,63.51827847,0.960118447,0.028923611,0.254252462
3.103622437,646.325531,25.42293317,0.968880839,8.169772242,68.19716297,93.47458159,0.981817017,0.963964655,0.98645659,0.579986053,0.936688842,7.46E-155,65.3132125,0.966883316,0.019131944,0.6375
0.820068359,116.5298643,10.79489992,0.987485013,13.45469474,186.4246261,14.82590656,0.992712771,0.985478645,0.99425125,0.162900976,0.944315159,7.46E-155,65.49017177,0.972349965,0.018368056,0.421857923
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,73.58658996,,0.002847222,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,inf,,0,
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,69.56502503,,0.0071875,0
0.199996948,28.31122146,5.32082902,0.996581113,26.74705247,721.1587226,13.96600418,0.998012574,0.996029098,0.998429014,0.107705718,0.784113276,7.46E-155,65.0792313,0.97026899,0.020190972,0.092115535
0.379058838,53.46592913,7.312040011,0.99373536,19.2962742,374.1236186,21.31161088,0.996356404,0.992726084,0.99714964,0.165341702,0.82555304,7.46E-155,61.53381996,0.939663625,0.045677083,0.118002011
3.014968872,387.8006863,19.69265564,0.951911317,6.463133013,42.97893485,55.54996513,0.971811084,0.944416783,0.980578317,0.531973501,0.937281915,7.46E-155,63.25039127,0.949428983,0.030763889,0.629753448
0.714096069,97.58217145,9.878368866,0.988620693,13.8002098,191.6270756,23.71070432,0.993375363,0.986794612,0.99539689,0.193061367,0.893653827,7.46E-155,62.49426265,0.94994968,0.036614583,0.244356861
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,71.14110357,,0.005,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,64.89284158,,0.021076389,0
4.50592041,648.8007899,25.47156826,0.935373887,5.583964865,32.43948826,106.8824965,0.961996788,0.925437819,0.973803548,0.915550907,0.927858365,7.46E-155,65.76991172,0.963845071,0.017222222,0.789115646
7.421157837,1056.104563,32.49776244,0.899444703,4.255369509,19.21851584,89.39954672,0.940450971,0.884448029,0.961013745,0.852719665,0.962913696,7.46E-155,68.41914079,0.976136086,0.009357639,0.918641509
5.768997192,854.8282658,29.23744629,0.922001472,4.956412903,25.64664906,116.3187238,0.954013576,0.910141903,0.969477349,0.965550907,0.940401858,7.46E-155,65.40884083,0.960296085,0.018715278,0.814266023
3.316940308,422.0284,20.54332982,0.946996544,6.217710904,40.68027114,45.68978382,0.968900544,0.938768264,0.979167788,0.482845188,0.952595507,7.46E-155,64.83244791,0.963749953,0.021371528,0.733145458
0.18196106,32.37811821,5.690177344,0.997330524,31.27594901,979.9928914,23.94389819,0.998448421,0.996899248,0.998828703,0.138005579,0.676367601,7.46E-155,61.09609855,0.940005252,0.050520833,0.044021025
1.937850952,200.6232006,14.16415195,0.959999257,7.336909365,55.89936775,39.67604603,0.976587871,0.95372387,0.983216713,0.47848675,0.913419357,7.46E-155,65.94865896,0.967030851,0.016527778,0.706896552
0.578811646,60.91308893,7.804683781,0.987007367,13.69516141,192.2564122,21.37064156,0.992433921,0.984925088,0.994117967,0.24958159,0.846447328,7.46E-155,67.06035356,0.975090996,0.012795139,0.082191781
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,76.54424752,,0.001440972,0
2.374847412,384.5253181,19.60931713,0.967459432,8.236289097,69.35929915,112.85,0.98098094,0.962323605,0.985635129,0.793654114,0.871526824,7.46E-155,60.32423077,0.91359394,0.060347222,0.354143441
0.03793335,7.255558445,2.693614383,0.999429887,71.02935944,5048.248106,7.616736402,0.999668762,0.999337634,0.999728388,0.040167364,0.540591375,7.46E-155,60.20348296,0.922307277,0.062048611,0.007222222
6.364624023,770.9287716,27.76560411,0.893997739,4.250771136,19.25246437,143.7318689,0.937156776,0.878262822,0.954746459,1.439400279,0.918317753,7.46E-155,63.07506474,0.936634163,0.03203125,0.637880275
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,65.27398057,,0.019305556,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,inf,,0,
28.0055542,2924.766042,54.08110615,0.60960132,1.600539689,3.641542438,207.692643,0.752825108,0.566745643,0.833630596,2.832810321,0.968743966,7.46E-155,54.43845171,0.731071613,0.234010417,0.041527412
31.03102112,3140.195357,56.03744602,0.576534399,1.420225982,3.027471015,244.3178522,0.729421018,0.532055021,0.824646119,2.90460251,0.965726138,7.46E-155,53.94986321,0.705251102,0.261875,0.003172086
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,inf,,0,
30.85876465,3067.640209,55.38628178,0.575292405,1.415216176,3.033397851,171.5963738,0.728509262,0.530725745,0.831733707,2.307182706,0.975356431,7.46E-155,53.89066956,0.708240009,0.26546875,0
0.865997314,143.5558407,11.98147907,0.987574878,13.80697424,191.886654,69.80917015,0.992765159,0.98558266,0.994320585,0.438772664,0.787166748,7.46E-155,70.40748465,0.986873815,0.005920139,0
0.030456543,6.078488881,2.465459162,0.999549903,80.94608603,6553.584745,6.94609484,0.999738497,0.999477062,0.999825667,0.034797768,0.499912822,7.46E-155,60.67403884,0.935138179,0.055677083,0.006197707
3.119018555,461.2194527,21.47602041,0.955389909,7.008965562,51.70815986,60.45230126,0.973867722,0.948418341,0.981249969,0.600453278,0.942614665,7.46E-155,65.80949326,0.967557669,0.017065972,0.734539563
2.005966187,181.4608916,13.47074206,0.951000806,6.962612312,53.04621639,43.24208508,0.971271703,0.943368721,0.97990359,0.622001395,0.895665155,7.46E-155,65.1583674,0.963195554,0.019826389,0.394485684
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,inf,,0,
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,inf,,0,
5.935470581,1120.743474,33.47750699,0.937658522,5.521405604,31.46152507,127.5558229,0.963356439,0.928055628,0.97572153,0.780962343,0.95015907,7.46E-155,67.29647422,0.975561356,0.012118056,0.838650023
5.377227783,975.0583508,31.22592434,0.940237719,5.700525801,33.52662388,138.902371,0.964890116,0.931012936,0.975238302,0.906136681,0.937618684,7.46E-155,68.87761106,0.978418587,0.008420139,0.873862159
2.757843018,498.2480491,22.32147059,0.96710238,8.040506108,65.88673691,122.6754881,0.980771278,0.9619123,0.985147271,0.769595537,0.892216175,7.46E-155,65.71336783,0.968334812,0.017447917,0.613015017
0.457214355,106.1338356,10.30212772,0.995682148,22.53382079,509.4346222,25.49633891,0.997489578,0.994985459,0.99814075,0.12402371,0.894866403,7.46E-155,76.49223558,0.996241404,0.001458333,0.754385965
0.226333618,39.48961268,6.28407612,0.996880853,27.77366966,773.2864899,19.16739888,0.998186913,0.996377113,0.998409305,0.118096234,0.787581859,7.46E-155,79.40034389,0.997644051,0.000746528,0.707482993
2.181594849,433.6876463,20.82516858,0.97660454,9.514505208,91.86533206,80.79961646,0.986349687,0.972885705,0.989562787,0.49623431,0.918448176,7.46E-155,69.29064255,0.982330786,0.00765625,0.76379218
7.614181519,1620.011047,40.24936082,0.93048763,5.181569851,27.93596395,94.73026499,0.959085127,0.919844282,0.973676876,0.638633194,0.974390363,7.46E-155,70.92060216,0.986006007,0.005260417,0.9374613
0.16885376,41.49138178,6.441380425,0.998320132,38.12812665,1454.644718,23.16809623,0.999023762,0.998048477,0.99947525,0.094560669,0.755635527,7.46E-155,61.3893394,0.943718172,0.047222222,0.03202847
1.810455322,406.4081309,20.15956673,0.98160826,11.07090727,123.4892301,158.3910739,0.98927887,0.978672682,0.992593577,0.724372385,0.829414289,7.46E-155,61.16075151,0.934358036,0.049774306,0.267688378
6.167312622,1206.074261,34.72857988,0.937013944,5.546336568,31.93038251,124.7656904,0.962972952,0.927316907,0.97583301,0.8013947,0.954698336,7.46E-155,66.31494791,0.971867129,0.015190972,0.821392121
0.12890625,22.12220961,4.703425306,0.99817005,37.03392646,1391.989163,9.610146444,0.998936548,0.997874227,0.999059168,0.068758717,0.809888795,7.46E-155,73.40506734,0.994426626,0.00296875,0
0.108764648,13.5923896,3.686785809,0.99802017,33.88546524,1149.475845,4.777475593,0.998849401,0.997700127,0.999298172,0.039853556,0.846181,7.46E-155,71.56862337,0.992824262,0.00453125,0.304
0.103408813,12.97362268,3.601891542,0.998080101,34.83063629,1214.772596,5.234135286,0.998884253,0.997769751,0.999189164,0.044177127,0.82344071,7.46E-155,71.93291603,0.992497237,0.004166667,0.281437126
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,67.13764278,,0.012569444,0
0.026184082,3.456445727,1.859151884,0.99945989,71.01123375,5044.804642,2.97988145,0.999686195,0.999372489,0.999730765,0.023152022,0.622714331,7.46E-155,65.87627487,0.978708106,0.016805556,0.026156942
2.714492798,368.1585798,19.18745892,0.958018337,7.160628682,53.95441265,52.8987099,0.975419507,0.951443215,0.982712158,0.509135286,0.937093458,7.46E-155,64.3488441,0.957971773,0.023888889,0.652173913
0.127746582,24.88273615,4.988259832,0.998469967,39.07500427,1529.571632,9.980125523,0.999110888,0.998222566,0.999355415,0.055020921,0.824473298,7.46E-155,61.59365482,0.945054392,0.045052083,0.032077583
0.774719238,119.6143928,10.93683651,0.988829923,14.15892551,202.8433999,34.06356346,0.99349741,0.987037105,0.995455375,0.24595537,0.875361392,7.46E-155,62.34648098,0.948963009,0.037881944,0.231690141
0.08821106,15.47710114,3.934094704,0.998679918,44.67440295,2000.731384,11.40554393,0.999232922,0.998466432,0.999386114,0.068410042,0.677499584,7.46E-155,62.27737151,0.952866536,0.038489583,0.02890933
3.160568237,387.1529406,19.67620239,0.948111238,6.206508946,40.06426278,31.79658298,0.969561815,0.940050114,0.978065306,0.396896792,0.964038527,7.46E-155,71.02211133,0.986886326,0.005138889,0.91600454
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,128.8820586,,0.000138889,0
0.973800659,196.6947694,14.02479124,0.989606863,14.38456958,208.314118,41.97900976,0.99395061,0.987937815,0.995717446,0.234937238,0.906592124,7.46E-155,107.3783324,0.972013107,0.019635417,0.357751278
0.509292603,95.77172713,9.786303037,0.993705366,19.4263928,383.7194782,34.45299861,0.996338952,0.992691307,0.99692637,0.211889819,0.842560338,7.46E-155,104.2487289,0.950585413,0.040364583,0.133432725
0.203292847,33.40317613,5.77954809,0.997270611,28.41299724,808.4646607,9.163110181,0.998413569,0.996829655,0.999150256,0.058682008,0.879948972,7.46E-155,103.861203,0.948128386,0.044131944,0.059911243
0.344711304,64.04358863,8.002723826,0.995801953,23.31445707,547.6387725,18.90770572,0.997559297,0.995124551,0.997943424,0.12165272,0.870794896,7.46E-155,104.000078,0.949139923,0.042743056,0.090169993
0.033401489,5.638931736,2.374643497,0.999459889,71.27730562,5094.697111,4.793479777,0.999686195,0.999372489,0.999725003,0.029986053,0.627989566,7.46E-155,123.1417459,0.998124832,0.000520833,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,106.7171007,,0.022864583,0
0.219024658,41.59218469,6.449200314,0.997390449,29.61478615,883.5991457,12.24623431,0.998483276,0.996968852,0.998822222,0.074686192,0.871145144,7.46E-155,106.6679162,0.968936595,0.023125,0.102425876
0.119430542,18.31871064,4.28003629,0.998050151,35.82683495,1284.831593,11.37873082,0.998866833,0.99773495,0.999274287,0.075488145,0.72816499,7.46E-155,105.970591,0.964167281,0.027152778,0.06122449
0.641830444,90.95920532,9.537253552,0.989846052,14.84343699,221.7273482,28.0195258,0.994090086,0.988215099,0.995800462,0.217119944,0.865179628,7.46E-155,106.3931345,0.964056402,0.024635417,0.294380905
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,65.48196979,,0.018402778,0
0.046432495,8.829141176,2.971387079,0.999369885,63.98677606,4095.501611,6.248082287,0.999633896,0.999267925,0.999733268,0.033228731,0.690308155,7.46E-155,62.50663572,0.956528064,0.036510417,0.01498829
2.45489502,422.190251,20.5472687,0.970987639,8.384753481,72.08768227,30.60292887,0.983054737,0.966396616,0.988487778,0.269909344,0.968268765,7.46E-155,64.48347015,0.966352869,0.023159722,0.58286429
0.193908691,40.37700516,6.354290296,0.997690297,32.76490355,1075.032146,23.54923291,0.998657621,0.997317044,0.99891805,0.117050209,0.744758933,7.46E-155,62.29897336,0.954183008,0.038298611,0.052405498
1.392501831,195.6553693,13.98768635,0.978717201,10.29316139,109.9797118,20.38225244,0.987587312,0.975328699,0.989735653,0.261680614,0.954401356,7.46E-155,66.2313799,0.977697869,0.015486111,0.598198198
0.214538574,36.94196043,6.077989835,0.997090658,28.4587927,815.0482727,13.97841702,0.998308939,0.996620737,0.998531422,0.094944212,0.834404369,7.46E-155,73.01661238,0.99209998,0.003246528,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,67.77622827,,0.010850694,0
1.764053345,277.4744666,16.65756485,0.977141505,9.377378978,88.95485678,30.18019526,0.986663985,0.973505819,0.99217105,0.225488145,0.952389505,7.46E-155,66.81408242,0.976081296,0.013541667,0.650850492
3.343933105,501.9087262,22.40331954,0.95503635,6.646449334,45.42858053,40.87318689,0.973658718,0.948011299,0.981578449,0.413912134,0.964344994,7.46E-155,70.56306946,0.984159925,0.005711806,0.894246223
1.19732666,195.6281615,13.98671375,0.984052718,11.63352484,136.4217114,50.14640865,0.990708159,0.981502655,0.993602882,0.333298466,0.887804372,7.46E-155,64.95408694,0.967043959,0.02078125,0.443514644
20.64692688,1980.130454,44.49865677,0.661753572,1.887392592,4.712918643,166.1875523,0.788740676,0.622111854,0.859757005,2.365725244,0.963101087,7.46E-155,55.61551978,0.774973399,0.178454861,0.209003463
1.517074585,273.208253,16.52901246,0.982233344,10.84756871,118.7867756,47.31119247,0.989644653,0.97939654,0.993182345,0.299755927,0.924203743,7.46E-155,64.42205048,0.964129054,0.023489583,0.447529604
0.118682861,26.36052095,5.134249795,0.99873993,43.24533684,1871.150954,11.88427476,0.999267797,0.998536129,0.999508681,0.054567643,0.802701907,7.46E-155,61.51734443,0.944984201,0.045850694,0.02582073
9.008712769,1409.803723,37.54735308,0.88898889,4.041926948,17.47194788,140.0009763,0.934122166,0.87258422,0.95471329,1.175104603,0.956488096,7.46E-155,68.04864743,0.972997614,0.010190972,0.915794004
0.142852783,26.72849522,5.169960853,0.998050167,36.17485322,1309.680907,18.26004184,0.998866838,0.997734961,0.999247547,0.098291492,0.701025887,7.46E-155,60.62555896,0.932364088,0.056302083,0.029913252
3.730529785,709.2197115,26.63117931,0.959464892,7.084652155,51.46025163,101.4555091,0.976273261,0.953109481,0.981566867,0.683403068,0.937370803,7.46E-155,63.52088606,0.952938862,0.02890625,0.603477018
0.168426514,34.41946081,5.866810105,0.997690349,34.83590439,1215.300614,32.8665272,0.998657639,0.99731708,0.998933544,0.164121339,0.582115131,7.46E-155,62.51904414,0.949636916,0.03640625,0.048979592
2.615722656,455.3867219,21.33979198,0.968021499,8.137618418,67.75482077,94.42848675,0.981311717,0.962972686,0.986002856,0.630927476,0.909225925,7.46E-155,66.30503251,0.968253713,0.015225694,0.683963964
1.833862305,311.4905078,17.64909368,0.97654527,9.653988015,95.27330896,79.56635286,0.986314901,0.972817084,0.989500279,0.534797768,0.88818903,7.46E-155,66.45106992,0.974092546,0.014722222,0.624778761
21.37734985,2093.458357,45.7543261,0.661840259,1.819262521,4.324229781,250.7243375,0.788778822,0.62217203,0.861850011,2.790446304,0.947341414,7.46E-155,55.28532139,0.760549678,0.192552083,0.082857852
0.521774292,73.7410334,8.587259947,0.99140103,16.62712915,281.0402046,24.49717573,0.994996586,0.990018207,0.995738175,0.215132497,0.854608037,7.46E-155,65.19656417,0.965226324,0.019652778,0.301234568
0.12121582,17.82657556,4.222152953,0.998080099,34.83162565,1214.89364,7.377475593,0.998884253,0.99776975,0.9991284,0.053103208,0.818888199,7.46E-155,65.83608281,0.970494516,0.016961806,0.099539171
0.582717896,83.76591243,9.152371956,0.990952446,15.69077199,247.6009343,24.94194561,0.994735116,0.989497952,0.995980384,0.193375174,0.86968333,7.46E-155,63.6158176,0.956652071,0.02828125,0.24548402
2.53616333,320.3418114,17.89809519,0.958401332,7.051142573,51.28433987,37.28845886,0.975645762,0.951884654,0.98166714,0.430509066,0.949037929,7.46E-155,69.47162477,0.980969859,0.00734375,0.86062603
0.465652466,69.14449926,8.315317147,0.993076787,17.83281801,319.2101455,18.89651325,0.995972876,0.991961971,0.996987734,0.139923291,0.880394138,7.46E-155,66.07361112,0.975082238,0.016059028,0.307116105
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,82.31080163,,0.000381944,0
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,inf,,0,
14.90274048,1044.319894,32.31593869,0.665438813,1.87652406,4.597892116,122.2116457,0.791223039,0.626033897,0.862781903,2.147001395,0.948552603,7.46E-155,55.43470139,0.768268809,0.186041667,0.120485883
0.061965942,8.114942685,2.848673847,0.998739931,45.96484723,2114.095269,6.561157601,0.999267797,0.99853613,0.999512548,0.05041841,0.646166754,7.46E-155,64.93959837,0.974053726,0.020850694,0.04908947
2.024871826,223.7418979,14.95800447,0.955958156,7.476381676,58.49227346,112.9975941,0.974201617,0.94906879,0.981029331,1.115864714,0.778898445,7.46E-155,65.42903122,0.955332698,0.018628472,0.470123457
11.67749023,1737.084724,41.67834839,0.85309167,3.396224632,12.5738208,181.4868898,0.912177293,0.832067414,0.941476328,1.560878661,0.954201084,7.46E-155,64.21520449,0.944658765,0.024635417,0.840651319
10.04075623,1513.289583,38.90102291,0.871874885,3.720767647,14.91685545,207.6908647,0.923700619,0.853222834,0.948277311,1.653800558,0.939852792,7.46E-155,64.49651203,0.949430193,0.023090278,0.833291552
6.933609009,1089.14022,33.00212448,0.913017315,4.639956342,22.61305075,129.5436541,0.948626684,0.899892585,0.96630304,1.010006974,0.947899385,7.46E-155,68.60012301,0.976486,0.008975694,0.908608803
4.435546875,727.9296308,26.98017107,0.94613981,6.024441853,37.58990321,57.33343794,0.968393609,0.937786182,0.977701779,0.497803347,0.965511875,7.46E-155,71.65262879,0.987711767,0.004444444,0.930922828
0.305755615,55.20271851,7.429853196,0.99592182,24.31771987,593.4127625,26.89857043,0.997629036,0.995263693,0.99800987,0.161645746,0.786752611,7.46E-155,66.09715017,0.976932942,0.015972222,0.194395797
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,67.22244496,,0.012326389,0
0.055892944,9.748191405,3.122209379,0.999099887,55.860712,3122.076519,9.437935844,0.999476996,0.998954266,0.999565732,0.054951185,0.57630321,7.46E-155,69.19326302,0.982455478,0.007829861,0.085192698
0,0,0,1,,,0,1,1,1,0,1,7.46E-155,69.38019097,,0.0075,0
1.571334839,225.9793974,15.03261113,0.976069272,9.540161993,92.4333748,62.27388424,0.986035947,0.97226689,0.989531168,0.488842399,0.879374786,7.46E-155,69.9030407,0.982611622,0.006649306,0.758664146
1.487045288,208.8095413,14.45024364,0.976813147,9.66999543,94.6892828,54.62838215,0.986471844,0.973126698,0.989107527,0.45362622,0.885484083,7.46E-155,70.39476738,0.983902268,0.0059375,0.76510989
2.98348999,544.5965594,23.33659271,0.965679391,7.772714963,61.68239847,96.19665272,0.979934303,0.960271239,0.984651891,0.645327755,0.922672044,7.46E-155,60.92203571,0.925840247,0.052586806,0.411273081
3.410079956,600.0273311,24.49545532,0.959288115,7.169506485,53.02790971,102.1580195,0.976168861,0.952905644,0.982412587,0.7208159,0.925461409,7.46E-155,61.97656408,0.93430431,0.04125,0.514110429
5.308197021,779.795238,27.92481402,0.92482373,5.290285111,29.92635624,117.5140865,0.955702904,0.91336804,0.965308091,1.114435146,0.933999805,7.46E-155,67.98985879,0.972411751,0.010329861,0.876119092
