f1,f2,f3,f4,f5,f6,f7
-66,-59,-70,-69,-76,-87,-89
-64,-59,-65,-64,-74,-88,-90
-64,-54,-65,-63,-71,-85,-89
-63,-57,-65,-71,-75,-82,-86
-62,-56,-64,-69,-75,-81,-84
-63,-58,-65,-66,-78,-81,-88
-63,-58,-65,-66,-73,-86,-89
-65,-60,-65,-66,-73,-84,-93
-63,-58,-64,-67,-74,-87,-87
-64,-59,-66,-63,-74,-87,-87
-64,-54,-56,-65,-74,-85,-87
-62,-55,-63,-61,-68,-81,-83
-60,-54,-57,-66,-64,-81,-83
-59,-55,-65,-62,-62,-81,-77
-63,-52,-56,-59,-66,-80,-80
-60,-59,-58,-63,-72,-82,-79
-62,-55,-61,-60,-63,-84,-80
-62,-51,-58,-61,-63,-77,-80
-56,-50,-56,-62,-61,-79,-85
-62,-51,-53,-60,-67,-78,-85
-58,-55,-58,-61,-67,-78,-80
-60,-53,-60,-62,-73,-81,-82
-60,-53,-59,-64,-70,-80,-90
-60,-56,-58,-65,-70,-80,-87
-59,-54,-59,-64,-74,-80,-81
-62,-55,-58,-68,-69,-83,-88
-62,-58,-59,-66,-68,-87,-88
-63,-58,-56,-66,-73,-87,-83
-56,-47,-56,-61,-67,-78,-88
-62,-51,-54,-59,-64,-77,-81
-62,-51,-61,-71,-67,-79,-80
-58,-54,-58,-58,-67,-84,-88
-57,-54,-56,-56,-68,-79,-82
-56,-54,-58,-62,-68,-77,-81
-60,-58,-62,-61,-62,-81,-84
-60,-55,-58,-57,-75,-74,-82
-61,-56,-57,-56,-75,-74,-81
-58,-55,-59,-58,-72,-77,-81
-59,-49,-53,-59,-62,-81,-83
-60,-52,-51,-59,-73,-79,-81
-57,-56,-56,-61,-70,-77,-77
-57,-57,-59,-61,-67,-80,-83
-62,-50,-61,-64,-73,-80,-81
-62,-54,-62,-68,-80,-80,-78
-63,-57,-63,-64,-73,-86,-81
-62,-57,-54,-66,-71,-81,-83
-61,-55,-59,-58,-66,-79,-78
-60,-59,-56,-63,-64,-82,-81
-56,-53,-64,-61,-72,-84,-81
-57,-53,-56,-58,-68,-75,-80
-60,-55,-60,-59,-67,-81,-87
-62,-56,-57,-63,-69,-87,-91
-58,-59,-56,-64,-68,-82,-87
-63,-56,-61,-61,-68,-83,-87
-64,-57,-63,-59,-69,-82,-86
-64,-61,-62,-65,-70,-85,-87
-61,-58,-60,-61,-74,-78,-83
-65,-56,-63,-66,-80,-83,-88
-62,-56,-63,-66,-74,-82,-80
-62,-49,-59,-63,-62,-80,-79
-58,-54,-52,-61,-74,-75,-82
-62,-52,-57,-60,-70,-81,-74
-65,-53,-53,-57,-64,-87,-80
-59,-51,-58,-57,-64,-76,-85
-57,-54,-59,-63,-65,-80,-80
-62,-50,-57,-59,-72,-82,-84
-56,-51,-62,-62,-71,-77,-82
-57,-56,-58,-58,-66,-85,-80
-58,-54,-61,-59,-68,-78,-76
-62,-56,-61,-65,-74,-78,-76
-60,-54,-61,-65,-70,-82,-88
-62,-63,-62,-65,-68,-87,-86
-62,-57,-61,-64,-68,-82,-82
-60,-58,-57,-65,-69,-80,-89
-62,-56,-59,-68,-74,-95,-84
-60,-53,-59,-64,-65,-76,-81
-60,-54,-57,-60,-66,-80,-88
-59,-55,-61,-65,-68,-84,-84
-58,-49,-55,-60,-70,-78,-80
-62,-49,-56,-63,-67,-78,-80
-63,-48,-54,-65,-67,-82,-80
-57,-56,-54,-69,-75,-83,-81
-62,-55,-59,-63,-72,-76,-87
-61,-50,-59,-67,-65,-79,-86
-66,-56,-54,-69,-65,-82,-82
-63,-54,-55,-67,-71,-82,-87
-60,-57,-58,-64,-70,-84,-79
-61,-56,-58,-67,-68,-80,-81
-61,-62,-64,-65,-73,-81,-90
-66,-58,-58,-68,-73,-85,-78
-66,-56,-57,-66,-73,-84,-87
-63,-54,-55,-64,-72,-84,-81
-58,-53,-58,-64,-73,-82,-82
-58,-48,-59,-59,-64,-84,-77
-56,-55,-59,-68,-74,-84,-79
-59,-54,-63,-72,-75,-81,-78
-58,-56,-61,-66,-75,-84,-78
-61,-54,-57,-67,-67,-82,-84
-62,-56,-67,-63,-68,-82,-86
-59,-54,-56,-65,-74,-79,-85
-58,-59,-59,-65,-65,-82,-94
-63,-54,-61,-66,-73,-84,-88
-63,-57,-58,-62,-73,-86,-85
-64,-52,-63,-62,-71,-84,-79
-62,-57,-58,-65,-71,-87,-86
-57,-56,-60,-58,-70,-79,-84
-57,-54,-57,-61,-62,-80,-79
-63,-59,-65,-62,-65,-83,-80
-62,-59,-61,-59,-69,-82,-83
-56,-56,-62,-64,-70,-79,-86
-57,-52,-60,-61,-66,-81,-85
-59,-55,-58,-61,-67,-77,-79
-57,-56,-59,-59,-64,-79,-78
-58,-58,-61,-59,-69,-81,-80
-62,-58,-57,-58,-69,-94,-77
-59,-60,-60,-62,-67,-94,-77
-62,-55,-58,-62,-67,-81,-77
-59,-54,-60,-60,-66,-83,-78
-63,-55,-63,-62,-68,-89,-85
-63,-59,-61,-61,-66,-79,-80
-59,-57,-59,-64,-73,-79,-84
-62,-53,-61,-59,-74,-84,-81
-58,-51,-59,-65,-74,-86,-82
-60,-55,-58,-61,-72,-83,-82
-63,-57,-57,-65,-75,-83,-76
-64,-57,-56,-63,-68,-85,-81
-59,-57,-63,-66,-65,-82,-78
-63,-60,-58,-64,-66,-83,-90
-65,-56,-60,-66,-74,-89,-90
-61,-56,-63,-62,-73,-87,-91
-62,-59,-61,-66,-75,-86,-80
-63,-52,-61,-64,-75,-80,-83
-58,-51,-59,-63,-69,-81,-80
-61,-56,-65,-65,-66,-77,-81
-61,-56,-62,-67,-66,-81,-88
-59,-55,-63,-67,-66,-82,-86
-62,-55,-65,-59,-69,-86,-87
-61,-54,-64,-59,-68,-86,-88
-61,-56,-65,-59,-68,-86,-88
-61,-57,-65,-59,-67,-86,-87
-60,-57,-66,-60,-68,-87,-89
-61,-59,-63,-60,-69,-87,-88
-63,-58,-66,-63,-68,-87,-83
-63,-57,-59,-66,-71,-82,-83
-59,-52,-61,-61,-76,-75,-78
-65,-62,-60,-65,-68,-83,-82
-66,-53,-58,-63,-69,-81,-80
-66,-53,-59,-62,-69,-81,-79
-60,-56,-62,-61,-69,-82,-81
-56,-50,-58,-63,-68,-83,-83
-59,-59,-58,-62,-64,-78,-81
-60,-57,-58,-66,-65,-77,-80
-59,-56,-58,-68,-62,-80,-81
-59,-54,-57,-65,-62,-80,-82
-58,-53,-61,-62,-64,-78,-81
-59,-60,-61,-66,-66,-81,-85
-56,-58,-60,-59,-66,-80,-77
-57,-59,-58,-66,-67,-78,-82
-62,-53,-58,-65,-67,-82,-84
-60,-59,-61,-62,-68,-81,-85
-61,-57,-63,-67,-72,-77,-82
-61,-55,-62,-62,-65,-82,-81
-57,-55,-58,-64,-65,-87,-79
-61,-52,-54,-63,-64,-84,-82
-61,-54,-54,-67,-60,-81,-83
-59,-57,-53,-61,-63,-79,-87
-62,-54,-55,-61,-63,-84,-81
-62,-54,-58,-64,-65,-77,-85
-59,-54,-58,-59,-63,-81,-80
-58,-55,-58,-61,-64,-81,-84
-61,-54,-64,-63,-68,-83,-81
-62,-57,-61,-63,-65,-83,-82
-67,-56,-65,-68,-69,-83,-82
-63,-57,-60,-64,-72,-80,-78
-62,-57,-63,-67,-66,-87,-80
-63,-57,-66,-66,-68,-83,-81
-62,-57,-59,-72,-73,-86,-82
-64,-66,-54,-67,-70,-83,-82
-62,-63,-57,-69,-71,-82,-82
-64,-64,-58,-75,-68,-82,-80
-64,-62,-57,-69,-67,-77,-81
-63,-63,-57,-68,-71,-79,-82
-61,-55,-58,-67,-69,-84,-86
-65,-51,-59,-61,-66,-81,-84
-61,-58,-60,-64,-73,-81,-82
-64,-55,-62,-66,-65,-85,-81
-62,-59,-59,-64,-65,-80,-81
-59,-55,-56,-64,-69,-83,-84
-64,-56,-60,-61,-67,-78,-85
-60,-56,-56,-64,-67,-84,-85
-58,-54,-59,-62,-68,-79,-87
-59,-52,-61,-57,-69,-83,-78
-56,-55,-56,-59,-64,-83,-83
-60,-56,-56,-63,-65,-80,-83
-59,-53,-64,-60,-68,-82,-81
-58,-52,-64,-64,-66,-88,-83
-59,-51,-64,-57,-69,-80,-80
-58,-50,-59,-58,-68,-80,-81
-61,-53,-53,-61,-63,-77,-81
-58,-50,-55,-54,-61,-84,-87
-60,-58,-56,-65,-68,-79,-86
-62,-56,-59,-58,-67,-78,-79
-62,-59,-62,-60,-68,-80,-89
-61,-58,-64,-61,-64,-78,-82
-61,-59,-62,-61,-66,-80,-88
-60,-51,-59,-63,-68,-81,-76
-60,-58,-57,-59,-66,-82,-83
-61,-54,-60,-62,-66,-79,-85
-59,-54,-60,-65,-66,-80,-90
-61,-59,-62,-65,-66,-81,-83
-61,-56,-61,-74,-69,-87,-89
-66,-55,-60,-69,-66,-85,-87
-64,-58,-60,-68,-66,-86,-88
-66,-58,-64,-67,-71,-85,-87
-62,-59,-62,-63,-65,-87,-87
-60,-56,-59,-66,-68,-81,-83
-59,-53,-58,-66,-65,-82,-78
-62,-54,-60,-61,-71,-86,-80
-61,-59,-54,-65,-66,-81,-89
-62,-57,-58,-63,-70,-85,-86
-63,-59,-57,-65,-69,-80,-86
-67,-61,-63,-65,-71,-81,-87
-64,-55,-60,-74,-66,-87,-87
-65,-57,-62,-70,-67,-85,-87
-64,-57,-60,-70,-69,-86,-83
-65,-58,-61,-71,-69,-87,-83
-64,-56,-61,-73,-66,-88,-83
-62,-57,-60,-64,-67,-80,-88
-60,-53,-60,-67,-64,-81,-79
-61,-60,-60,-65,-67,-82,-78
-63,-58,-62,-65,-68,-81,-74
-59,-56,-61,-66,-71,-83,-82
-63,-59,-61,-68,-71,-81,-87
-63,-58,-61,-67,-69,-86,-85
-64,-56,-58,-71,-69,-88,-84
-68,-51,-59,-67,-65,-80,-87
-63,-57,-63,-64,-67,-81,-83
-66,-57,-64,-61,-69,-82,-88
-64,-57,-60,-60,-65,-80,-91
-58,-50,-61,-68,-64,-85,-91
-59,-58,-62,-67,-65,-80,-83
-63,-61,-61,-63,-68,-82,-83
-65,-58,-61,-62,-71,-81,-86
-63,-59,-60,-65,-69,-81,-84
-65,-59,-61,-67,-70,-80,-83
-66,-57,-59,-64,-69,-82,-84
-62,-57,-60,-61,-69,-93,-90
-63,-58,-58,-64,-66,-81,-83
-62,-58,-58,-63,-68,-82,-84
-62,-56,-57,-64,-65,-85,-83
-62,-57,-56,-63,-66,-84,-82
-62,-55,-54,-62,-69,-79,-81
-62,-53,-59,-62,-66,-82,-87
-65,-56,-62,-62,-68,-83,-90
-65,-54,-60,-64,-65,-87,-82
-60,-53,-60,-61,-69,-81,-83
-59,-56,-62,-59,-67,-75,-78
-61,-52,-60,-61,-68,-80,-84
-64,-60,-63,-63,-72,-86,-84
-62,-51,-58,-65,-72,-80,-88
-60,-54,-56,-64,-70,-78,-80
-62,-53,-62,-64,-68,-79,-82
-63,-51,-57,-60,-66,-79,-82
-63,-51,-58,-63,-68,-81,-87
-66,-52,-63,-63,-68,-80,-87
-62,-58,-59,-59,-67,-80,-77
-62,-56,-61,-63,-65,-83,-89
-61,-51,-60,-63,-66,-82,-87
-62,-53,-64,-65,-69,-85,-85
-64,-55,-54,-64,-68,-89,-81
-65,-54,-56,-64,-66,-79,-81
-66,-56,-59,-62,-67,-80,-78
-60,-62,-66,-66,-71,-84,-85
-62,-64,-62,-65,-75,-82,-86
-61,-56,-63,-77,-67,-82,-96
-64,-52,-59,-59,-66,-86,-87
-60,-54,-59,-65,-66,-83,-84
-61,-58,-58,-62,-66,-81,-81
-62,-54,-60,-61,-70,-79,-81
-61,-57,-59,-62,-69,-78,-83
-64,-57,-63,-59,-68,-82,-83
-63,-57,-66,-63,-68,-82,-82
-58,-57,-66,-61,-68,-85,-83
-61,-56,-67,-61,-69,-82,-87
-60,-56,-67,-62,-69,-82,-86
-61,-56,-66,-65,-71,-85,-88
-60,-57,-66,-64,-70,-84,-88
-61,-56,-64,-61,-72,-83,-86
-60,-57,-63,-62,-72,-85,-86
-62,-60,-61,-66,-69,-80,-86
-64,-59,-62,-63,-69,-84,-81
-61,-58,-60,-62,-70,-81,-85
-65,-61,-63,-63,-69,-82,-84
-68,-56,-65,-67,-76,-87,-85
-67,-56,-60,-66,-73,-93,-87
-66,-55,-64,-71,-75,-94,-83
-65,-57,-63,-71,-76,-87,-86
-64,-56,-64,-71,-75,-87,-87
-64,-57,-63,-71,-77,-87,-83
-65,-58,-65,-65,-74,-89,-85
-67,-65,-67,-68,-75,-87,-84
-70,-62,-62,-67,-69,-88,-86
-64,-58,-60,-67,-68,-84,-81
-62,-53,-57,-60,-69,-87,-86
-61,-56,-60,-58,-67,-79,-82
-65,-54,-65,-70,-74,-83,-82
-67,-57,-67,-68,-75,-85,-80
-67,-55,-68,-67,-74,-83,-83
-68,-57,-66,-69,-76,-81,-82
-67,-56,-65,-66,-75,-83,-81
-68,-55,-66,-68,-75,-82,-83
-67,-57,-64,-68,-75,-82,-82
-68,-55,-73,-65,-76,-82,-82
-68,-55,-67,-70,-76,-82,-81
-68,-56,-66,-69,-75,-82,-83
-68,-57,-67,-68,-75,-83,-83
-67,-56,-67,-70,-74,-81,-82
-69,-59,-70,-67,-75,-82,-82
-63,-58,-59,-65,-74,-86,-84
-68,-55,-63,-61,-74,-79,-85
-67,-57,-60,-60,-75,-83,-87
-68,-57,-60,-61,-73,-87,-87
-66,-56,-60,-63,-74,-87,-93
-69,-58,-56,-61,-73,-81,-93
-66,-57,-61,-61,-73,-81,-90
-66,-57,-62,-61,-74,-81,-89
-65,-57,-60,-64,-74,-81,-90
-66,-57,-60,-68,-74,-82,-88
-66,-57,-64,-62,-68,-87,-88
-63,-57,-64,-69,-75,-85,-83
-66,-58,-64,-63,-73,-83,-86
-62,-58,-62,-65,-75,-90,-81
-62,-59,-62,-63,-74,-86,-81
-66,-58,-61,-63,-73,-81,-85
-66,-60,-62,-62,-70,-82,-85
-60,-52,-59,-65,-66,-82,-80
-61,-59,-58,-62,-65,-78,-78
-60,-57,-58,-59,-70,-76,-80
-62,-52,-56,-63,-64,-78,-81
-58,-56,-51,-59,-65,-81,-84
-59,-57,-60,-58,-67,-80,-79
-59,-57,-60,-60,-63,-81,-77
-55,-53,-57,-67,-64,-80,-78
-57,-53,-54,-61,-73,-86,-81
-62,-52,-59,-62,-64,-80,-81
-61,-55,-56,-66,-73,-79,-80
-62,-55,-64,-61,-60,-81,-77
-60,-51,-61,-63,-64,-86,-81
-60,-59,-55,-66,-66,-82,-86
-61,-54,-60,-60,-64,-79,-81
-59,-52,-58,-65,-66,-82,-80
-64,-52,-57,-61,-66,-82,-81
-64,-50,-55,-63,-66,-78,-82
-61,-53,-52,-60,-72,-75,-81
-61,-52,-58,-59,-70,-76,-79
-62,-53,-55,-60,-68,-76,-79
-62,-51,-54,-60,-74,-74,-82
-61,-57,-58,-62,-67,-78,-76
-59,-50,-56,-59,-62,-78,-79
-59,-49,-57,-58,-65,-76,-79
-42,-53,-62,-38,-66,-65,-69
-44,-55,-61,-41,-66,-72,-68
-41,-58,-56,-40,-73,-69,-73
-40,-55,-56,-41,-70,-74,-73
-38,-55,-53,-37,-72,-71,-73
-38,-54,-56,-45,-56,-72,-68
-38,-52,-54,-38,-64,-73,-77
-37,-59,-57,-38,-69,-68,-73
-37,-61,-61,-37,-71,-68,-73
-37,-56,-56,-38,-68,-70,-66
-37,-59,-57,-43,-73,-65,-66
-39,-54,-61,-43,-75,-64,-74
-42,-57,-61,-43,-73,-67,-66
-40,-56,-58,-42,-67,-62,-71
-41,-56,-54,-41,-76,-65,-68
-43,-55,-55,-39,-69,-67,-71
-41,-56,-56,-38,-72,-67,-70
-41,-56,-60,-39,-72,-74,-66
-44,-52,-60,-37,-66,-67,-73
-43,-55,-63,-37,-64,-67,-76
-40,-59,-57,-43,-74,-65,-66
-38,-57,-61,-38,-69,-73,-70
-39,-62,-58,-37,-69,-73,-72
-35,-58,-61,-38,-67,-71,-71
-26,-55,-55,-38,-71,-71,-70
-38,-58,-59,-41,-65,-68,-74
-27,-55,-57,-37,-67,-71,-71
-19,-59,-67,-35,-65,-66,-74
-18,-63,-62,-38,-72,-71,-73
-14,-58,-60,-38,-74,-74,-73
-17,-66,-61,-37,-68,-75,-77
-16,-70,-58,-14,-73,-71,-80
-19,-62,-56,-13,-74,-72,-77
-18,-62,-56,-15,-71,-70,-79
-18,-62,-59,-14,-73,-71,-78
-17,-63,-60,-14,-72,-72,-77
-17,-61,-60,-15,-72,-69,-79
-17,-74,-60,-15,-73,-71,-80
-16,-59,-60,-35,-69,-81,-78
-12,-60,-62,-14,-71,-77,-71
-16,-58,-58,-13,-68,-76,-90
-21,-61,-62,-16,-76,-74,-74
-36,-57,-60,-20,-71,-74,-74
-39,-56,-58,-37,-64,-76,-72
-36,-57,-61,-38,-63,-79,-71
-38,-60,-57,-38,-65,-79,-76
-38,-55,-54,-42,-63,-78,-71
-38,-58,-53,-40,-63,-77,-70
-37,-61,-54,-37,-66,-74,-75
-41,-57,-51,-40,-66,-78,-71
-41,-53,-49,-38,-71,-69,-75
-42,-53,-50,-47,-66,-80,-69
-47,-55,-52,-49,-59,-78,-71
-41,-58,-53,-38,-65,-79,-72
-45,-58,-59,-42,-66,-81,-75
-41,-59,-53,-40,-69,-80,-78
-46,-58,-59,-40,-71,-78,-76
-42,-55,-57,-38,-71,-71,-76
-42,-56,-50,-43,-68,-76,-77
-41,-58,-58,-42,-64,-79,-80
-39,-56,-55,-41,-62,-69,-75
-38,-53,-53,-43,-78,-69,-75
-45,-58,-55,-38,-68,-76,-75
-40,-56,-53,-50,-71,-79,-78
-43,-58,-56,-41,-69,-79,-78
-45,-57,-58,-45,-77,-78,-80
-48,-58,-57,-45,-73,-86,-92
-38,-58,-60,-42,-66,-82,-79
-45,-58,-58,-40,-70,-86,-80
-40,-53,-56,-42,-69,-74,-78
-43,-60,-55,-46,-71,-76,-79
-41,-59,-54,-41,-58,-80,-80
-43,-59,-54,-39,-63,-79,-87
-39,-54,-53,-45,-68,-78,-81
-48,-56,-54,-39,-67,-78,-82
-43,-58,-56,-43,-67,-78,-82
-41,-57,-55,-43,-65,-71,-76
-39,-56,-54,-48,-61,-78,-67
-38,-54,-50,-42,-60,-71,-67
-38,-56,-53,-47,-61,-72,-83
-39,-56,-55,-39,-68,-74,-73
-38,-50,-71,-39,-68,-78,-74
-38,-57,-60,-39,-68,-73,-74
-37,-50,-53,-42,-65,-72,-71
-40,-50,-49,-51,-65,-75,-80
-38,-52,-56,-44,-65,-71,-75
-38,-51,-54,-45,-67,-72,-76
-40,-55,-47,-47,-64,-75,-79
-39,-56,-53,-40,-69,-75,-72
-43,-58,-50,-45,-71,-68,-74
-40,-53,-50,-40,-60,-69,-74
-38,-58,-59,-37,-66,-74,-67
-38,-63,-61,-43,-64,-76,-76
-37,-56,-58,-39,-66,-70,-72
-20,-63,-61,-35,-70,-73,-71
-39,-57,-55,-37,-67,-70,-73
-35,-58,-59,-40,-75,-75,-73
-19,-59,-55,-37,-73,-72,-66
-20,-56,-55,-37,-61,-79,-72
-35,-54,-55,-40,-61,-79,-73
-19,-60,-56,-36,-63,-70,-75
-15,-60,-59,-37,-65,-74,-73
-18,-60,-59,-17,-68,-75,-75
-19,-63,-66,-20,-79,-73,-72
-14,-59,-64,-16,-79,-76,-72
-13,-63,-65,-16,-74,-73,-74
-13,-60,-63,-18,-70,-73,-73
-12,-60,-68,-15,-74,-73,-70
-12,-64,-63,-18,-69,-72,-74
-17,-63,-65,-27,-86,-72,-74
-27,-59,-56,-38,-62,-75,-79
-41,-58,-66,-41,-73,-71,-79
-39,-54,-55,-37,-71,-64,-67
-38,-56,-55,-39,-75,-71,-75
-38,-62,-57,-41,-77,-65,-68
-41,-57,-64,-42,-74,-69,-70
-43,-59,-63,-40,-74,-66,-64
-44,-58,-63,-39,-80,-71,-72
-45,-58,-63,-45,-80,-76,-65
-44,-57,-64,-40,-75,-69,-64
-42,-58,-63,-41,-75,-69,-67
-44,-57,-62,-41,-75,-65,-68
-45,-58,-62,-40,-73,-70,-67
-41,-59,-65,-47,-75,-68,-66
-40,-63,-67,-40,-75,-70,-70
-40,-56,-57,-35,-84,-70,-66
-36,-60,-57,-37,-68,-66,-77
-36,-59,-57,-19,-70,-69,-75
-17,-59,-63,-15,-70,-76,-85
-35,-57,-54,-35,-64,-78,-76
-39,-54,-55,-37,-61,-77,-79
-42,-56,-52,-36,-75,-68,-81
-39,-51,-64,-38,-71,-78,-78
-43,-53,-53,-38,-63,-76,-73
-40,-56,-56,-38,-66,-77,-74
-41,-59,-53,-40,-62,-72,-76
-42,-59,-57,-51,-62,-72,-76
-49,-62,-59,-43,-78,-79,-81
-48,-61,-58,-44,-75,-80,-89
-50,-54,-60,-43,-74,-76,-77
-49,-56,-58,-42,-77,-76,-78
-51,-57,-59,-45,-77,-75,-81
-50,-58,-57,-42,-76,-74,-80
-48,-58,-58,-44,-71,-77,-79
-50,-55,-58,-43,-73,-75,-80
-50,-56,-63,-45,-71,-76,-78
-50,-57,-58,-44,-82,-75,-78
-50,-55,-59,-41,-82,-75,-78
-48,-63,-58,-44,-74,-79,-78
-45,-56,-60,-46,-81,-79,-75
-50,-57,-61,-50,-74,-83,-79
-50,-57,-57,-50,-70,-77,-80
-50,-55,-57,-48,-80,-81,-76
-49,-56,-60,-47,-72,-80,-79
-48,-57,-60,-44,-71,-85,-77
-49,-56,-59,-49,-74,-82,-80
-48,-63,-55,-42,-71,-81,-79
-44,-63,-67,-46,-63,-81,-78
-40,-59,-67,-50,-68,-79,-78
-40,-63,-64,-50,-64,-75,-78
-52,-60,-65,-48,-64,-79,-75
-42,-58,-65,-46,-71,-77,-73
-42,-61,-63,-44,-74,-76,-75
-43,-62,-66,-43,-73,-77,-76
