f1,f2,f3,f4
-14.937329,-3.311526,12.5,-15.3
-17.18281,-3.809337,12.5,-17.6
-19.428289,-4.307148,12.5,-19.899999
-21.673773,-4.80496,12.5,-22.200001
-23.919252,-5.302771,12.5,-24.5
-26.262362,-5.822226,12.5,-26.899999
-28.507845,-6.320037,12.5,-29.200002
23.869942,-25.59738,133,34.999999
22.301348,-23.915266,133,32.700001
20.73275,-22.233152,133,30.4
19.164154,-20.551039,133,28.1
17.595556,-18.868925,133,25.799999
16.026962,-17.186811,133,23.5
14.390165,-15.431563,133,21.1
12.821568,-13.749449,133,18.799999
11.252973,-12.067336,133,16.5
9.684377,-10.385222,133,14.2
8.11578,-8.703109,133,11.899999
6.547184,-7.020996,133,9.6
4.978588,-5.338882,133,7.3
3.409992,-3.656769,133,5
1.841396,-1.974655,133,2.7
0.272799,-0.292541,133,0.4
-1.295797,1.389572,133,-1.9
-2.864393,3.071685,133,-4.2
-4.432989,4.753799,133,-6.5
-6.001585,6.435913,133,-8.8
-7.638381,8.191161,133,-11.2
-9.206978,9.873275,133,-13.5
-10.775575,11.555388,133,-15.8
-12.344171,13.237502,133,-18.1
-13.912766,14.919615,133,-20.399999
-15.481363,16.60173,133,-22.700001
-17.049959,18.283842,133,-25
-18.618555,19.965956,133,-27.3
-20.187151,21.648069,133,-29.6
-21.755747,23.330183,133,-31.899999
-23.324345,25.012297,133,-34.200001
-24.892941,26.69441,133,-36.5
-26.461536,28.376524,133,-38.8
-28.030132,30.058636,133,-41.099999
-29.666929,31.813887,133,-43.500001
18.420113,-47.986034,111,51.4
17.595865,-45.838799,111,49.099999
16.77162,-43.691563,111,46.799999
15.947373,-41.544331,111,44.500001
14.263044,-37.156502,111,39.800001
13.438798,-35.009266,111,37.5
12.614552,-32.86203,111,35.199999
11.790306,-30.714798,111,32.900002
10.96606,-28.567562,111,30.600001
10.141812,-26.420326,111,28.3
9.317567,-24.27309,111,25.999999
8.49332,-22.125856,111,23.7
7.669074,-19.978621,111,21.399999
6.844828,-17.831387,111,19.1
6.020581,-15.684151,111,16.799999
5.196335,-13.536916,111,14.5
4.372089,-11.389681,111,12.2
3.547843,-9.242446,111,9.9
2.68776,-7.001853,111,7.5
1.863513,-4.854618,111,5.2
1.039267,-2.707383,111,2.9
0.215021,-0.560148,111,0.6
-0.609226,1.587087,111,-1.7
-1.433472,3.734322,111,-4
-2.257718,5.881557,111,-6.3
-3.081964,8.028792,111,-8.600001
-3.90621,10.176026,111,-10.9
-4.730457,12.323261,111,-13.2
-5.554703,14.470496,111,-15.5
-6.378949,16.617731,111,-17.799999
-7.203196,18.764967,111,-20.1
-8.027442,20.912201,111,-22.399999
-8.887525,23.152794,111,-24.799999
-9.711772,25.30003,111,-27.1
-10.536017,27.447264,111,-29.399999
-11.360264,29.5945,111,-31.7
-12.18451,31.741734,111,-33.999999
-13.008757,33.888969,111,-36.3
-13.833002,36.036201,111,-38.599997
-14.657249,38.183441,111,-40.900002
-15.481496,40.330677,111,-43.200003
-16.305742,42.477909,111,-45.5
-17.129988,44.625145,111,-47.8
-17.954233,46.772377,111,-50.099997
-18.778481,48.919617,111,-52.400002
25.889923,24.142742,43,35.400002
24.207806,22.574144,43,33.099998
22.452559,20.937349,43,30.7
20.84358,19.436953,43,28.499999
19.161467,17.868357,43,26.199999
17.479353,16.299761,43,23.9
15.79724,14.731165,43,21.6
14.115126,13.162568,43,19.299999
12.433013,11.593972,43,17
10.750899,10.025375,43,14.7
9.068786,8.456779,43,12.4
7.313537,6.819983,43,10
5.704559,5.319587,43,7.8
3.94931,3.682791,43,5.4
2.194061,2.045995,43,3
0.511948,0.477399,43,0.7
-1.097031,-1.022997,43,-1.5
-2.779144,-2.591594,43,-3.8
-4.461257,-4.16019,43,-6.1
-6.070236,-5.660586,43,-8.3
-7.825484,-7.297382,43,-10.7
-9.507598,-8.865978,43,-13
-11.189712,-10.434575,43,-15.3
-12.871825,-12.003171,43,-17.6
-14.553938,-13.571767,43,-19.899999
-16.236053,-15.140364,43,-22.200001
-23.110777,-21.551149,43,-31.600001
-24.719755,-23.051544,43,-33.8
1.975958,-45.256886,92.5,45.300001
1.775309,-40.661263,92.5,40.7
1.674985,-38.363453,92.5,38.400001
1.57466,-36.065639,92.5,36.099999
1.474335,-33.76783,92.5,33.8
1.374011,-31.470018,92.5,31.499999
1.273686,-29.172209,92.5,29.200001
1.173362,-26.874397,92.5,26.9
1.073037,-24.576586,92.5,24.6
0.972712,-22.278774,92.5,22.299999
0.872388,-19.980965,92.5,20
0.767701,-17.583248,92.5,17.599999
0.667377,-15.285438,92.5,15.3
0.567052,-12.987627,92.5,13
0.466727,-10.689816,92.5,10.7
0.366403,-8.392005,92.5,8.4
0.266078,-6.094194,92.5,6.1
0.165754,-3.796383,92.5,3.8
0.065429,-1.498572,92.5,1.5
-0.034896,0.799239,92.5,-0.8
-0.13522,3.097049,92.5,-3.1
-0.235545,5.39486,92.5,-5.4
-0.335869,7.692671,92.5,-7.7
-0.436194,9.990482,92.5,-10
-0.536518,12.288293,92.5,-12.3
-0.636843,14.586104,92.5,-14.6
-0.74153,16.98382,92.5,-17
-0.841854,19.28163,92.5,-19.299999
-0.942179,21.579441,92.5,-21.599999
-1.042503,23.877253,92.5,-23.9
-1.142828,26.175064,92.5,-26.200001
-1.243152,28.472874,92.5,-28.499999
-1.343477,30.770685,92.5,-30.8
-1.443802,33.068493,92.5,-33.099997
-1.544126,35.36631,92.5,-35.400003
-1.644451,37.66412,92.5,-37.700002
-1.744776,39.961929,92.5,-40
-1.8451,42.259739,92.5,-42.299999
24.853218,49.847843,63.5,55.699999
23.826963,47.789497,63.5,53.400002
22.800707,45.731144,63.5,51.099998
21.729834,43.583305,63.5,48.700002
20.703579,41.524956,63.5,46.400001
19.677322,39.466602,63.5,44.099997
18.651068,37.408257,63.5,41.8
16.553938,33.202065,63.5,37.099999
15.572305,31.233212,63.5,34.900003
14.546048,29.174858,63.5,32.599998
13.475174,27.027018,63.5,30.2
12.448918,24.968668,63.5,27.899999
11.422665,22.91032,63.5,25.600001
10.396409,20.851971,63.5,23.3
9.370154,18.793621,63.5,21
8.3439,16.735273,63.5,18.700001
7.317644,14.676923,63.5,16.399999
6.291389,12.618575,63.5,14.100001
5.265134,10.560225,63.5,11.8
4.238879,8.501877,63.5,9.5
3.212624,6.443527,63.5,7.2
2.186369,4.385179,63.5,4.9
1.160114,2.326829,63.5,2.6
0.133859,0.26848,63.5,0.3
-0.937015,-1.879362,63.5,-2.1
-1.96327,-3.937711,63.5,-4.4
-2.989525,-5.99606,63.5,-6.7
-4.01578,-8.054409,63.5,-9
-5.042036,-10.112759,63.5,-11.3
-6.06829,-12.171107,63.5,-13.6
-7.049925,-14.139963,63.5,-15.8
-8.07618,-16.198313,63.5,-18.100001
-9.147056,-18.346155,63.5,-20.500001
-10.173309,-20.404503,63.5,-22.799999
-11.199565,-22.462852,63.5,-25.1
-12.22582,-24.521202,63.5,-27.4
-13.252075,-26.579552,63.5,-29.700001
-14.27833,-28.637899,63.5,-32
-15.304585,-30.696247,63.5,-34.299998
-16.330839,-32.754597,63.5,-36.599999
-17.357096,-34.812946,63.5,-38.9
-18.38335,-36.871296,63.5,-41.2
-19.409605,-38.929646,63.5,-43.500001
-20.43586,-40.987991,63.5,-45.799998
-21.462114,-43.046341,63.5,-48.099998
-22.488371,-45.104694,63.5,-50.400003
29.48414,6.536477,12.5,30.200001
27.0434,5.995378,12.5,27.7
25.090809,5.562498,12.5,25.700001
22.650068,5.021399,12.5,23.200001
20.404587,4.523588,12.5,20.9
18.159105,4.025777,12.5,18.6
15.913624,3.527966,12.5,16.299999
13.765774,3.051799,12.5,14.1
11.422663,2.532343,12.5,11.699999
9.177182,2.034532,12.5,9.4
6.931702,1.536721,12.5,7.1
4.588591,1.017266,12.5,4.7
2.44074,0.541099,12.5,2.5
0.09763,0.021644,12.5,0.1
-2.050221,-0.454523,12.5,-2.1
-4.198073,-0.93069,12.5,-4.3
-6.638813,-1.471789,12.5,-6.8
-8.884295,-1.969601,12.5,-9.100001
-11.129774,-2.467412,12.5,-11.4
-13.277626,-2.943579,12.5,-13.6
-15.523107,-3.44139,12.5,-15.9
-17.866217,-3.960845,12.5,-18.3
-20.111698,-4.458656,12.5,-20.6
-22.357178,-4.956467,12.5,-22.899999
-24.602659,-5.454278,12.5,-25.2
-26.848141,-5.952089,12.5,-27.5
-29.09362,-6.4499,12.5,-29.799999
10.886912,-49.107689,102.5,50.3
9.393479,-42.371246,102.5,43.4
8.917313,-40.223396,102.5,41.200001
8.397857,-37.880283,102.5,38.799998
7.92169,-35.732433,102.5,36.599999
7.423879,-33.486954,102.5,34.300001
6.926068,-31.241472,102.5,32
6.428257,-28.995993,102.5,29.700001
5.908801,-26.65288,102.5,27.299999
5.41099,-24.4074,102.5,25
4.913179,-22.161921,102.5,22.700001
4.415368,-19.916439,102.5,20.4
3.917557,-17.670958,102.5,18.1
3.44139,-15.523107,102.5,15.9
2.921935,-13.179996,102.5,13.5
2.424124,-10.934515,102.5,11.2
1.926312,-8.689034,102.5,8.9
1.428501,-6.443553,102.5,6.6
0.93069,-4.198073,102.5,4.3
0.432879,-1.952592,102.5,2
-0.064932,0.292889,102.5,-0.3
-0.562743,2.538369,102.5,-2.6
-1.060554,4.783851,102.5,-4.9
-1.558365,7.029331,102.5,-7.2
-2.07782,9.372442,102.5,-9.600001
-2.553988,11.520293,102.5,-11.8
-3.073442,13.863403,102.5,-14.2
-3.571254,16.108885,102.5,-16.500001
-4.069065,18.354364,102.5,-18.799999
-4.566876,20.599846,102.5,-21.1
-5.064687,22.845325,102.5,-23.399999
-5.562498,25.090809,102.5,-25.700001
-6.060309,27.336288,102.5,-28
-6.55812,29.581768,102.5,-30.299999
-7.055931,31.827248,102.5,-32.599998
-7.575387,34.170361,102.5,-35
-8.073197,36.41584,102.5,-37.299999
-8.549365,38.563694,102.5,-39.500002
-9.090464,41.004433,102.5,-42
-9.588275,43.249912,102.5,-44.299999
-10.042798,45.300137,102.5,-46.400002
-10.540609,47.545616,102.5,-48.700001
-11.060064,49.888725,102.5,-51.099999
