f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
2.90E-01,-1.57E-02,-0.74666,-0.23195,-0.99114,0.019864,0.23696,-0.46558,0.23058,0.39835,-0.35891,0.13632
7.36E-01,-3.40E-01,-0.21098,0.048958,-0.056706,-0.38819,0.59417,-0.058747,-0.14397,-0.21605,0.18223,-0.086619
-4.45E-01,-7.88E-01,0.0095374,-0.52695,0.66358,-0.74537,-0.48479,-0.075233,-0.45825,-0.36456,0.28376,0.1725
-3.01E-01,-1.34E-01,-0.29681,-0.52241,-0.058147,-0.26256,0.041177,-0.20758,0.20368,0.21374,-0.20313,-0.018764
-2.90E-02,1.44E-01,0.5059,0.63189,0.42136,0.16252,-0.0033395,-0.11127,0.2157,-0.38415,0.29728,-0.46885
1.25E-01,-1.06E-01,0.2972,0.18969,0.38521,-0.075452,0.10535,-0.37423,-0.38113,-0.44376,0.37552,-0.067377
1.17E-01,7.32E-01,0.36396,0.44228,-0.19801,0.75373,0.46036,-0.14066,0.82845,0.87067,-0.51934,0.039183
3.04E-03,-1.07E-01,-0.32792,-0.3156,-0.16313,-0.18827,0.056916,0.12192,-0.88249,-0.10043,0.12099,0.64187
-5.14E-01,3.78E-03,0.11661,0.039626,0.096454,0.073034,-0.6005,0.19541,1,0.2487,-0.16746,-0.85327
-6.86E-02,3.20E-03,0.34194,0.2964,0.374,0.018357,-0.26298,0.46411,-0.96973,-1.6044,1,-1.087
1.23E-02,-5.46E-01,-0.49867,0.15349,-0.34907,-0.44197,-0.46291,0.17335,-0.34252,-0.018139,0.014394,0.43111
-6.51E-01,-2.30E-01,0.21374,1,-0.049209,-0.0036126,-0.81967,-0.11053,-0.73427,-0.057459,0.051636,0.84811
-3.13E-01,-3.66E-03,0.085749,0.071735,0.046584,0.04056,-0.34241,0.17207,-0.11802,-0.39248,0.23859,-0.40819
3.04E-01,-2.70E-01,-0.098415,-0.26427,0.46769,-0.61393,1,-1.0236,0.043996,0.3463,-0.21413,0.19581
2.65E-01,-2.33E-01,-0.21927,-0.44701,0.080071,-0.31416,0.12115,0.31902,0.3413,-0.023594,0.0087808,-0.47206
-1.95E-01,3.79E-01,-0.094639,0.12086,-0.44253,0.40391,0.11906,-0.24731,0.67528,1,-0.61569,0.56112
1.10E-01,4.34E-02,-0.40768,-0.4793,-0.30018,-0.052069,0.31102,-0.53557,-0.3026,-0.39181,0.25246,-0.36604
-6.86E-02,3.20E-03,0.34194,0.2964,0.374,0.018357,-0.26298,0.46411,-0.96973,-1.6044,1,-1.087
1.10E-01,4.34E-02,-0.40768,-0.4793,-0.30018,-0.052069,0.31102,-0.53557,-0.3026,-0.39181,0.25246,-0.36604
-6.38E-01,3.77E-01,-0.69633,-0.50711,-0.97455,0.36149,-0.2468,-0.14536,-0.31535,-0.14771,0.099482,0.028094
5.44E-01,3.95E-01,0.048231,-0.16127,-0.28744,0.4885,0.18915,0.6029,0.49797,-0.19786,0.11255,-0.80969
-1.46E-01,-1.05E-01,0.27055,0.42322,0.21375,-0.053184,-0.078576,-0.27821,0.24185,0.19105,-0.12715,-0.10189
5.44E-01,2.10E-01,0.32438,-0.13544,0.37796,0.080315,0.77345,-0.22166,0.2341,0.37484,-0.22136,0.13107
-4.91E-01,1.45E-01,-0.26203,0.15395,-0.58218,0.2917,-0.51303,-0.12608,0.099311,0.090028,-0.053935,-0.031497
-2.93E-01,-2.44E-01,0.09581,-0.045246,0.33797,-0.25192,-0.31867,-0.17917,0.18252,0.11011,-0.088045,0.0031717
4.57E-01,-8.49E-02,0.26939,-0.23486,0.55998,-0.23241,0.60834,-0.21876,0.50563,0.28007,-0.18974,-0.19785
2.21E-01,-8.97E-01,-0.030358,-0.7481,0.931,-1.0729,0.10905,-0.33381,0.33864,0.99008,-0.60651,1
-5.50E-01,2.76E-01,-0.27324,0.11319,-0.77698,0.52266,-0.85062,0.44004,0.20391,-0.014462,0.0022735,-0.10048
-7.84E-01,2.55E-01,-0.70099,-0.29917,-0.85833,0.2105,-0.53005,0.51855,-0.30319,0.020018,-0.020915,0.66394
2.99E-01,-1.80E-01,0.032859,-0.89901,0.5403,-0.36184,0.1779,0.71325,-0.098148,-0.41113,0.24683,-0.38916
-3.78E-01,-5.23E-01,0.21541,-0.24359,0.63784,-0.49221,-0.50693,-0.25811,-0.32899,-0.039117,0.007591,0.47603
3.79E-01,-4.66E-02,-0.12336,-0.063958,-0.10983,-0.045824,0.1238,0.49624,-0.64157,-0.24229,0.17369,0.49063
