f1,f2,f3,f4,f5,f6,f7
3.82864,8.01268,10,4.8,-0.5,83.2,9
2.56495,5.78996,1.1,4,-0.1,79,3
3.3322,7.45934,6.1,2.5,0,92,22
3.13549,6.22851,0.1,1.9,1.1,208.8,6
0.69315,6.45362,-2.6,4.9,0.2,38.3,23
4.00733,7.7178,7.9,0.4,0.5,276,19
3.2581,7.92696,4.8,9.4,0.6,204,14
3.2581,6.56244,2.6,2.8,-0.7,224.1,8
4.84419,8.17273,-9.6,1.1,1.3,191,16
2.63906,5.1299,-1.5,2.5,-0.1,245.1,4
1.38629,4.54329,3.8,5.8,0.7,201.9,3
3.2581,5.71043,1.8,2.7,0.9,181.9,1
2.30259,8.19257,-0.7,4.1,0.6,252,8
3.09104,5.00395,3.6,2.7,1.2,344.7,4
2.94444,7.39817,3.9,6.2,0.7,206,20
3.4012,6.63988,4.7,3.6,0,59,24
2.99573,6.29342,-2.5,4.9,-0.2,84,7
3.82864,7.4378,-9.9,4.5,-0.1,55,11
2.30259,7.7977,1.7,2,0.3,38,15
4.29046,7.33629,-12.8,3.5,0,79,19
4.41884,7.51589,4.3,2.1,0.6,32.3,20
3.3673,7.70841,2.1,3.1,0,79,10
2.30259,4.64439,-2.2,4.9,-0.1,77,2
3.98898,7.77402,3.3,1.8,-0.3,220,10
4.12713,5.05625,5.6,3.5,-0.1,78,4
3.68888,5.86363,-0.6,0.6,1.7,142,1
2.30259,5.52943,3.4,4.7,0.8,220.1,5
3.29584,7.91754,0.2,2.8,0.4,335,15
3.13549,6.74052,-6.4,2.8,-0.1,77,22
2.07944,6.53669,8,1.9,-0.2,54.6,8
5.25227,7.82844,3.6,0.8,1.5,87.7,19
3.78419,7.74846,-13.4,4,0.2,74.1,13
3.97029,5.71043,-2.1,1.3,1.8,87.8,1
2.99573,5.64897,-8.7,4.3,-0.2,74.5,1
2.56495,6.42972,1.6,1.3,1,58,8
3.21888,6.51323,-3.9,2.8,0.4,71.3,8
1.38629,7.93057,1.4,2.5,0.2,210.5,19
3.13549,7.59337,3.3,4.2,1.2,235,20
4.06044,7.19818,3,1.8,1.1,191,22
4.27667,8.23377,7.2,3.8,-0.2,31,15
3.49651,8.13212,-1.7,1.5,-0.1,68,8
3.21888,7.87284,0.8,5,0.1,76.2,19
4.07754,7.53102,0.1,3.5,1.2,66.3,20
4.20469,7.49276,4.5,6.6,-0.1,210,12
4.18965,5.65599,0.3,1.5,1.7,303.4,1
2.48491,7.07327,-0.9,1.6,-0.5,256.5,9
1.09861,6.33683,2.2,2.8,0.1,142,1
2.48491,7.21229,-0.6,2.1,0.1,60,21
2.48491,7.86978,3.2,2.6,1.3,286,20
0.69315,7.84031,4.1,2.7,0.2,175,19
4.34381,7.98344,-4.8,0.8,1.1,230.1,17
2.63906,7.03086,7.1,1.6,0.5,66.4,22
3.29584,7.90175,-4.4,3.8,0.1,15,9
4.17439,7.72223,7.1,3.9,-0.9,90,10
3.71357,8.19451,0,0.8,-0.3,254.2,16
4.02535,7.84698,11.6,4.2,-2.7,247,14
4.85203,7.58731,3.1,2.2,-3.4,227,11
4.64439,6.47235,1.5,1.2,1.3,101,24
3.63759,7.74932,15,7.3,-2.2,229.9,14
3.4012,8.12711,3.6,4.9,1.2,238,18
1.79176,5.68358,5.7,1.9,0.3,49,6
4.11087,7.58274,3.4,6.9,-0.1,194.9,11
3.3673,8.01434,10.1,2.4,-0.3,44,17
4.44265,7.65539,-2.4,2.6,0.7,78.3,18
2.77259,7.83716,0.2,4.5,0,80,7
3.71357,6.9921,-15,3.3,0.6,66,23
5.17048,8.08209,5.2,7.2,-1.3,202.7,14
3.09104,7.85554,4.1,3.4,0.1,79,7
2.70805,7.68064,6.3,9.4,0.2,248,16
4.11087,7.5438,8.7,4,-1.2,216.3,14
4.79579,8.30598,2.4,4.2,-0.7,65.1,8
2.3979,5.95324,-5.3,1,2.2,60,9
2.99573,6.2634,2.5,4.3,-0.1,79,24
3.13549,8.25036,9.3,5.4,-0.8,213,16
3.43399,7.61776,-5.6,3.1,-0.5,77.4,11
3.4012,7.44425,5.6,7,1,248.1,12
3.09104,7.87169,-1.7,0.5,0,218,18
4.45435,7.64492,-5.6,4.9,-0.1,56.7,7
4.18965,7.46851,-3.5,0.7,0.2,165.1,20
3.73767,8.18256,-11.2,3.7,0.2,78,16
4.20469,5.10595,-11.9,0.6,0.8,286.5,4
2.56495,5.79301,2.1,2.6,3.1,241,1
2.56495,7.14125,1,4.5,1.3,232,21
4.85981,7.69303,8.8,3.6,-2.5,85.4,12
5.25227,7.23056,-4.6,6.5,0.1,80,21
2.63906,6.0845,-5.8,2,-0.3,107.5,1
3.13549,5.72031,1,1.8,0.6,92,3
1.94591,6.81892,0.1,1.7,-0.1,214,11
3.4012,5.67332,-1.9,0.9,3.7,109.2,5
4.72739,8.26178,1,3.4,1.3,248,8
3.3673,5.92959,2.1,3.8,0.5,64.2,1
3.2581,7.53262,6.1,2.5,-0.1,182.5,21
3.73767,8.11761,0.2,0.8,0.9,11,16
1.79176,7.98446,1.9,5.8,0.2,9,9
4.06044,7.7463,11.8,6,-0.7,212.7,14
3.91202,8.19229,-4.4,1.5,0.5,87.9,8
0.69315,6.43294,1.9,2.4,0.1,133,24
1.60944,5.2832,8.6,1.8,1.5,242,3
4.46591,8.22336,9.1,9.4,-0.5,39.4,16
3.17805,7.68983,13,0.3,0.4,114,22
2.89037,6.70564,1.8,0.8,0.1,269,6
4.17439,7.58426,4,3.1,-1.7,103.7,12
3.73767,8.04943,-7.8,0.6,-0.1,177,17
4.00733,7.72886,8.7,5.5,-0.4,132.3,14
3.04452,7.51806,-4.9,4.1,-0.2,73.8,13
2.63906,7.58172,-8.8,8.1,-0.1,53,18
4.11087,8.28425,2.9,3.3,0.8,22.1,17
4.47734,8.01731,0.4,3.9,0.7,67.4,18
3.17805,7.67786,-0.7,4.3,-0.4,59,13
3.3322,7.8598,4.2,2.7,1.1,230.7,18
0.69315,4.79579,2.7,2.8,0.2,187,4
4.58497,7.66528,7.4,0.9,-0.2,55,13
0.69315,4.36945,0.6,4.6,0.1,350,3
3.4012,7.5251,6,3.5,-0.2,78.1,21
2.07944,7.73849,1.6,1.6,0.3,211.3,21
4.55388,7.62071,3.4,5.9,-0.6,45,13
3.21888,5.39363,3.3,1.7,-0.1,187,4
2.77259,5.87774,-5.4,5.1,-0.2,72.2,2
3.29584,5.8522,4.2,1.7,1,175,5
3.3322,8.02027,2,6,-0.1,152,18
4.02535,7.23706,-14.2,1.4,-0.1,238.1,18
4.38203,7.83281,9.4,2.9,-0.3,248.4,15
2.99573,4.60517,1.5,1.1,0.2,233.7,3
3.55535,8.11073,0.6,6.8,0.3,10,8
3.2581,7.57917,2.5,3,-0.2,83,13
4.47734,8.31361,-0.3,3,-0.8,71.8,8
4.06044,4.86753,1.4,0.7,1.5,79.4,4
3.21888,7.50879,-0.7,4,-0.5,65.1,11
4.46591,6.51323,-8.1,0.7,1.2,111,24
3.13549,6.6107,-13.1,3.5,0,83,9
2.30259,4.70048,6.3,6,0.9,219.2,2
3.61092,6.94986,-3.8,0.7,-0.2,258,23
3.13549,5.72685,-3.6,0.8,4,302.4,5
3.89182,8.16337,-1.1,1.5,-0.2,157.4,16
3.21888,7.7012,15.8,3.9,-0.4,119.5,15
3.17805,4.45435,-5.1,3.4,0.4,58.4,3
3.73767,8.28248,8.5,3.1,-0.7,238,8
2.3979,8.05833,-2.1,4.1,-0.2,82,8
3.68888,7.90027,1.5,0.5,-0.6,99.2,13
4.26268,7.34148,3,0.8,0.6,86,21
4.94164,7.90027,-12.6,2.2,0.2,77.8,19
3.29584,7.65917,3,3.1,-0.1,221,14
2.07944,5.60947,-5.2,2.9,0.1,60,2
2.19722,7.15227,3.5,0.9,0.2,265,22
2.07944,5.42495,2.8,1.3,0,75.8,2
4.54329,7.8071,6.5,4.3,-1.1,44,11
2.07944,7.94839,2.5,3.6,-0.1,54.7,16
4.36945,8.34069,6.3,4.2,-0.1,76,16
3.97029,7.54062,-1.4,1.7,-0.2,86,12
3.98898,5.89164,1.7,1.1,2.4,173.1,1
2.99573,7.52402,2.4,7.9,-0.1,43.5,21
3.52636,6.43294,-0.1,1.6,-0.2,75,22
2.99573,7.50219,3.1,1.7,0.3,269,12
5.39363,8.04045,12.9,8.3,-1.1,357.5,14
3.63759,7.31986,-13.4,3.8,0.1,75,11
2.30259,5.43372,0.7,3.9,0.1,182.9,2
4.92725,7.94058,2.4,1,0.4,110.7,7
2.94444,8.17808,-1.3,5.6,-0.2,46,17
2.70805,7.65728,-6.3,4,-0.1,51.6,19
2.07944,7.56164,3.5,1.8,0,71.2,21
3.4012,7.98752,0,4,-0.3,78.5,9
5.05625,7.63143,11.8,2.4,-1.5,232.5,14
4.93447,7.63192,5.8,1.9,-3.1,260.8,12
2.56495,7.6324,3.1,4.7,-0.1,48,12
3.04452,7.9248,1.4,2.1,0,221,17
1.38629,4.30407,0.8,3.1,1.6,77,3
2.77259,7.67555,6.8,9.9,-0.2,249,15
3.91202,7.1025,1.3,8,0,61.6,23
4.35671,7.95437,6.8,1.5,-0.6,124.9,7
3.4012,7.87474,-6.8,1,0,207,15
4.02535,7.85166,10.5,4.4,-0.9,69,15
3.73767,8.26049,3.8,5.2,0,222,8
2.94444,7.7411,-12.8,3.6,0.1,68.4,14
4.09434,5.24702,1.3,0.8,1.1,72.3,5
3.04452,5.24175,-4.2,1.4,3.6,230,2
3.17805,7.55224,-0.6,2.5,-0.1,75,13
2.56495,7.96242,-6.1,5.2,0.4,27,18
2.63906,6.85751,5.1,5.5,0.1,230,10
3.09104,8.1191,0.8,3,-0.1,78,17
3.4012,8.00068,-4.4,3.7,-0.1,78,14
2.19722,4.11087,-6.5,2.1,-0.1,68.2,5
3.7612,4.81218,-3.7,0.9,-0.1,281.3,4
2.77259,6.42811,0.7,2.9,1.4,229.6,24
3.4012,4.95583,-5.7,3.3,0.6,72,2
3.61092,6.16121,8.4,3.3,0.7,80.5,24
3.3673,6.55251,-0.2,2.8,0.7,71,23
0.69315,5.1299,-1.9,4.5,0.4,17,2
2.94444,5.18739,-7.3,1.9,0.5,85,3
4.17439,7.91608,0.1,2.1,2,77,18
2.83321,7.33954,-5.9,2.9,0.2,64.6,22
3.04452,7.0076,4.7,5.6,0,69,23
3.2581,7.87664,4.2,4.4,0.6,189.8,15
3.21888,7.23778,2.1,5.4,0.1,159,21
4.23411,7.64348,-0.5,2.1,-2,247.8,14
4.81218,7.08339,-3.7,1.1,0.1,192,22
4.39445,7.95718,6.5,6.2,-0.1,210.8,18
2.63906,6.42162,2.1,4.1,0.7,260,24
3.2581,7.29029,-3.1,1,-0.2,211,21
1.94591,5.42495,-12.8,0.8,1.2,55,6
2.94444,7.29029,3.8,4.3,0.5,210,22
2.56495,7.52348,3.4,6,0.2,191,14
3.21888,5.63479,-4.2,2.1,1.1,91,2
2.77259,7.97694,-1.7,5.2,0,76,8
4.61512,7.78197,5.4,3.6,-1.1,44,10
1.60944,5.743,3.4,4.9,0.7,243,2
2.07944,5.743,-0.2,5.6,0.2,16.6,2
3.8712,5.62762,2.1,1.5,2,227.8,5
3.17805,7.85477,-12.5,3.2,0.2,82.1,15
3.58352,7.56941,-4.1,4.3,-0.1,44.7,14
4.68213,7.08087,-9.8,0.5,0.2,131,21
2.56495,7.43603,-4.9,4.7,-0.1,79.6,21
2.30259,6.11368,-5.2,3.5,0,59,1
3.55535,7.97488,-1.6,3.5,0.5,34.5,18
3.46574,6.69084,6.4,1.2,0,188,6
2.48491,7.79523,2,2.8,1.6,242,18
4.21951,5.21494,-8.5,1.5,2.8,279,10
2.30259,7.65112,3.6,7.6,0.5,199.3,17
2.70805,6.12905,0.4,0.8,0.1,297,7
2.99573,8.08979,1.2,3.6,0.1,63.9,15
2.48491,5.76519,-3.5,3.2,0,240.2,2
3.13549,8.06401,3.6,2.3,-0.3,9.4,9
4.15888,7.39265,-14.9,1.9,0.8,65,20
1.79176,6.43294,1,2.5,-0.2,75,10
3.29584,7.62462,-1.7,1.6,-0.1,172,19
2.83321,5.22036,3.4,1.1,1.4,89,6
3.52636,6.35611,6.9,7,0.8,220,24
3.2581,4.47734,-4.8,2.5,0.4,84,3
3.98898,6.50279,4.2,3.9,0.6,78,24
1.60944,6.88959,1.5,4,0.1,240.4,22
3.49651,7.32909,-2.9,1.9,1.7,337.8,19
3.17805,7.3601,-8.2,4.7,-0.2,76.5,11
4.67283,7.77107,7,3.1,-0.3,73,10
3.43399,6.16121,8.1,1.9,-0.1,211.9,1
2.07944,7.97281,3.7,4.2,0.2,172,9
3.29584,7.90323,0.7,2.1,1.3,207.1,18
2.30259,8.16223,0.4,8.6,0.1,34,17
2.07944,4.83628,-10.4,1.9,1.1,75,7
0.69315,4.91998,6.5,4.5,0.4,206,2
3.13549,7.47591,9,4.6,-0.9,208.7,10
3.82864,7.52941,10.1,1.1,-3.1,255,11
3.8712,7.88796,-0.3,1.7,0.4,26.9,15
2.99573,4.47734,-4.4,2.6,0.8,85,4
3.2581,7.73281,1.7,1.5,1.1,345,19
3.3322,6.93245,-3.2,0.8,-0.1,260,22
3.49651,7.65634,-5.9,3.1,-0.1,77,16
1.94591,7.0193,3.7,3.6,0.1,195,22
4.57471,8.0762,9.9,2.2,0,92,16
3.91202,7.90175,7.4,4.3,-0.3,178,18
3.80666,6.89669,5.1,2.5,0.7,80,23
3.93183,4.30407,3.2,1.5,0.4,75,3
2.48491,5.15906,0,4.3,0.1,102.7,3
3.13549,7.82764,-5.6,6.1,-0.2,79.5,17
2.94444,7.02554,0.7,2.4,-0.2,232.5,23
3.4012,7.90175,15.1,2.9,0.2,113.9,19
1.94591,5.73334,-2.2,4.3,-0.1,72,5
3.17805,5.34711,-3.8,2.7,-0.2,80.5,3
3.21888,7.58477,4.2,6.5,0.4,214.3,11
2.63906,6.84055,-13.1,4.8,-0.2,52.8,11
3.3322,7.55381,-0.2,3.9,-0.2,79.6,12
2.70805,4.78749,1.5,3.2,0.1,153,4
3.78419,6.86485,0.8,1.5,-0.1,231.5,23
3.78419,7.81197,-6.6,2.2,1.3,87,7
1.60944,7.89469,2.1,4,-0.1,47.8,14
3.3673,7.76132,1.7,2.9,-0.1,81,14
3.04452,6.07764,-4.1,5.4,-0.1,66.5,1
4.45435,7.80954,18.2,3.7,-2.7,250.7,15
1.94591,5.4848,2.2,2,1.9,253.8,5
2.63906,5.27811,-7.8,4.6,-0.1,71.5,19
3.3322,7.76684,-5.4,3,-0.2,77,14
3.43399,5.5835,-4.5,4.1,0.3,59.4,1
3.89182,7.86634,8,6.1,0.1,197,19
2.19722,8.19644,2.7,3.8,0.2,139,8
4.59512,7.59186,-5.6,3.9,-0.2,41,13
3.49651,5.54126,4.6,0.9,0.5,108,5
2.83321,7.55799,12,4.4,0.2,274.2,20
2.19722,6.51471,4.4,2,0.7,205,6
2.89037,6.21461,4.5,3.5,0,55,9
3.4012,6.63988,0.2,0.5,1.4,84.8,24
2.99573,6.02345,-18.6,2.3,0.1,79.4,7
3.73767,7.62413,0.1,2.6,1.5,230,19
2.94444,5.84064,7.4,4.3,0.3,189.6,1
3.58352,8.32579,7.6,4.2,0,224.1,8
3.29584,7.32053,8.6,2.6,-0.1,189.2,22
4.8752,7.91571,-2.5,3.6,0,64,15
4.33073,7.7424,10.6,1.8,-1.6,245,14
3.29584,6.91771,-1.6,1.1,0,282,23
3.78419,7.78239,5,3.1,-0.4,230,16
3.61092,5.18739,5.2,4.4,0.8,206,4
2.83321,6.14204,5.3,2.3,1.2,153.1,1
3.7612,5.48064,-13.1,1.1,1.3,62.9,5
3.58352,5.2933,3.3,2.2,0.5,77.1,2
3.17805,5.4848,-0.8,3.5,0,176.8,5
3.52636,5.03044,-4,1.5,-0.1,108.2,2
4.21951,7.6406,1.7,2.3,-0.3,85,15
3.93183,8.29255,6.1,4.2,0.3,23,17
2.30259,5.70378,5.8,2.8,0,43,7
3.2581,5.4848,5.7,3.3,0.5,228,5
2.70805,7.02997,14.9,2.8,-5,255.5,10
3.55535,5.31321,-5.7,2.2,0.6,82,5
1.94591,6.14419,0.2,3.1,0.1,73,9
4.36945,5.14749,-9,1.3,0.4,77,2
4.70048,7.66388,16.8,6,-1.1,272,14
2.48491,5.8944,2.8,4.7,0,66,2
1.60944,7.61085,-0.1,6.6,-0.3,205.2,14
3.78419,7.52294,-12.5,0.8,-0.4,232,19
1.94591,4.82831,-7.8,3.7,0.1,58.4,4
3.09104,7.54908,0.9,1,-0.6,213.1,12
3.21888,7.75833,-4.2,4.6,-0.1,78,10
2.48491,7.50659,21.9,3.6,-2.5,264.1,19
2.19722,6.07764,-10.1,2.8,0,73,1
4.93447,7.01571,-9.4,1.2,0,73.8,23
4.04305,7.59488,11.2,1.7,-2,236,12
4.51086,8.20576,1.8,3.2,0.2,216.6,8
1.94591,4.59512,0.5,5.5,0.1,354,4
3.09104,8.23297,-2.2,1.6,-0.3,211.7,16
4.60517,8.31532,-0.1,5.2,-0.8,79,8
3.63759,7.57096,8.4,5.4,-1.8,240,11
3.46574,7.61036,0.9,3,-0.7,340,12
3.8712,8.21528,-2.9,1.4,-0.2,113.4,8
5.15329,8.19146,2.3,2.5,0.6,16,17
3.04452,7.67322,-1.4,4.4,-0.1,38.1,14
3.49651,7.78655,0.4,1.5,-0.1,110,13
2.56495,4.69135,-11.3,2.5,1.2,82,5
3.85015,7.629,0.1,3.9,-0.2,70.7,14
2.48491,5.49717,-5,4,-0.1,75.4,5
2.07944,6.57368,1.6,2,1.2,212.7,6
2.99573,7.90618,-2.8,2.3,-0.1,205,20
1.38629,6.55251,-3.5,3.9,-0.1,46.3,24
3.17805,8.22013,2,3.5,-0.2,82,8
2.19722,5.42935,2.4,3.6,0.1,125,5
3.55535,7.89096,7.1,3.4,-0.3,82.5,19
3.8712,8.02453,-2.7,1.4,1.6,66,9
3.4012,7.14283,-1.3,1.2,0.6,66,21
3.04452,7.97039,5.5,3.9,-0.5,231,14
4.34381,6.65801,5.5,1.1,0.9,138,24
2.3979,7.10003,-4,5.8,-0.4,78.4,11
2.63906,7.65681,-0.2,2.4,0,41,19
2.56495,4.70953,-2.8,1.8,1.4,198.9,3
3.3322,5.60212,3.8,3.9,-0.2,85,5
2.56495,7.85127,0.2,2.8,0.1,78,17
3.68888,7.89655,12.8,6.8,-0.6,227.7,15
2.3979,7.20638,-0.8,1.6,1.7,192.6,22
2.3979,4.89035,-10.8,1.5,0.2,57,3
4.68213,7.56735,-10.2,0.6,2.4,110.8,10
3.04452,7.61135,0.8,3.1,-0.1,65.6,19
3.04452,6.66823,4.1,1.4,0.2,139.8,24
2.19722,5.0689,4.3,4.9,0.1,82,2
3.17805,7.46107,-2.8,1.4,-0.1,243,20
4.48864,7.68018,-0.4,0.8,2.6,147,21
2.30259,7.80344,2.4,3.9,0.2,14.3,20
3.29584,8.26256,3.4,0.9,0.3,228,16
3.17805,7.6695,12.1,2.8,-3.2,256,13
4.06044,5.33272,-2.5,2,1.3,80.7,3
4.15888,6.30992,-4.5,2,0.3,90,24
3.09104,6.67456,2.2,7.1,0.1,37.9,6
4.41884,8.09316,-4.7,1.4,1.2,276.8,18
2.89037,6.56667,0.1,2.1,-0.2,247.4,6
1.09861,5.83481,-5.8,7.7,0.1,47,7
3.43399,7.794,3.3,4.3,0.8,217,17
3.52636,7.76089,2,1.7,1.1,234,15
3.13549,7.67276,1.3,4.2,0.2,169,10
2.19722,7.979,1.4,5,-0.1,40.7,9
3.13549,7.78406,6.1,1.9,0.4,171,21
2.07944,5.95842,-3.1,4.2,-0.1,52.5,2
3.63759,4.54329,-11.5,1.7,3.7,90.4,4
3.73767,5.62762,-6.6,1,-0.1,200,2
2.48491,5.66643,-3.8,2.1,0.6,73,3
1.94591,7.54539,6.5,9.4,-0.9,250,11
1.94591,6.23832,-0.4,3.3,0.3,215.1,24
2.77259,4.56435,-6.3,2,2.3,223,3
2.70805,6.58203,2.2,1.8,0.1,64.2,6
1.79176,5.31321,-4.9,4.2,0.3,353,2
2.30259,5.61677,-1.3,2.8,-0.1,65.2,1
4.11087,7.7111,-5.1,0.7,0.3,60,10
3.4012,6.2519,0.1,1,0.2,87,24
3.68888,7.85516,6.5,5.2,-0.2,69,19
4.17439,8.24512,8.6,1.6,-1,258.8,15
