f1,f2,f3,f4,f5,f6,f7,f8,f9
LiCoSiO4,P21/c,-2.369,0.066,1.374,28,3.015,347.967,TRUE
LiCoSiO4,Pc,-2.369,0.067,1.59,14,2.998,174.957,TRUE
Li2Co2(SiO3)3,P21/c,-2.598,0.069,2.727,64,2.739,872.856,TRUE
Li2Co(SiO3)2,P21,-2.669,0.072,2.883,22,2.947,253.565,TRUE
Li2Co(Si2O5)2,P21/c,-2.858,0.075,3.254,68,2.429,943.786,FALSE
Li3Co2(SiO4)2,Pc,-2.418,0.078,0.147,30,3.003,357.078,TRUE
LiCoSiO4,P21,-2.357,0.079,1.434,14,2.952,177.732,TRUE
LiCoSiO4,P21/c,-2.352,0.083,1.403,84,3.017,1043.295,FALSE
Li2CoSi3O8,P21,-2.772,0.085,3.159,28,2.771,341.661,TRUE
LiCoSiO4,Pc,-2.349,0.086,1.474,14,3.096,169.421,TRUE
Li3Co2Si3O10,Cc,-2.539,0.089,0.724,36,2.914,436.508,TRUE
LiCoSiO4,P21/c,-2.347,0.089,1.494,84,2.999,1049.613,FALSE
Li2Co(Si2O5)2,P21/m,-2.842,0.091,2.499,68,2.564,894.099,FALSE
Li4Co(SiO3)3,C2,-2.706,0.092,2.938,34,2.754,379.735,TRUE
LiCoSiO4,P21/c,-2.341,0.095,0.892,28,3.84,273.243,TRUE
LiCoSiO4,Pc,-2.338,0.098,1.255,28,3.019,347.495,FALSE
LiCoSiO4,Pc,-2.338,0.098,1.386,14,2.841,184.681,TRUE
Li3Co2(SiO4)2,C2,-2.396,0.099,0.637,15,2.931,182.928,TRUE
LiCoSiO4,Cc,-2.333,0.102,1.266,14,2.884,181.921,TRUE
Li5Co2(SiO5)2,Pc,-2.301,0.103,0.235,38,2.838,431.503,TRUE
LiCoSiO4,Cc,-2.332,0.104,1.552,14,2.724,192.593,TRUE
Li2MnSiO4,P21nm,-2.705,0,3.052,16,3.039,175.842,TRUE
Li2MnSiO4,Pcmn,-2.705,0,3.07,32,3.013,354.747,TRUE
Li2MnSiO4,Pmnb,-2.695,0.01,2.882,32,2.97,359.824,TRUE
Li2MnSiO4,Pna21,-2.694,0.011,2.88,32,2.957,361.437,TRUE
Li2MnSiO4,Pna21,-2.694,0.011,2.965,32,2.926,365.204,TRUE
Li2MnSiO4,C2221,-2.691,0.014,2.962,16,2.882,185.391,TRUE
Li2Mn(SiO3)2,Fdd2,-2.849,0.014,3.487,22,2.74,267.86,TRUE
Li2MnSiO4,Pbn21,-2.685,0.019,2.823,32,2.997,356.585,TRUE
Li2Mn2Si2O7,C2cm,-2.712,0.033,2.869,26,3.3,293.746,TRUE
LiMn(SiO3)2,Pbca,-2.824,0.036,0.037,80,3.343,850.626,FALSE
LiMnSiO4,Pmnb,-2.632,0.046,0.99,28,3.598,284.227,TRUE
Li3Mn(Si2O5)3,Cmce,-2.972,0.051,1.369,100,2.603,1235.941,FALSE
LiMnSiO4,Cmcm,-2.626,0.052,0,14,3.609,141.676,TRUE
LiMnSiO4,Pna21,-2.623,0.054,0.11,84,3.55,864.216,FALSE
Li2MnSiO4,Pca21,-2.65,0.054,2.852,64,2.8,763.324,TRUE
Li2Mn2(Si2O5)3,Cmce,-2.95,0.055,3.376,100,2.634,1342.122,FALSE
Li3Mn(Si2O5)3,Pcmn,-2.968,0.055,1.154,100,2.76,1165.318,FALSE
Li4Mn2Si4O13,Pna21,-2.757,0.059,1.363,92,3.047,998.5,FALSE
Li2Mn(SiO3)2,Fdd2,-2.802,0.061,3.072,66,2.661,827.376,TRUE
Li2Mn2(SiO3)3,Pnma,-2.779,0.067,3.077,64,3.034,770.62,TRUE
Li3MnSi2O7,Pbnm,-2.709,0.069,1.472,52,2.895,559.694,TRUE
Li2Mn(SiO3)2,Pmn21,-2.791,0.072,2.607,66,2.933,750.79,TRUE
Li2Mn(Si2O5)2,P212121,-2.939,0.073,3.783,68,2.29,989.646,FALSE
LiMnSiO4,Pcmn,-2.603,0.074,1.059,28,3.325,307.52,TRUE
Li2Mn3(SiO3)4,Pnma,-2.762,0.076,1.527,84,2.856,1123.305,FALSE
Li3MnSiO5,P21nb,-2.529,0.077,0.235,40,2.798,436.412,TRUE
Li2Mn(SiO3)2,Pm21n,-2.784,0.079,2.76,66,2.933,750.671,TRUE
Li2Mn2Si2O7,C2cm,-2.666,0.079,2.696,26,2.944,329.286,TRUE
LiMn(SiO3)2,Pbca,-2.78,0.08,1.2,80,3.306,860.04,TRUE
LiMnSiO4,Pbca,-2.595,0.082,1.267,56,2.994,683.102,TRUE
Li2Mn2(SiO3)3,Pnma,-2.764,0.083,3.248,64,2.436,959.619,FALSE
LiMnSiO4,Pna21,-2.591,0.087,1.569,28,2.988,342.286,TRUE
Li2Mn2Si2O9,Pnca,-2.481,0.088,0.889,60,3.573,602.169,TRUE
LiMnSiO4,Ibmm,-2.584,0.093,0,14,3.855,132.65,TRUE
LiMnSiO4,Imma,-2.581,0.097,0.903,14,3.739,136.74,TRUE
Li2FeSiO4,Pcmn,-2.626,0,3.121,32,3.094,347.336,TRUE
Li2FeSiO4,P21nm,-2.626,0.001,3.124,16,3.123,172.094,TRUE
LiFe(SiO3)2,Pbca,-2.818,0.003,2.745,80,3.333,856.726,TRUE
Li2FeSiO4,P21cn,-2.621,0.005,2.993,32,3.065,350.604,TRUE
Li2FeSiO4,Pmnb,-2.621,0.005,3.089,32,3.049,352.518,TRUE
Li3FeSiO5,P21nb,-2.56,0.008,2.314,40,2.831,433.391,TRUE
Li2FeSiO4,Pna21,-2.618,0.009,2.946,32,3.01,357.063,TRUE
LiFeSiO4,Pbnm,-2.611,0.01,2.3,28,3.563,288.72,TRUE
LiFe(SiO3)2,C222,-2.81,0.011,3.023,10,2.523,141.451,TRUE
Li2FeSiO4,C2221,-2.615,0.011,2.965,16,2.948,182.303,TRUE
Li2FeSiO4,Pbn21,-2.613,0.014,2.924,32,3.07,350.111,TRUE
Li2Fe(SiO3)2,Fdd2,-2.791,0.015,3.314,22,2.807,262.576,TRUE
LiFeSiO4,Pn21a,-2.604,0.018,2.961,28,2.89,355.979,TRUE
Li2FeSiO4,Pc21n,-2.607,0.02,2.957,32,2.986,359.989,TRUE
LiFeSiO4,Pb21a,-2.598,0.023,2.959,56,2.881,714.127,TRUE
LiFeSiO4,Pb21a,-2.598,0.024,2.979,56,2.875,715.629,TRUE
LiFeSiO4,Pna21,-2.597,0.025,2.963,28,2.866,358.902,TRUE
LiFeSiO4,C2221,-2.597,0.025,2.874,14,2.863,179.638,TRUE
Li3Fe(Si2O5)3,Cmce,-2.976,0.032,3.386,100,2.592,1243.201,FALSE
LiFeSiO4,Cmcm,-2.588,0.034,1.657,14,3.628,141.773,TRUE
LiFeSiO4,Pna21,-2.587,0.035,1.675,84,3.644,846.947,TRUE
Li3Fe(Si2O5)3,Pcmn,-2.971,0.037,3.262,100,2.735,1178.251,FALSE
Li4Fe2Si4O13,Pna21,-2.743,0.038,2.78,92,3.104,983.89,FALSE
LiFeSiO4,Pbnm,-2.582,0.04,1.989,28,3.634,283.063,TRUE
LiFeSiO4,Pc21n,-2.58,0.042,2.87,28,2.914,353,TRUE
LiFe(Si2O5)2,Pnc2,-2.952,0.043,3.053,32,2.798,397.806,TRUE
Li2Fe2Si2O7,C2cm,-2.603,0.046,3.129,26,3.414,285.751,TRUE
Li2Fe2(Si2O5)3,Cmce,-2.904,0.05,3.152,100,2.651,1338.234,FALSE
LiFe(SiO3)2,Pbca,-2.77,0.051,2.981,80,3.098,921.698,FALSE
LiFeSiO4,Pbn21,-2.569,0.052,2.833,28,2.869,358.537,TRUE
LiFeSiO4,P21nb,-2.566,0.055,2.63,28,2.882,356.872,TRUE
Li2FeSiO4,Pca21,-2.571,0.056,2.78,64,2.875,747.562,TRUE
LiFeSiO4,Pb21a,-2.565,0.057,2.855,56,2.874,715.92,TRUE
Li3FeSi2O7,Pbnm,-2.691,0.057,2.512,52,2.89,562.749,TRUE
LiFeSiO4,Pc21n,-2.564,0.058,2.73,28,2.856,360.121,TRUE
Li2Fe(SiO3)2,Fdd2,-2.748,0.058,2.917,66,2.723,811.767,TRUE
LiFeSiO4,P21nb,-2.563,0.059,2.551,28,2.966,346.859,TRUE
Li7Fe7SiO16,C222,-2.142,0.062,1.438,31,4.186,287.012,TRUE
LiFe(SiO3)2,C2221,-2.757,0.064,3.23,40,2.375,601.224,TRUE
Li2Fe(Si2O5)3,Cmce,-2.918,0.067,3.155,96,2.527,1257.084,FALSE
LiFeSiO4,Pna21,-2.554,0.068,2.603,28,2.934,350.638,TRUE
LiFeSi3O8,P212121,-2.858,0.069,3.182,52,2.676,682.572,TRUE
LiFeSiO4,Pna21,-2.551,0.07,2.631,28,2.984,344.706,TRUE
Li2Fe2SiO6,C222,-2.365,0.072,2.493,11,2.625,157.939,TRUE
Li2Fe(Si2O5)2,P212121,-2.899,0.076,3.435,68,2.323,977.912,FALSE
LiFeSiO4,Imma,-2.546,0.076,1.311,14,3.898,131.954,TRUE
Li2Fe(SiO3)2,Pmn21,-2.73,0.076,2.624,66,3.023,731.236,TRUE
Li2Fe2Si2O7,C2cm,-2.573,0.076,2.7,26,3.039,320.953,TRUE
Li2Fe2(SiO3)3,Pnma,-2.69,0.077,3.087,64,3.128,751.301,TRUE
LiFeSiO4,P212121,-2.544,0.078,1.873,28,3.34,307.957,TRUE
Li2Fe2(SiO3)3,Pnma,-2.69,0.078,3.114,64,2.573,913.228,FALSE
LiFeSiO4,Pna21,-2.544,0.078,2.38,28,2.872,358.225,TRUE
Li2Fe(SiO3)2,Pm21n,-2.726,0.08,2.88,66,3.017,732.676,TRUE
LiFeSiO4,Pbca,-2.539,0.083,1.791,56,2.96,694.96,TRUE
Li2Fe2SiO6,Fdd2,-2.348,0.089,2.223,66,2.98,834.696,TRUE
Li2Fe2Si3O10,F2dd,-2.647,0.092,3.04,34,2.286,537.355,TRUE
LiFe(Si3O7)2,Icma,-2.981,0.093,2.647,88,2.807,1077.384,FALSE
Li5Fe(SiO4)2,Pnma,-2.598,0.094,2.082,128,2.655,1374.684,FALSE
LiFeSiO4,P21nb,-2.527,0.095,2.128,56,2.635,780.749,TRUE
Li2Fe2Si2O9,Pnca,-2.339,0.111,0.033,60,3.442,628.652,FALSE
Li2FeSiO5,Pmc21,-2.342,0.112,0,36,3.125,377.974,TRUE
LiFe(Si2O5)3,Cmce,-2.836,0.122,2.611,92,2.508,1248.278,FALSE
Li2CoSiO4,P21nm,-2.532,0.005,2.72,16,3.249,168.54,TRUE
Li2CoSiO4,Pc21n,-2.532,0.005,2.918,32,3.181,344.33,TRUE
Li2CoSiO4,Pc21n,-2.532,0.005,2.994,32,3.148,347.939,TRUE
Li2CoSiO4,Pcmn,-2.531,0.006,2.841,32,3.231,338.972,TRUE
Li2CoSiO4,C2221,-2.527,0.01,2.8,16,3.104,176.442,TRUE
Li2Co(SiO3)2,F2dd,-2.729,0.012,2.973,22,2.888,258.73,TRUE
Li2CoSiO4,Pmnb,-2.523,0.014,2.693,32,3.159,346.674,TRUE
Li2CoSiO4,Pbn21,-2.522,0.015,2.757,32,3.226,339.508,TRUE
Li3CoSiO5,P21nb,-2.418,0.033,1.176,40,2.941,424.186,TRUE
LiCoSiO4,Pn21a,-2.376,0.06,1.422,28,3.033,345.946,TRUE
LiCoSiO4,C2221,-2.374,0.062,1.265,14,2.98,176.01,TRUE
LiCoSiO4,Pbn21,-2.371,0.065,1.398,28,2.985,351.446,TRUE
Li2Co(SiO3)2,Fdd2,-2.675,0.065,2.969,66,2.861,783.351,TRUE
LiCoSiO4,Pb21a,-2.37,0.066,1.194,56,3.014,696.129,TRUE
LiCoSiO4,Pb21a,-2.369,0.067,1.31,56,3.029,692.711,TRUE
Li2CoSiO4,Pca21,-2.467,0.07,2.916,64,3.046,719.179,TRUE
Li2Co2Si2O7,C2cm,-2.455,0.07,2.344,26,3.213,309.993,TRUE
LiCoSiO4,Pbn21,-2.365,0.07,1.527,28,3.029,346.421,FALSE
Li2Co2Si2O7,C2cm,-2.453,0.072,2.84,26,3.579,278.304,TRUE
Li2Co(Si2O5)2,P212121,-2.858,0.075,3.273,68,2.37,967.213,TRUE
Li2Co2(SiO3)3,Pnma,-2.591,0.076,2.744,64,2.658,899.635,TRUE
LiCoSiO4,P21nb,-2.353,0.082,1.411,28,3.112,337.098,TRUE
LiCoSiO4,Pcmn,-2.352,0.083,0.77,28,3.736,280.858,TRUE
LiCoSiO4,Pc21n,-2.352,0.083,1.367,28,2.935,357.496,TRUE
LiCoSiO4,Cmcm,-2.351,0.084,0.871,14,3.762,139.432,TRUE
LiCoSiO4,P21nb,-2.351,0.084,1.323,28,3,349.762,TRUE
Li2Co2(SiO3)3,Pnma,-2.574,0.094,2.842,64,3.249,735.894,TRUE
LiCoSiO4,Pcmn,-2.339,0.097,0.736,28,3.605,291.06,TRUE
LiCoSiO4,P212121,-2.327,0.109,0.702,28,3.203,327.583,TRUE
LiCoSiO4,Imcm,-2.291,0.144,0.511,14,4.15,126.395,TRUE
Li2Co2SiO6,Ccme,-2.012,0.19,0.717,22,3.927,216.338,TRUE
Li2Mn2Si4O11,P1,-2.904,0.012,0.904,38,3.098,441.742,TRUE
Li2Mn4Si4O13,P1,-2.755,0.019,2.346,46,3.481,528.536,TRUE
Li2Mn2Si5O13,P1,-2.946,0.02,3.286,44,3.009,521.131,TRUE
Li15Mn15SiO32,P1,-2.194,0.028,0.311,63,4.093,595.723,FALSE
Li2Mn5(Si2O7)2,P1,-2.69,0.031,0,25,3.434,302.156,TRUE
Li2Mn3(Si3O8)2,P1,-2.894,0.043,2.865,54,3.012,665.118,TRUE
Li2Mn5Si5O16,P1,-2.736,0.045,2.164,28,2.985,381.117,TRUE
Li2Mn3(SiO4)2,P1,-2.61,0.05,2.045,45,3.062,590.331,TRUE
Li2Mn(Si2O5)2,P1,-2.958,0.054,3.036,34,2.633,430.361,TRUE
LiMn(SiO3)2,P1,-2.801,0.059,0.714,80,3.314,858.022,TRUE
Li5Mn17(SiO16)2,P1,-2.172,0.059,0.348,56,4.201,607.507,TRUE
Li2Mn2Si4O11,P1,-2.847,0.069,0,38,2.897,472.42,TRUE
Li9Mn5(SiO8)2,P1,-2.372,0.07,1.154,32,3.706,290.951,TRUE
Li2MnSi3O8,P1,-2.872,0.082,2.655,14,2.497,186.943,TRUE
LiMnSi3O8,P1,-2.868,0.09,1.055,26,2.963,307.264,FALSE
Li3Mn2(SiO4)2,P1,-2.605,0.09,0,15,2.938,177.985,TRUE
Li7Mn11(Si3O16)2,P1,-2.439,0.092,0.361,56,3.909,566.407,FALSE
LiMnSiO4,P1,-2.58,0.098,0.995,28,3.294,310.44,TRUE
Li3MnSi2O7,P1,-2.68,0.099,1.161,13,2.709,149.499,TRUE
LiMnSiO4,P1,-2.577,0.1,0.409,28,2.984,342.663,TRUE
Li2Fe2Si4O11,P1,-2.837,0.013,1.892,38,3.189,431.059,TRUE
LiFe(SiO3)2,P1,-2.791,0.03,3.056,20,2.2,324.509,TRUE
LiFe(SiO3)2,P1,-2.79,0.031,2.427,30,3.193,335.392,TRUE
Li2Fe5(Si2O7)2,P1,-2.563,0.031,0,25,3.492,299.319,TRUE
LiFeSi3O8,P1,-2.896,0.032,3.342,26,2.76,330.953,FALSE
Li2Fe4Si4O13,P1,-2.632,0.032,3.118,46,3.599,514.551,FALSE
Li2Fe2Si5O13,P1,-2.875,0.034,3.394,44,3.086,510.174,TRUE
LiFe(SiO3)2,P1,-2.785,0.036,2.596,80,3.251,878.288,FALSE
Li3Fe2(SiO4)2,P1,-2.585,0.039,1.626,15,2.951,178.21,TRUE
LiFeSi3O8,P1,-2.886,0.041,3.16,26,2.703,337.873,TRUE
Li2Fe2Si3O10,P1,-2.694,0.044,2.325,34,2.821,435.364,TRUE
Li17Fe6(Si2O7)6,P1,-2.691,0.046,0,77,2.868,846.546,FALSE
Li2Fe5Si5O16,P1,-2.62,0.049,2.117,28,3.101,369.232,TRUE
Li2Fe3(Si3O8)2,P1,-2.817,0.05,2.826,54,3.088,651.656,TRUE
Li2Fe3(SiO4)2,P1,-2.482,0.051,2.23,45,3.204,568.378,TRUE
LiFe3(SiO4)2,P1,-2.468,0.058,0.631,42,3.133,570.329,TRUE
Li3Fe2(SiO4)2,P1,-2.565,0.059,1.14,15,3.034,173.298,TRUE
Li7Fe7SiO16,P1,-2.144,0.06,1.955,31,3.232,371.739,TRUE
Li6Fe(SiO4)2,P1,-2.595,0.063,3.736,17,2.678,174.618,TRUE
Li2Fe(Si2O5)2,P1,-2.911,0.064,3.079,34,2.633,431.422,FALSE
Li3Fe2(SiO4)2,P1,-2.558,0.066,0.931,30,2.911,361.337,TRUE
LiFeSi3O8,P1,-2.859,0.068,2.413,26,2.896,315.39,FALSE
Li3Fe2(SiO4)2,P1,-2.555,0.069,1.854,15,2.925,179.798,TRUE
LiFeSiO4,P1,-2.551,0.071,2.292,28,2.969,346.461,TRUE
Li4Fe2SiO7,P1,-2.356,0.071,1.851,14,3.787,122.581,TRUE
Li5Fe5Si7O24,P1,-2.647,0.072,2.373,41,2.501,593.87,TRUE
Li5Fe5Si7O24,P1,-2.646,0.072,2.598,41,2.546,583.402,TRUE
Li5Fe5Si7O24,P1,-2.646,0.073,2.391,41,2.55,582.533,TRUE
Li2FeSi3O8,P1,-2.833,0.076,3.041,14,2.524,185.499,TRUE
