f1,f2,f3
492,964,0.351149
370,979,0.488587
732,979,0.439572
466,987,0.464889
136,999,0.480197
702,986,0.360885
402,990,0.372287
624,988,0.364302
379,999,0.415097
830,1004,0.438776
456,118,0.370918
151,262,0.582566
202,165,0.633112
163,375,0.562741
133,440,0.491773
536,157,0.493071
590,271,0.474926
708,405,0.377718
855,116,0.390571
943,701,0.600551
482,493,0.512456
464,565,0.580154
283,508,0.541172
170,543,0.376999
188,435,0.433465
330,770,0.471063
758,755,0.597352
976,902,0.456071
208,305,0.424771
796,355,0.359361
493,537,0.398384
200,38,0.551661
582,16,0.351319
868,25,0.527329
904,16,0.401743
979,44,0.573639
577,29,0.454029
715,40,0.428989
871,63,0.445392
756,66,0.373765
902,72,0.371187
991,87,0.580249
668,84,0.399007
762,97,0.361218
48,105,0.387241
433,107,0.388217
668,107,0.401177
698,106,0.361895
701,128,0.475133
534,123,0.359753
417,128,0.386498
672,130,0.35129
755,142,0.379784
429,149,0.428771
56,155,0.356384
674,162,0.387904
744,168,0.408115
991,176,0.361553
307,185,0.371216
439,199,0.422409
750,192,0.420373
469,198,0.359546
893,217,0.446943
988,214,0.379059
125,242,0.398256
150,244,0.362788
893,271,0.485029
939,314,0.586793
259,273,0.385386
905,295,0.484037
664,325,0.376572
281,360,0.571426
666,361,0.471173
799,368,0.361198
657,378,0.42546
936,382,0.35179
897,418,0.551654
130,406,0.387645
131,415,0.376367
633,426,0.412184
836,431,0.506036
978,426,0.400011
341,436,0.354651
983,438,0.358051
906,448,0.354971
630,453,0.380027
811,459,0.511174
634,473,0.385525
871,480,0.398255
673,474,0.368305
455,495,0.419911
829,494,0.432055
362,509,0.360032
486,512,0.354797
804,524,0.405251
436,525,0.406738
839,534,0.414862
222,537,0.366964
424,555,0.538135
490,579,0.554621
363,576,0.369694
450,592,0.449838
920,658,0.351648
182,694,0.522077
704,679,0.449342
843,687,0.403072
808,709,0.375059
425,731,0.499119
288,761,0.503392
719,757,0.599443
934,741,0.398304
647,792,0.352037
284,805,0.386621
304,808,0.366759
781,848,0.521192
290,842,0.353788
516,857,0.375546
533,883,0.365832
659,896,0.376551
913,898,0.387862
765,914,0.363117
308,926,0.35784
252,937,0.380341
912,939,0.415012
782,955,0.573506
314,985,0.360994
824,987,0.359742
496,991,0.357296
299,427,0.606795
399,174,0.564361
198,369,0.552559
403,309,0.587965
416,470,0.694058
239,330,0.531454
192,313,0.559597
137,348,0.531466
322,397,0.388498
628,159,0.591165
622,315,0.64916
520,211,0.54995
609,201,0.602789
638,227,0.530995
526,392,0.653706
469,578,0.574958
458,628,0.736989
336,659,0.620587
81,537,0.504501
310,580,0.584812
249,690,0.36172
239,24,0.631966
372,18,0.411201
600,16,0.399004
877,19,0.568005
493,28,0.439063
527,33,0.583234
875,37,0.473277
405,37,0.377995
602,41,0.395225
90,46,0.40484
473,62,0.520248
276,54,0.428271
880,72,0.543014
598,58,0.351949
506,81,0.666812
333,71,0.495254
268,74,0.363126
976,76,0.357355
412,84,0.392915
590,101,0.431195
480,99,0.396369
888,101,0.424571
1004,99,0.358099
679,106,0.387732
530,147,0.658462
979,125,0.482002
276,126,0.367828
602,126,0.357479
929,139,0.469786
577,132,0.353157
982,141,0.355881
820,143,0.375324
983,185,0.53158
449,166,0.377982
807,175,0.591114
954,160,0.350766
865,189,0.446573
219,180,0.369205
679,204,0.469997
780,197,0.484196
931,196,0.4174
399,196,0.362834
278,211,0.482106
172,211,0.449952
229,218,0.450657
980,214,0.352215
870,218,0.380608
104,220,0.38243
981,233,0.480635
342,243,0.373949
666,261,0.59248
533,246,0.446938
707,248,0.420578
630,258,0.446303
220,258,0.377285
250,258,0.375038
946,262,0.371435
38,270,0.432213
351,268,0.4083
874,271,0.420144
984,278,0.46106
487,284,0.700997
423,277,0.39489
311,285,0.36835
599,286,0.377856
36,286,0.35896
664,294,0.577651
125,291,0.361975
858,290,0.353035
959,291,0.391584
760,299,0.371427
67,303,0.381278
787,304,0.398516
718,304,0.35284
326,310,0.464936
984,321,0.397999
66,322,0.371966
444,336,0.418977
529,323,0.390242
718,332,0.423852
159,351,0.481463
876,355,0.420771
980,346,0.358707
727,356,0.433523
97,361,0.428093
585,400,0.594946
841,386,0.447634
162,376,0.44034
322,377,0.482542
489,378,0.420062
551,380,0.455067
986,379,0.45929
354,389,0.502801
234,385,0.358315
69,395,0.487803
439,394,0.540375
634,393,0.420496
782,398,0.369534
126,401,0.358909
229,402,0.371641
400,410,0.456428
53,424,0.466801
851,419,0.421735
350,424,0.351836
360,428,0.356639
552,429,0.3715
986,433,0.426195
844,439,0.40311
792,440,0.389273
170,459,0.604405
336,456,0.480469
987,456,0.493457
948,452,0.355077
513,460,0.527975
735,470,0.498621
620,476,0.590765
68,466,0.357924
105,486,0.517531
16,488,0.404246
118,496,0.354462
443,496,0.352962
526,503,0.454538
822,498,0.36382
212,500,0.365903
860,506,0.395806
254,515,0.518554
696,508,0.423762
947,505,0.38158
415,516,0.405134
433,516,0.413567
990,520,0.47167
559,516,0.404021
174,530,0.541936
116,534,0.565079
673,532,0.480368
150,530,0.359985
470,530,0.355638
754,542,0.394105
227,554,0.626333
361,543,0.409689
997,541,0.353229
863,559,0.418993
936,556,0.373447
962,560,0.358373
96,562,0.355225
28,570,0.517266
722,575,0.4125
930,578,0.44356
410,573,0.360519
127,603,0.592663
756,585,0.449965
398,588,0.457732
856,586,0.351964
93,595,0.376471
854,595,0.355193
30,617,0.728222
595,595,0.375325
707,596,0.403879
929,602,0.416838
67,601,0.40995
352,601,0.364181
863,709,0.632097
906,609,0.360916
423,615,0.373922
1002,617,0.366428
907,623,0.462893
893,641,0.572747
578,648,0.463758
514,646,0.44742
285,666,0.7291
420,643,0.398675
111,659,0.746379
24,649,0.370834
45,652,0.431495
67,656,0.367067
425,661,0.368534
747,660,0.356343
895,669,0.486761
585,668,0.378611
817,720,0.58194
32,677,0.449798
926,672,0.386485
72,680,0.496699
345,685,0.434671
894,684,0.374828
435,695,0.38581
900,802,0.739414
40,707,0.536138
478,704,0.400118
158,707,0.408318
575,713,0.386265
962,713,0.387428
135,733,0.695241
522,732,0.445439
755,725,0.450421
962,735,0.473777
332,735,0.363722
987,747,0.434098
446,742,0.428394
20,748,0.516775
186,756,0.578248
310,761,0.612606
155,777,0.576086
391,770,0.45668
446,762,0.381257
46,764,0.358509
56,784,0.591536
969,780,0.404989
767,827,0.502286
108,791,0.465992
39,820,0.513466
187,808,0.463941
986,807,0.375753
75,812,0.510146
160,814,0.404918
952,839,0.566108
17,821,0.418263
191,821,0.374653
813,824,0.405039
469,822,0.37998
119,830,0.491871
334,835,0.398502
313,846,0.52186
78,849,0.478596
401,847,0.444519
835,860,0.503102
21,855,0.516277
343,850,0.407314
940,856,0.393591
161,864,0.389337
329,870,0.388488
368,877,0.555312
429,869,0.373211
81,887,0.462464
743,893,0.541731
379,951,0.775506
896,910,0.596488
167,886,0.384992
512,915,0.531537
794,893,0.377494
933,895,0.431754
127,898,0.415558
794,912,0.457236
1003,912,0.429983
757,934,0.558623
188,920,0.393245
974,917,0.362345
727,928,0.425153
871,940,0.440298
942,944,0.358077
716,954,0.456332
974,946,0.356257
516,949,0.370289
724,985,0.531235
889,962,0.357431
974,968,0.447154
858,982,0.411822
878,983,0.458319
867,1005,0.446571
742,1002,0.353349
391,430,0.562088
334,162,0.601872
132,318,0.362867
314,392,0.609074
242,125,0.445523
696,213,0.667135
717,424,0.719253
675,308,0.594799
817,41,0.68542
898,46,0.676111
815,243,0.520524
727,186,0.67397
763,107,0.543293
800,492,0.563029
946,126,0.441952
712,251,0.598078
682,534,0.583202
696,589,0.564767
671,683,0.612839
724,663,0.519094
682,803,0.663893
607,922,0.689664
570,770,0.623546
591,853,0.576957
444,981,0.616116
626,725,0.69415
534,878,0.58491
499,881,0.626568
719,24,0.454845
778,20,0.510676
845,16,0.368888
939,42,0.5518
88,32,0.35527
548,36,0.412287
711,43,0.374926
762,43,0.361046
854,53,0.619802
967,66,0.55941
237,86,0.572631
608,76,0.470916
180,69,0.371356
639,80,0.464646
819,82,0.369301
863,94,0.552127
188,90,0.413704
912,93,0.3592
954,101,0.368869
345,102,0.408565
345,120,0.477321
946,114,0.362959
181,123,0.45838
876,135,0.605313
319,120,0.395769
635,127,0.450065
837,144,0.663242
542,126,0.365052
369,129,0.365105
708,136,0.461114
678,135,0.502219
378,148,0.397062
299,151,0.526262
654,152,0.396835
137,158,0.381016
799,160,0.383588
751,178,0.594026
302,170,0.465089
364,167,0.38281
180,178,0.398216
918,180,0.379575
882,187,0.392871
389,197,0.449533
847,209,0.442039
508,191,0.368047
573,195,0.436469
914,195,0.356244
295,209,0.472928
658,197,0.395153
882,208,0.353297
745,221,0.445384
500,218,0.362518
881,221,0.40163
910,225,0.358861
497,238,0.484303
884,246,0.549953
190,240,0.505365
233,244,0.527386
578,264,0.440192
850,256,0.350965
196,265,0.454885
630,272,0.402355
882,273,0.421716
948,279,0.414867
782,303,0.629105
396,278,0.353385
692,279,0.373537
272,287,0.512512
741,301,0.370945
78,306,0.445754
290,318,0.426618
478,308,0.417037
841,337,0.533561
539,317,0.404253
743,316,0.502828
624,320,0.35435
955,329,0.540265
580,348,0.551495
693,344,0.392964
646,349,0.415307
805,386,0.534869
986,348,0.356435
139,356,0.400135
761,358,0.435955
95,360,0.379655
532,370,0.358453
973,374,0.434927
684,390,0.387542
757,413,0.391885
316,422,0.350408
888,424,0.42055
321,431,0.425818
669,436,0.381841
819,446,0.412361
144,463,0.486498
573,458,0.377516
754,458,0.361511
568,483,0.370318
326,486,0.411751
186,490,0.386919
700,495,0.391994
247,525,0.510141
561,501,0.444085
749,512,0.54661
824,514,0.355065
554,534,0.407474
460,539,0.466216
580,540,0.350373
650,554,0.59417
542,554,0.350802
573,568,0.407126
476,570,0.356252
936,580,0.513476
518,572,0.362051
188,583,0.428585
508,600,0.491678
534,610,0.476154
444,598,0.373254
194,600,0.357474
583,610,0.489727
99,610,0.473698
200,611,0.414073
648,618,0.540291
948,629,0.467431
772,629,0.410456
467,629,0.387603
160,638,0.398859
250,643,0.554007
79,651,0.459438
771,645,0.440822
520,644,0.360262
582,647,0.369938
598,649,0.367203
470,653,0.383106
599,665,0.587607
270,666,0.399718
851,666,0.437582
536,675,0.369923
559,684,0.407431
422,689,0.375961
849,686,0.364471
771,695,0.360353
349,709,0.451427
98,704,0.351442
421,704,0.359462
547,707,0.412989
174,720,0.439101
557,740,0.535727
823,741,0.399714
655,746,0.386948
709,748,0.38376
533,781,0.550827
747,756,0.36725
594,763,0.423089
747,774,0.489103
184,780,0.395988
414,778,0.4268
596,800,0.497018
842,789,0.473962
516,822,0.660672
976,796,0.520321
738,800,0.437516
634,802,0.434437
192,812,0.4673
411,807,0.355878
836,809,0.427361
483,823,0.531331
548,814,0.393686
312,830,0.451424
896,824,0.355239
393,842,0.392382
453,866,0.518752
803,844,0.402947
352,846,0.351857
874,850,0.426217
992,848,0.351127
21,882,0.467799
664,877,0.445649
420,920,0.703764
506,912,0.601745
35,915,0.461931
324,975,0.613876
580,980,0.65492
34,977,0.390661
372,1004,0.590149
184,998,0.355678
950,1004,0.494665
238,141,0.641794
61,195,0.431564
398,115,0.550486
323,381,0.621388
680,352,0.386325
741,226,0.539539
810,648,0.500302
355,608,0.508137
216,917,0.472401
889,891,0.544336
982,977,0.775164
954,742,0.590764
927,846,0.680979
927,846,0.680979
899,816,0.361849
123,17,0.375756
306,22,0.373836
349,22,0.367175
427,32,0.447448
919,37,0.496753
300,50,0.401422
778,46,0.350248
241,51,0.409722
782,53,0.36182
68,69,0.45337
577,71,0.392085
268,86,0.395452
301,84,0.372591
577,89,0.369259
830,93,0.385688
51,126,0.473954
290,102,0.356691
781,118,0.37716
158,130,0.362531
780,137,0.387233
821,141,0.387695
308,149,0.37764
82,154,0.350355
24,163,0.493454
815,157,0.399063
734,160,0.358836
932,161,0.36342
958,169,0.446695
46,168,0.352995
168,171,0.407927
336,171,0.358526
373,172,0.362015
276,178,0.378621
783,181,0.414674
543,205,0.37681
32,258,0.518681
339,252,0.480195
241,248,0.417928
916,244,0.362064
788,248,0.382129
306,252,0.413419
843,267,0.492958
185,257,0.421288
238,271,0.372475
292,297,0.505432
527,285,0.406198
770,291,0.444004
48,297,0.525778
116,292,0.364601
863,305,0.37694
17,309,0.361989
738,320,0.354021
664,327,0.494744
321,342,0.39919
655,346,0.369349
734,349,0.417492
772,353,0.366646
298,356,0.378558
733,368,0.375534
124,369,0.360337
821,393,0.446075
759,393,0.526082
372,395,0.411906
18,408,0.428823
839,422,0.405666
483,428,0.376141
769,437,0.468206
841,440,0.528966
298,439,0.356883
689,439,0.383772
814,465,0.394142
26,484,0.594488
746,467,0.402378
245,482,0.3526
239,488,0.371
919,490,0.381793
532,491,0.377087
52,492,0.350673
526,494,0.358609
391,516,0.431153
844,514,0.352274
548,523,0.378657
499,525,0.439973
210,535,0.362015
400,539,0.388525
631,551,0.488778
521,574,0.581294
888,556,0.354203
74,560,0.353637
565,561,0.433242
316,572,0.432772
565,580,0.520308
884,574,0.389233
76,579,0.421616
535,589,0.396933
74,605,0.398025
793,603,0.577477
638,598,0.391287
318,604,0.375318
989,607,0.445843
320,620,0.460438
501,629,0.422363
806,628,0.506905
788,653,0.41092
20,655,0.4306
988,652,0.469675
493,655,0.510157
290,656,0.467767
322,668,0.427634
706,664,0.351401
632,671,0.372257
427,700,0.449946
316,690,0.417603
452,696,0.418
19,694,0.359964
630,720,0.58198
71,704,0.409039
789,728,0.467846
404,722,0.350131
477,739,0.431515
381,770,0.6059
20,744,0.408406
872,742,0.355119
669,753,0.644943
38,758,0.465474
179,754,0.362405
926,766,0.414352
253,771,0.417866
550,768,0.352549
570,800,0.505915
661,779,0.381061
170,778,0.352124
490,790,0.50835
611,790,0.38345
522,798,0.528492
244,800,0.370636
840,806,0.387954
674,806,0.356268
483,813,0.436152
910,819,0.40238
829,826,0.405661
479,830,0.415605
183,845,0.501937
99,834,0.360078
626,836,0.352858
546,850,0.455969
506,846,0.350565
65,858,0.440342
610,859,0.359238
430,873,0.596404
522,866,0.381002
889,872,0.392887
91,878,0.373149
536,892,0.505576
628,912,0.376793
49,929,0.455661
1003,916,0.358581
611,928,0.365129
898,938,0.466155
656,948,0.48018
539,936,0.404466
384,942,0.3838
811,956,0.468334
168,962,0.380961
863,979,0.549419
481,978,0.656113
171,981,0.456138
665,981,0.399785
645,980,0.363351
357,999,0.554862
661,1001,0.457161
70,1002,0.354073
446,1007,0.358577
