f1,f2,f3,f4
31,520,47.5,497
31,520,52.5,444
31,520,57.5,344
31,520,62.5,276
31,520,67.5,193
31,520,72.5,130
31,520,77.5,68
31,520,82.5,45
32,520,22.5,841
32,520,27.5,541
32,520,32.5,401
32,520,37.5,321
32,520,42.5,440
32,520,47.5,420
32,520,52.5,391
32,520,57.5,315
32,520,62.5,293
32,520,67.5,174
32,520,72.5,134
32,520,77.5,78
32,520,82.5,83
33,529,22.5,1971
33,529,27.5,842
33,529,32.5,693
33,529,37.5,840
33,529,42.5,899
33,529,47.5,934
33,529,52.5,705
33,529,57.5,535
33,529,62.5,448
33,529,67.5,361
33,529,72.5,261
33,529,77.5,138
33,529,82.5,62
34,538,22.5,851
34,538,27.5,383
34,538,32.5,318
34,538,37.5,330
34,538,42.5,306
34,538,47.5,328
34,538,52.5,328
34,538,57.5,297
34,538,62.5,230
34,538,67.5,121
34,538,72.5,87
34,538,77.5,52
34,538,82.5,36
35,544,22.5,719
35,544,27.5,338
35,544,32.5,194
35,544,37.5,228
35,544,42.5,328
35,544,47.5,340
35,544,52.5,304
35,544,57.5,260
35,544,62.5,209
35,544,67.5,146
35,544,72.5,136
35,544,77.5,104
35,544,82.5,107
36,599,22.5,1351
36,599,27.5,930
36,599,32.5,776
36,599,37.5,746
36,599,42.5,885
36,599,47.5,701
36,599,52.5,632
36,599,57.5,609
36,599,62.5,412
36,599,67.5,383
36,599,72.5,253
36,599,77.5,214
36,599,82.5,85
37,650,22.5,408
37,650,27.5,215
37,650,32.5,133
37,650,37.5,157
37,650,42.5,220
37,650,47.5,261
37,650,52.5,222
37,650,57.5,156
37,650,62.5,104
37,650,67.5,82
37,650,72.5,74
37,650,77.5,51
37,650,82.5,25
38,683,22.5,674
38,683,27.5,276
38,683,32.5,199
38,683,37.5,278
38,683,42.5,335
38,683,47.5,351
38,683,52.5,301
38,683,57.5,214
38,683,62.5,162
38,683,67.5,102
38,683,72.5,45
38,683,77.5,19
38,683,82.5,27
39,693,22.5,2378
39,693,27.5,1562
39,693,32.5,1415
39,693,37.5,1063
39,693,42.5,1059
39,693,47.5,1118
39,693,52.5,893
39,693,57.5,687
39,693,62.5,455
39,693,67.5,352
39,693,72.5,177
39,693,77.5,45
39,693,82.5,59
40,694,22.5,1197
40,694,27.5,531
40,694,32.5,467
40,694,37.5,620
40,694,42.5,720
40,694,47.5,654
40,694,52.5,509
40,694,57.5,386
40,694,62.5,293
40,694,67.5,177
40,694,72.5,89
40,694,77.5,60
40,694,82.5,17
41,698,22.5,798
41,698,27.5,385
41,698,32.5,279
41,698,37.5,351
41,698,42.5,434
41,698,47.5,398
41,698,52.5,355
41,698,57.5,272
41,698,62.5,175
41,698,67.5,84
41,698,72.5,26
41,698,77.5,9
41,698,82.5,10
42,717,22.5,1126
42,717,27.5,590
42,717,32.5,379
42,717,37.5,384
42,717,42.5,488
42,717,47.5,517
42,717,52.5,434
42,717,57.5,312
42,717,62.5,210
42,717,67.5,168
42,717,72.5,131
42,717,77.5,98
42,717,82.5,40
43,934,22.5,1861
43,934,27.5,987
43,934,32.5,928
43,934,37.5,759
43,934,42.5,758
43,934,47.5,815
43,934,52.5,798
43,934,57.5,544
43,934,62.5,401
43,934,67.5,236
43,934,72.5,126
43,934,77.5,70
43,934,82.5,59
