f1,f2,f3,f4,f5,f6,f7,f8,f9
26,21,9.5,WAS,SD,89,14,,
17,24,10,CIN,SEA,89,14,,
20,17,8,HOU,TB,89,14,,
31,10,5,MIA,NE,89,14,Sunday_Night,
27,30,0,LAN,SF,89,14,Monday_Night,
15,0,12,NYG,DAL,89,15,Saturday,
37,0,7,DEN,PHX,89,15,Saturday,
21,10,6.5,SF,BUF,89,15,,
28,40,1.5,CHI,GB,89,15,,
61,7,3.5,CIN,HOU,89,15,,
42,13,0,IND,MIA,89,15,,
17,23,1.5,MIN,CLE,89,15,,yes
28,10,3,PIT,NE,89,15,,
38,14,11,LAN,NYJ,89,15,,
13,20,7.5,KC,SD,89,15,,
33,7,2.5,DET,TB,89,15,,
31,30,6.5,WAS,ATL,89,15,,
23,17,0,SEA,LAA,89,15,Sunday_Night,
20,30,1,PHA,NO,89,15,Monday_Night,
37,0,7,BUF,NYJ,89,16,Saturday,
0,29,2,SEA,WAS,89,16,Saturday,
20,24,3.5,HOU,CLE,89,16,Saturday,
26,0,9,SF,CHI,89,16,,
16,19,2.5,DEN,SD,89,16,,
31,24,3,DET,ATL,89,16,,
20,10,7,GB,DAL,89,16,,
41,6,2.5,NO,IND,89,16,,
24,27,3.5,MIA,KC,89,16,,
34,17,6.5,NYG,LAA,89,16,,
24,20,7,LAN,NE,89,16,,
31,14,12,PHA,PHX,89,16,,
31,22,2,PIT,TB,89,16,,
29,21,6,MIN,CIN,89,16,Monday_Night,
27,24,1,MIA,NE,90,1,,
21,38,6.5,DET,TB,90,1,,
17,0,6,CHI,SEA,90,1,,
24,36,3,LAN,GB,90,1,,
31,0,11.5,WAS,PHX,90,1,,
21,24,1.5,MIN,KC,90,1,,
26,10,8,BUF,IND,90,1,,
14,17,3,SD,DAL,90,1,,
9,14,1,DEN,LAA,90,1,,
47,27,1,ATL,HOU,90,1,,
25,20,9,CIN,NYJ,90,1,,
13,3,3,CLE,PIT,90,1,,
27,20,4.5,NYG,PHA,90,1,Sunday_Night,
13,12,4.5,SF,NO,90,1,Monday_Night,
14,16,2.5,IND,NE,90,2,,
7,30,2,BUF,MIA,90,2,,
21,16,3,CIN,SD,90,2,,
21,24,2,CLE,NYJ,90,2,,
21,14,3,DET,ATL,90,2,,
13,31,3,GB,CHI,90,2,,
35,14,3,LAN,TB,90,2,,
32,3,6,MIN,NO,90,2,,
28,7,8,NYG,DAL,90,2,,
21,23,13.5,PHA,PHX,90,2,,
20,9,2.5,PIT,HOU,90,2,,
26,13,6.5,SF,WAS,90,2,,
17,13,0,LAA,SEA,90,2,Sunday_Night,
24,23,5,DEN,KC,90,2,Monday_Night,
41,7,9.5,CIN,NE,90,3,,
19,16,2,CHI,MIN,90,3,,
14,24,5.5,CLE,SD,90,3,,
34,31,9,DEN,SEA,90,3,,yes
3,17,3,GB,KC,90,3,,
24,10,9,HOU,IND,90,3,,
20,3,3.5,LAA,PIT,90,3,,
21,27,5.5,LAN,PHA,90,3,,
28,7,9,NO,PHX,90,3,,
20,3,7,NYG,MIA,90,3,,
19,13,10.5,SF,ATL,90,3,,
23,20,2,TB,DET,90,3,,
19,15,14,WAS,DAL,90,3,Sunday_Night,
30,7,2,BUF,NYJ,90,3,Monday_Night,
37,13,1,NYJ,NE,90,4,,
29,28,3,BUF,DEN,90,4,,
21,24,2.5,DET,GB,90,4,,
34,0,6.5,KC,CLE,90,4,,
24,10,1,LAA,CHI,90,4,,
28,6,2,MIA,PIT,90,4,,
20,23,8,MIN,TB,90,4,,yes
31,17,13.5,NYG,DAL,90,4,,
23,24,13,PHA,IND,90,4,,
7,17,2,SD,HOU,90,4,,
38,10,7,WAS,PHX,90,4,Sunday_Night,
16,31,2.5,CIN,SEA,90,4,Monday_Night,
33,20,2.5,SEA,NE,90,5,,
28,27,2,ATL,NO,90,5,,
10,14,3,TB,DAL,90,5,,
27,13,4,CHI,GB,90,5,,
19,23,6,KC,IND,90,5,,
31,34,4.5,LAN,CIN,90,5,,yes
20,16,6,MIA,NYJ,90,5,,
27,34,7,MIN,DET,90,5,,
14,36,1.5,SD,PIT,90,5,,
24,21,5.5,SF,HOU,90,5,,
38,24,3,BUF,LAA,90,5,Sunday_Night,
29,30,9,DEN,CLE,90,5,Monday_Night,
17,34,8.5,DEN,PIT,90,6,,
48,17,3.5,HOU,CIN,90,6,,
43,24,6.5,KC,DET,90,6,,
24,17,5.5,LAA,SEA,90,6,,
25,20,6,NO,CLE,90,6,,
3,39,5,NYJ,SD,90,6,,
20,3,2,PHX,DAL,90,6,,
45,35,6,SF,ATL,90,6,,
26,14,2,TB,GB,90,6,,
20,24,0,WAS,NYG,90,6,,
38,9,2,CHI,LAN,90,6,Sunday_Night,
32,24,4.5,PHA,MIN,90,6,Monday_Night,
17,10,10,MIA,NE,90,7,Thursday,
30,27,9,BUF,NYJ,90,7,,
27,17,0,DEN,IND,90,7,,
24,9,2.5,LAA,SD,90,7,,
44,24,7,LAN,ATL,90,7,,
20,19,13.5,NYG,PHX,90,7,,
27,7,10,SF,PIT,90,7,,
19,7,1.5,SEA,KC,90,7,,
13,17,8.5,TB,DAL,90,7,,
13,7,4,WAS,PHA,90,7,,
23,10,6,HOU,NO,90,7,,
13,34,2.5,CLE,CIN,90,7,Monday_Night,
27,10,6.5,BUF,NE,90,8,,
10,27,5.5,NO,DET,90,8,,
27,7,2.5,MIA,IND,90,8,,
24,10,2.5,GB,MIN,90,8,,
12,17,9,HOU,NYJ,90,8,,
21,20,3.5,PHA,DAL,90,8,,
31,21,6,CHI,PHX,90,8,,
20,17,13,SF,CLE,90,8,,
41,10,4,SD,TB,90,8,,
21,10,3.5,NYG,WAS,90,8,,
17,38,0,CIN,ATL,90,8,Sunday_Night,
10,41,0,LAN,PIT,90,8,Monday_Night,
48,20,9.5,PHA,NE,90,9,,
42,0,3,BUF,CLE,90,9,,
26,6,5,CHI,TB,90,9,,
7,21,7.5,CIN,NO,90,9,,
9,7,2,KC,LAA,90,9,,
17,13,3,LAN,HOU,90,9,,
23,3,9.5,MIA,PHX,90,9,,
24,9,4.5,NYJ,DAL,90,9,,
21,9,4,PIT,ATL,90,9,,
24,20,6.5,SF,GB,90,9,,
14,31,5,SEA,SD,90,9,,
41,38,2.5,WAS,DET,90,9,,yes
22,27,1,DEN,MIN,90,9,Sunday_Night,
24,7,9,NYG,IND,90,9,Monday_Night,
10,13,1,NE,IND,90,10,,
17,3,3,MIA,NYJ,90,10,,
7,17,3.5,DET,MIN,90,10,,
16,17,6.5,KC,SEA,90,10,,
35,7,7,NO,TB,90,10,,
30,24,9,CHI,ATL,90,10,,
45,14,12.5,BUF,PHX,90,10,,
31,7,3,NYG,LAN,90,10,,
19,7,3,SD,DEN,90,10,,
16,29,7,LAA,GB,90,10,,
24,6,10,SF,DAL,90,10,Sunday_Night,
28,14,3,PHA,WAS,90,10,Monday_Night,
14,0,14.5,BUF,NE,90,11,,
16,13,2.5,CHI,DEN,90,11,,yes
24,21,5,GB,PHX,90,11,,
35,23,3,HOU,CLE,90,11,,
27,10,4,KC,SD,90,11,,
21,24,9,LAN,DAL,90,11,,
20,0,13,NYG,DET,90,11,,
14,17,2,NYJ,IND,90,11,,
24,23,1,PHA,ATL,90,11,,
31,7,14,SF,TB,90,11,,
21,24,3.5,SEA,MIN,90,11,,
31,17,5,WAS,NO,90,11,,
27,3,2.5,CIN,PIT,90,11,Sunday_Night,
10,13,3.5,MIA,LAA,90,11,Monday_Night,
27,40,0,DEN,DET,90,12,Thursday,
17,27,6,WAS,DAL,90,12,Thursday,
34,14,5,PHX,NE,90,12,,
13,41,2.5,CHI,MIN,90,12,,
20,34,11.5,CIN,IND,90,12,,
20,10,7.5,GB,TB,90,12,,
24,27,4,LAA,KC,90,12,,
30,13,5.5,MIA,CLE,90,12,,
10,7,6,NO,ATL,90,12,,
13,31,3,NYG,PHA,90,12,,
24,7,3,PIT,NYJ,90,12,,
17,28,11,SF,LAN,90,12,,
10,13,4,SD,SEA,90,12,Sunday_Night,yes
27,24,3,HOU,BUF,90,12,Monday_Night,
37,7,7,KC,NE,90,13,,
17,23,2.5,ATL,TB,90,13,,
30,23,3,BUF,PHA,90,13,,
23,17,8.5,CHI,DET,90,13,,yes
23,20,2.5,LAA,DEN,90,13,,
38,23,3.5,LAN,CLE,90,13,,
23,7,5,MIN,GB,90,13,Sunday_Night,
13,17,1,NO,DAL,90,13,,
12,16,4,PIT,CIN,90,13,,
20,17,2.5,PHX,IND,90,13,,
38,17,6.5,SD,NYJ,90,13,,
13,10,0,SEA,HOU,90,13,,
42,20,3,WAS,MIA,90,13,,yes
7,3,3.5,SF,NYG,90,13,Monday_Night,
24,3,13.5,PIT,NE,90,14,,
13,24,4.5,ATL,PHX,90,14,,
31,7,5.5,BUF,IND,90,14,,
14,20,3.5,GB,SEA,90,14,,
58,14,13,HOU,CLE,90,14,,
31,20,7.5,KC,DEN,90,14,,
20,24,5,LAN,NO,90,14,,
23,20,2,MIA,PHA,90,14,Sunday_Night,yes
23,15,6.5,NYG,MIN,90,14,,
20,17,4,SF,CIN,90,14,,yes
10,9,4,WAS,CHI,90,14,,
38,31,3,LAA,DET,90,14,Monday_Night,
13,17,3.5,NYG,BUF,90,15,Saturday,
25,10,13,WAS,NE,90,15,Saturday,
10,13,1,ATL,CLE,90,15,,
21,38,3,CHI,DET,90,15,Sunday_Night,
41,10,5.5,DAL,PHX,90,15,,
20,10,0,DEN,SD,90,15,,
10,27,3.5,KC,HOU,90,15,,
24,7,5.5,LAA,CIN,90,15,,
24,17,5.5,MIA,SEA,90,15,,
13,26,6,MIN,TB,90,15,,
6,9,2.5,NO,PIT,90,15,,
21,29,3.5,NYJ,IND,90,15,,
31,0,10,PHA,GB,90,15,,
26,10,6,SF,LAN,90,15,Monday_Night,
24,17,3.5,DET,GB,90,16,Saturday,
28,24,0,LAA,MIN,90,16,Saturday,
28,35,6,WAS,IND,90,16,Saturday,
42,7,7,NYJ,NE,90,16,,
24,14,3.5,BUF,MIA,90,16,,
27,14,7,CHI,TB,90,16,,
20,40,2.5,HOU,CIN,90,16,,
24,21,2,KC,SD,90,16,,
13,20,3.5,LAN,ATL,90,16,,
17,3,7,PHA,DAL,90,16,,
35,0,10.5,PIT,CLE,90,16,,
24,21,6.5,NYG,PHX,90,16,,
10,13,9,SF,NO,90,16,,
17,12,5,SEA,DEN,90,16,Sunday_Night,
21,10,1,KC,CHI,90,17,Saturday,
23,21,7.5,PHA,PHX,90,17,Saturday,
23,17,7.5,MIA,IND,90,17,,
29,14,5,WAS,BUF,90,17,,
21,14,16.5,CIN,CLE,90,17,,
26,7,1,ATL,DAL,90,17,,
13,10,14,NYG,NE,90,17,,
20,17,3,SF,MIN,90,17,,
30,10,3,SEA,DET,90,17,,
22,13,7.5,DEN,GB,90,17,,
14,16,3.5,TB,NYJ,90,17,,
17,12,9.5,LAA,SD,90,17,,
14,34,1.5,PIT,HOU,90,17,Sunday_Night,
20,17,6,NO,LAN,90,17,Monday_Night,
7,16,9,IND,NE,91,1,,
16,13,2.5,NYJ,TB,91,1,,
26,14,2,DAL,CLE,91,1,,
27,24,3.5,NO,SEA,91,1,,
14,3,7,KC,ATL,91,1,,
20,3,1.5,PHA,GB,91,1,,
10,6,2,CHI,MIN,91,1,,
26,20,5,PIT,SD,91,1,,
45,14,2,DEN,CIN,91,1,,
14,24,7,LAN,PHX,91,1,,
47,17,2.5,HOU,LAA,91,1,,
35,31,7,BUF,MIA,91,1,,
45,0,7.5,WAS,DET,91,1,Sunday_Night,
16,14,2,NYG,SF,91,1,Monday_Night,
0,20,1,NE,CLE,91,2,,
10,17,6,KC,NO,91,2,,
10,26,6,PHA,PHX,91,2,,
19,20,1,ATL,MIN,91,2,,
17,6,8,MIA,IND,91,2,,
52,34,7,BUF,PIT,91,2,,
23,14,2,DET,GB,91,2,,
13,19,7,NYG,LAN,91,2,,
21,20,3,CHI,TB,91,2,,
16,13,4,LAA,DEN,91,2,,
34,14,12,SF,SD,91,2,,
20,13,5,SEA,NYJ,91,2,,
7,30,2,CIN,HOU,91,2,Sunday_Night,
33,31,2,WAS,DAL,91,2,Monday_Night,
20,6,14,PIT,NE,91,3,,
13,14,3.5,CIN,CLE,91,3,,
34,0,9,WAS,PHX,91,3,,
13,17,2,MIA,DET,91,3,,
14,17,3,SF,MIN,91,3,,
0,24,3,DAL,PHA,91,3,,
17,20,1.5,NYG,CHI,91,3,,
15,13,3.5,GB,TB,91,3,,
10,13,2,SD,ATL,91,3,,
16,0,7.5,LAA,IND,91,3,,
16,10,6,DEN,SEA,91,3,,
23,20,8,BUF,NYJ,91,3,,
24,7,3,NO,LAN,91,3,Sunday_Night,
17,7,4,HOU,KC,91,3,Monday_Night,
20,24,12.5,HOU,NE,91,4,,
17,10,8,BUF,TB,91,4,,
27,19,9,DEN,SD,91,4,,
33,24,1.5,DET,IND,91,4,,
20,13,8,KC,SEA,91,4,,
17,21,2,LAA,ATL,91,4,,
16,13,7.5,MIA,GB,91,4,,
26,0,3,NO,MIN,91,4,,
13,10,12.5,NYG,CLE,91,4,,
23,14,3,PHA,PIT,91,4,,
27,10,8.5,SF,LAN,91,4,,
34,27,4,WAS,CIN,91,4,,
9,17,1,PHX,DAL,91,4,Sunday_Night,
19,13,8,CHI,NYJ,91,4,Monday_Night,yes
24,10,7.5,PHX,NE,91,5,,
35,20,7.5,BUF,CHI,91,5,,
31,3,5,DET,TB,91,5,,
14,13,4.5,KC,SD,91,5,,
23,21,4,LAN,GB,91,5,,
23,41,3,MIA,NYJ,91,5,,
16,21,2.5,NYG,DAL,91,5,,
27,6,1.5,NO,ATL,91,5,,
6,12,1.5,SF,LAA,91,5,,
31,3,7,SEA,IND,91,5,,
6,13,5,MIN,DEN,91,5,Sunday_Night,
23,0,6,WAS,PHA,91,5,Monday_Night,
20,10,6.5,MIA,NE,91,6,,
42,14,7.5,HOU,DEN,91,6,,
20,17,2.5,DAL,GB,91,6,,
24,20,3,DET,MIN,91,6,,
17,14,1.5,NYJ,CLE,91,6,,
13,14,4,PHA,TB,91,6,,
7,13,3,CIN,SEA,91,6,,
20,7,2.5,WAS,CHI,91,6,,
20,9,9.5,NYG,PHX,91,6,,
13,21,7.5,LAA,SD,91,6,,
21,3,6,PIT,IND,91,6,Sunday_Night,
6,33,3,BUF,KC,91,6,Monday_Night,
42,6,19.5,BUF,IND,91,7,,
35,23,6.5,DAL,CIN,91,7,,
23,20,3,HOU,NYJ,91,7,,
42,7,6.5,KC,MIA,91,7,,
30,24,3.5,LAN,SD,91,7,,
34,7,7,MIN,PHX,91,7,,
13,6,4,NO,PHA,91,7,,
34,39,10.5,SF,ATL,91,7,,
42,17,13.5,WAS,CLE,91,7,,
20,23,2.5,SEA,LAA,91,7,Sunday_Night,yes
23,20,3.5,NYG,PIT,91,7,Monday_Night,
10,0,5.5,CHI,GB,91,8,Thursday,
23,26,7,MIN,NE,91,8,,yes
17,6,12,NYJ,IND,91,8,,
23,7,12.5,NO,TB,91,8,,
24,30,5.5,SD,CLE,91,8,,yes
16,19,1,KC,DEN,91,8,,
17,13,4,HOU,MIA,91,8,,
7,27,4,PIT,SEA,91,8,,
10,16,2,ATL,PHX,91,8,,
35,3,7,SF,DET,91,8,,
20,17,4,LAA,LAN,91,8,,
35,16,13,BUF,CIN,91,8,Monday_Night,
9,6,6.5,DEN,NE,91,9,,
35,3,13,HOU,CIN,91,9,,
17,20,6.5,NO,CHI,91,9,,
0,27,2.5,TB,GB,91,9,,
31,14,2,ATL,LAN,91,9,,
17,14,1.5,CLE,PIT,91,9,,
23,7,4,SF,PHA,91,9,,
34,10,2.5,DET,DAL,91,9,,
28,0,2.5,MIN,PHX,91,9,,
20,9,6,SEA,SD,91,9,,
13,17,1.5,NYG,WAS,91,9,Sunday_Night,
24,21,6.5,KC,LAA,91,9,Monday_Night,
22,17,17.5,BUF,NE,91,10,,
14,17,5,SF,ATL,91,10,,
21,23,2.5,CLE,CIN,91,10,,
20,10,6,CHI,DET,91,10,,
19,16,7,NYJ,GB,91,10,,yes
16,13,6.5,WAS,HOU,91,10,,yes
27,7,9,DAL,PHX,91,10,,
28,13,11.5,MIN,TB,91,10,,
24,17,4,NO,LAN,91,10,,
10,6,10,MIA,IND,91,10,,
20,13,6.5,DEN,PIT,91,10,Sunday_Night,
7,30,4,NYG,PHA,91,10,Monday_Night,
30,20,6.5,MIA,NE,91,11,Sunday_Night,
34,24,7,BUF,GB,91,11,,
27,33,1.5,CIN,PIT,91,11,,yes
30,32,1,CLE,PHA,91,11,,
16,17,3,DEN,LAA,91,11,,
21,30,3.5,DET,TB,91,11,,
26,23,9,HOU,DAL,91,11,,yes
27,20,4,KC,LAN,91,11,,
10,3,5.5,NO,SF,91,11,,
21,14,7,NYG,PHX,91,11,,
27,28,13.5,NYJ,IND,91,11,,
14,17,2,SEA,SD,91,11,,
56,17,12,WAS,ATL,91,11,,
17,34,3,MIN,CHI,91,11,Monday_Night,
28,21,2.5,NYJ,NE,91,12,,
43,7,6,ATL,TB,91,12,,
31,17,9.5,CHI,IND,91,12,,
21,10,4,DET,LAN,91,12,,
28,24,13,HOU,CLE,91,12,Sunday_Night,
20,24,6.5,KC,DEN,91,12,,
31,7,4,LAA,SEA,91,12,,
35,21,3,MIN,GB,91,12,,
21,24,4.5,NO,SD,91,12,,
22,9,6,NYG,DAL,91,12,,
17,10,9,PHA,CIN,91,12,,
14,10,10.5,SF,PHX,91,12,,
41,14,7,WAS,PIT,91,12,,
41,27,4,BUF,MIA,91,12,Monday_Night,
13,16,8,BUF,NE,91,13,,
21,24,12,WAS,DAL,91,13,,
14,34,6,MIN,DET,91,13,,
14,26,6.5,HOU,PIT,91,13,,
14,10,7,GB,IND,91,13,,
15,20,4,KC,CLE,91,13,,
38,14,6.5,LAA,CIN,91,13,,
13,16,7.5,CHI,MIA,91,13,,yes
21,14,9,NYG,TB,91,13,,
34,14,6,PHA,PHX,91,13,,
13,10,3,SEA,DEN,91,13,,
24,3,4.5,NYJ,SD,91,13,,
20,23,6.5,NO,ATL,91,13,Sunday_Night,yes
33,10,3,SF,LAN,91,13,Monday_Night,
16,6,3,DET,CHI,91,14,Thursday,
20,10,6.5,DAL,PIT,91,14,Thursday,
20,3,8,DEN,NE,91,14,,
31,0,5.5,CLE,IND,91,14,,
24,13,9,BUF,NYJ,91,14,,
33,14,9.5,MIA,TB,91,14,,
27,6,11,WAS,LAN,91,14,,
6,19,1.5,SEA,KC,91,14,,
38,24,5,SF,NO,91,14,,
24,27,7,NYG,CIN,91,14,,
35,31,8.5,ATL,GB,91,14,,
9,7,5,LAA,SD,91,14,Sunday_Night,
6,13,6.5,HOU,PHA,91,14,Monday_Night,
23,17,7.5,NE,IND,91,15,,yes
7,17,0,CLE,DEN,91,15,,
27,13,9.5,CHI,GB,91,15,,
23,14,2,DAL,NO,91,15,,
14,19,3,NYG,PHA,91,15,,
31,6,10,HOU,PIT,91,15,,
20,17,9,KC,SD,91,15,,yes
20,14,14,WAS,PHX,91,15,,
31,14,6,ATL,LAN,91,15,,
27,30,2,LAA,BUF,91,15,,yes
34,20,5,DET,NYJ,91,15,,
24,22,3.5,SF,SEA,91,15,,
26,24,4.5,MIN,TB,91,15,Sunday_Night,
37,13,7.5,MIA,CIN,91,15,Monday_Night,
27,0,12,CHI,TB,91,16,Saturday,
28,14,4.5,SF,KC,91,16,Saturday,
3,6,6.5,NYJ,NE,91,16,,
17,10,5.5,PIT,CIN,91,16,,
13,25,3.5,PHA,DAL,91,16,,
26,13,6,ATL,SEA,91,16,,
21,17,3,DET,GB,91,16,,
17,14,3,HOU,CLE,91,16,,
24,19,11.5,DEN,PHX,91,16,,
20,14,9.5,MIN,LAN,91,16,,
34,17,9,WAS,NYG,91,16,,
