f1,f2,f3,f4,f5
180,56,130,95,318
176,67,125,85,240
175,70,120,70,270
183,90,120,80,266
175,77,130,85,-1
171,81,130,90,172
184,80,145,95,187
176,82,110,80,311
170,71,140,90,221
174,74,130,80,200
180,92,146,90,300
173,75,125,85,231
168,78,145,80,315
174,72,126,60,237
176,79,140,90,300
172,92,200,120,258
164,73,130,85,246
-1,80,125,80,206
174,84,120,70,211
170,79,120,80,230
182,73,140,95,243
165,74,170,105,210
180,86,160,100,236
165,74,135,90,230
174,76,140,80,280
167,96,130,80,151
180,81,130,80,265
168,98,140,90,273
184,86,110,75,216
164,64,110,75,222
180,90,130,80,266
169,63,180,110,240
180,65,105,85,154
169,62,145,85,277
170,91,150,100,218
176,78,135,80,226
164,63,120,90,176
192,103,155,100,202
160,65,130,80,325
173,74,150,90,205
185,82,155,95,270
176,83,115,75,284
187,112,195,130,270
180,100,120,70,318
185,80,130,85,347
172,90,165,95,255
180,93,160,110,312
165,64,130,75,165
171,68,116,70,222
182,83,140,90,278
173,72,140,90,290
180,84,135,85,165
183,75,120,80,228
179,73,150,85,190
176,90,145,105,214
171,68,115,70,237
182,96,145,90,277
170,71,130,100,316
170,87,130,80,254
182,92,120,80,171
178,68,120,80,223
178,80,115,80,280
180,88,125,85,272
176,110,140,90,272
180,78,100,75,287
175,85,150,90,204
181,90,130,80,282
175,65,130,80,253
185,83,140,100,181
178,78,120,90,244
168,74,130,80,231
172,86,150,95,163
158,62,150,90,272
176,69,140,115,178
172,75,120,80,368
172,78,130,70,266
171,75,130,90,219
174,86,135,90,205
178,67,110,70,303
166,63,160,85,-1
160,62,130,80,253
172,85,120,85,136
169,73,120,70,200
171,83,155,85,313
180,83,155,95,215
186,110,140,90,175
190,78,125,80,265
171,70,120,80,223
171,75,120,90,293
167,82,165,85,186
174,81,130,85,295
183,100,140,90,245
184,81,130,90,200
170,69,170,105,206
169,68,145,95,215
182,94,100,80,319
176,63,120,80,222
171,89,170,110,245
181,77,120,85,238
170,86,120,70,270
195,92,150,90,216
185,116,195,100,202
173,72,120,70,270
172,60,110,65,203
180,86,130,85,185
184,75,100,50,232
182,72,180,115,211
168,67,140,85,316
180,98,130,80,243
169,83,125,90,292
180,78,135,80,205
174,68,115,60,306
166,64,150,90,242
187,98,170,110,225
176,80,130,100,197
170,83,120,80,243
172,85,130,90,205
174,83,125,90,231
183,63,130,90,308
182,110,150,95,174
181,95,120,70,230
172,105,165,100,255
180,89,142,75,188
163,67,195,100,253
169,64,145,90,250
186,69,110,70,-1
174,70,125,95,305
173,86,140,80,186
172,82,140,90,209
169,72,125,80,275
173,100,160,100,278
172,61,115,65,195
169,78,150,85,275
178,78,170,95,251
190,90,120,75,168
182,87,110,70,179
178,86,110,65,229
184,73,130,80,172
173,82,130,80,227
174,92,160,100,207
182,92,125,85,280
168,73,150,100,192
178,65,120,80,277
170,64,200,110,200
181,82,110,70,216
182,98,170,105,253
167,65,155,95,270
167,74,125,90,209
182,91,145,95,220
189,94,105,65,249
178,82,140,80,265
161,78,165,90,280
-1,-1,140,80,223
173,75,140,98,235
181,83,130,80,233
170,71,140,90,230
169,96,155,85,160
176,81,130,90,186
170,82,160,90,284
172,68,210,130,280
184,73,125,80,168
174,79,158,110,303
178,90,150,100,170
178,75,125,80,255
162,70,200,120,230
171,83,160,110,315
181,93,130,80,233
179,87,120,80,179
168,71,100,60,167
170,88,180,95,205
178,80,120,60,289
178,80,140,80,300
180,84,140,85,-1
174,92,205,135,289
165,74,150,90,187
172,61,140,80,251
170,75,126,80,270
173,76,110,70,349
174,88,135,90,200
187,113,140,95,195
176,85,115,70,264
183,85,120,85,144
175,85,130,90,208
183,90,120,80,269
176,72,110,60,284
178,85,130,90,237
189,89,150,95,262
175,78,140,100,260
175,93,110,70,211
180,96,130,80,257
166,73,160,105,230
172,74,115,85,189
185,90,145,90,194
180,90,130,75,261
178,77,115,65,189
185,103,165,100,210
174,93,130,70,168
172,78,115,60,205
173,85,200,105,283
176,89,130,80,256
165,79,140,80,211
175,68,130,90,254
172,79,140,70,239
184,92,120,75,189
189,105,130,70,197
174,71,120,70,227
178,70,120,60,222
171,90,130,90,266
192,103,145,90,249
178,96,200,110,204
178,82,125,85,221
166,72,140,100,209
183,76,125,85,304
189,100,180,100,190
183,84,140,90,205
176,82,140,80,215
168,73,125,90,236
181,77,140,80,288
174,87,185,105,218
178,82,150,90,224
175,81,125,95,248
182,80,120,80,272
174,78,160,105,230
168,67,150,90,295
173,86,150,85,200
180,86,140,80,179
173,82,140,80,252
182,94,160,85,259
170,73,160,100,131
168,74,130,90,319
173,78,150,95,175
183,84,115,75,144
172,81,140,90,292
178,105,120,80,190
161,77,140,80,307
176,70,130,90,272
170,84,130,85,228
170,73,150,100,256
177,93,130,85,244
175,76,145,90,179
173,84,95,65,253
174,81,170,110,327
178,63,130,90,219
186,89,115,65,282
187,85,140,100,194
174,76,135,90,222
182,92,115,75,282
182,75,145,75,256
187,78,130,80,273
181,70,115,70,211
179,93,140,100,262
176,85,155,115,265
170,80,140,90,239
180,73,125,90,214
179,85,210,105,270
181,85,125,70,278
185,76,115,75,168
188,98,150,100,222
184,77,120,70,278
171,84,145,85,250
168,74,145,90,221
178,76,150,95,195
182,100,140,90,217
172,67,120,80,222
174,77,155,80,220
183,85,150,95,207
175,80,110,80,222
185,86,135,75,222
167,61,140,80,214
179,110,130,85,329
175,70,120,80,249
167,74,155,105,243
185,94,176,100,263
173,78,150,105,250
175,80,140,85,237
180,72,110,65,193
169,75,130,75,253
159,82,160,105,358
180,77,125,90,196
177,80,120,80,232
184,98,115,70,280
172,70,120,70,215
164,64,120,70,176
175,70,125,75,272
173,57,155,80,241
178,71,120,80,193
175,73,130,85,232
175,80,150,100,200
183,90,140,75,278
178,84,130,80,207
174,71,130,80,365
167,108,120,90,307
179,75,120,80,220
173,84,105,65,260
165,75,160,100,197
173,83,135,85,184
187,83,130,80,184
171,76,170,95,160
174,63,120,80,262
184,110,160,95,272
169,66,140,95,234
176,85,135,95,237
178,86,150,100,308
186,96,160,105,241
180,101,140,90,248
167,67,130,80,193
176,82,120,80,284
176,79,112,70,232
178,70,120,75,321
174,65,130,78,205
187,77,120,80,258
178,75,162,80,270
165,73,140,95,334
177,74,110,70,338
186,96,150,90,194
175,88,120,80,263
165,98,160,95,310
175,52,140,80,211
175,72,105,60,220
186,85,145,90,213
174,96,150,80,282
158,56,140,95,233
168,65,120,80,213
176,75,145,90,235
170,73,130,80,224
178,77,130,85,202
174,79,105,90,220
176,74,140,70,255
173,74,150,85,220
183,96,140,110,216
187,110,160,90,320
170,79,130,80,228
182,74,140,90,228
186,87,145,85,210
175,56,95,60,160
188,78,150,90,242
182,82,135,85,258
178,80,140,90,172
184,95,140,100,364
180,78,105,70,236
175,82,130,85,234
177,81,115,70,252
174,108,140,90,297
172,74,130,90,240
166,74,150,95,259
184,84,115,80,210
172,82,135,85,267
168,86,150,95,218
178,86,135,90,231
180,78,110,70,263
178,68,120,80,215
188,91,110,60,311
163,65,120,80,169
175,69,120,85,260
176,92,120,80,322
173,72,125,80,217
165,63,155,100,189
175,58,135,80,200
171,86,125,75,252
183,82,110,85,254
179,94,210,145,255
176,84,170,130,206
187,87,170,90,310
169,84,130,90,246
192,85,150,92,185
178,84,130,80,224
176,81,130,80,263
178,94,132,82,234
180,84,140,90,210
172,81,125,90,221
163,70,135,85,144
180,79,110,70,323
178,111,145,100,178
173,86,115,80,272
182,85,145,90,190
188,99,135,70,248
178,78,120,75,318
173,70,140,85,297
178,85,125,80,176
173,73,125,80,221
182,83,120,80,194
178,94,140,95,256
175,96,130,80,260
175,91,135,95,251
180,94,120,80,270
174,79,135,90,205
183,82,150,110,183
174,82,120,80,284
173,69,150,100,292
172,88,150,100,236
170,74,110,65,221
175,102,130,100,194
184,96,135,85,269
163,74,120,80,199
169,77,140,90,273
175,95,150,90,246
174,68,105,60,155
175,93,170,105,284
178,73,100,60,305
184,74,120,80,294
182,79,125,80,208
172,60,105,70,174
172,78,125,85,238
183,84,140,85,218
180,122,145,95,222
170,77,130,90,165
180,98,150,95,248
173,72,120,85,273
175,92,150,105,185
175,83,150,95,238
178,84,120,80,288
179,78,130,80,241
170,75,105,80,280
172,78,145,100,228
179,77,135,85,216
185,88,155,105,200
164,66,110,50,261
176,120,130,80,241
167,70,140,90,284
175,88,200,120,220
175,75,120,60,187
184,95,190,115,314
170,73,135,85,280
175,80,145,110,131
163,68,130,75,278
181,100,135,90,211
193,108,120,85,266
167,61,170,100,186
170,73,120,80,197
177,72,125,80,207
171,70,115,70,293
168,82,140,80,320
176,80,140,70,285
165,60,160,110,196
165,66,150,85,242
168,78,150,100,258
164,86,125,80,165
178,86,145,95,198
184,90,130,85,270
182,85,140,80,275
174,87,140,90,227
187,72,130,80,200
176,73,130,80,200
175,73,120,85,180
168,68,170,110,200
182,120,160,100,239
178,67,100,70,191
182,80,150,90,214
190,95,115,60,250
165,64,145,70,177
178,105,135,75,276
178,76,140,85,276
178,82,160,85,167
167,71,120,85,288
172,88,160,100,-1
166,70,135,85,214
180,84,160,95,374
187,86,130,80,160
164,76,165,110,237
174,77,140,100,318
174,100,160,100,142
180,70,180,80,163
175,72,135,90,224
174,79,160,100,284
186,93,130,95,219
177,82,150,90,250
175,76,120,85,224
172,72,140,80,211
181,85,140,90,277
186,82,115,75,200
170,69,130,80,273
171,63,110,85,265
174,75,110,75,220
172,74,130,85,265
169,66,132,86,270
173,-1,120,70,112
180,75,135,100,244
177,94,155,95,285
175,80,130,90,264
169,71,110,80,278
171,85,120,70,260
164,70,140,90,297
169,86,125,90,342
185,92,160,105,242
178,77,155,90,266
-1,-1,145,95,-1
160,53,130,75,267
174,80,150,85,280
179,78,100,55,287
182,87,125,85,274
179,81,130,80,188
178,76,135,80,221
189,92,140,90,250
170,67,115,75,346
175,68,140,80,233
178,94,145,105,167
172,88,140,85,203
175,72,140,80,326
-1,-1,140,80,273
184,90,150,90,207
178,99,102,70,400
166,73,150,105,238
184,72,130,80,138
172,61,115,80,252
170,82,115,70,176
164,89,130,90,214
180,72,170,95,288
184,78,135,80,235
184,88,130,80,348
173,83,115,85,220
170,92,135,80,236
175,74,130,75,185
182,77,125,80,220
190,98,100,75,215
180,75,150,95,328
170,60,135,90,165
179,69,105,70,202
171,78,95,70,240
183,85,170,110,194
168,74,150,90,266
175,80,140,90,182
169,81,120,70,215
185,87,130,85,348
172,74,120,70,182
172,86,120,80,-1
160,60,120,80,244
180,73,140,90,309
167,77,120,80,259
176,75,120,80,177
168,70,100,70,228
194,125,185,125,244
167,65,150,95,209
178,84,150,90,228
176,70,110,70,211
188,95,110,60,235
187,91,140,90,273
170,70,145,115,256
181,84,110,70,294
176,80,130,80,192
179,77,155,95,215
173,64,140,90,290
181,75,150,95,203
167,72,115,75,248
175,88,160,105,224
179,86,150,115,149
187,94,105,75,216
186,84,148,90,218
172,83,120,80,249
168,85,120,80,298
178,71,120,80,216
169,98,130,90,289
168,80,140,90,264
175,55,115,80,184
170,69,150,85,189
167,70,130,80,218
178,67,120,80,194
176,82,140,75,-1
168,71,150,90,258
176,75,120,80,240
-1,108,160,90,271
174,76,135,90,212
185,89,152,105,217
172,89,145,95,199
168,60,120,70,325
185,91,150,87,530
180,92,140,80,278
173,83,105,65,234
176,85,120,70,264
175,79,130,88,315
175,79,110,70,330
-1,-1,120,90,242
165,71,165,90,166
178,83,120,75,209
176,80,125,85,412
170,71,125,80,248
186,71,110,70,237
172,70,130,85,225
168,69,90,60,194
176,96,170,100,270
168,69,165,90,253
178,90,170,95,245
167,80,150,100,189
172,79,140,80,220
163,67,130,90,186
179,106,138,80,243
190,98,130,90,246
165,63,125,70,230
178,86,110,75,305
175,70,112,85,285
179,78,120,80,247
181,76,125,80,208
175,82,115,75,326
170,74,110,70,205
176,86,145,70,202
168,65,120,70,272
176,105,170,90,284
172,85,140,90,250
168,70,130,70,167
172,67,135,85,267
178,115,145,95,245
176,89,105,70,305
169,64,120,85,292
176,82,160,95,284
178,90,135,80,270
193,99,140,100,228
172,63,105,70,169
178,105,110,60,227
174,84,170,100,288
171,70,135,80,258
174,74,120,80,242
170,75,125,85,306
183,83,130,80,180
180,75,115,75,192
176,80,135,80,274
172,83,140,80,243
175,97,140,95,185
180,72,110,80,274
172,84,140,90,243
174,76,130,80,232
171,98,160,93,275
170,89,190,105,270
173,67,130,100,272
178,84,140,80,243
188,86,150,120,284
176,89,140,105,250
182,110,150,90,296
174,82,135,75,237
180,81,150,100,230
159,60,120,80,254
177,70,110,70,242
186,76,125,80,211
169,70,160,90,228
168,76,110,70,240
167,90,120,80,315
173,76,170,100,208
181,82,120,70,257
180,91,140,90,228
175,75,100,60,267
162,67,105,90,175
176,92,120,85,193
173,74,135,85,358
185,85,130,90,253
166,78,150,85,248
190,100,140,90,221
168,72,130,80,286
180,88,130,85,261
176,86,115,70,266
173,94,155,85,322
168,95,130,75,174
168,69,140,95,295
181,83,130,75,260
169,68,140,85,245
175,85,160,70,265
180,77,110,70,192
180,75,120,70,411
193,86,130,80,193
185,104,145,100,168
175,78,130,90,224
179,75,120,80,282
180,80,155,90,320
171,80,130,90,360
178,89,125,70,268
178,96,130,80,213
178,128,175,108,218
182,82,135,85,244
177,77,140,70,215
168,62,155,90,278
164,71,120,80,200
173,70,150,100,266
176,80,120,80,270
182,96,105,80,220
178,82,155,90,225
172,85,145,100,272
173,69,130,90,190
189,86,140,90,290
182,78,120,90,279
168,74,105,60,205
182,73,100,70,189
180,73,135,90,260
175,84,110,80,258
180,81,140,95,244
178,94,155,100,253
173,87,140,85,260
171,72,110,70,245
162,72,130,80,252
165,80,130,75,274
175,76,225,125,211
168,84,120,70,256
182,73,110,70,167
185,85,140,95,318
175,80,170,90,248
178,100,140,90,195
176,84,150,85,339
160,64,140,85,266
178,96,175,110,292
173,68,115,60,272
180,76,130,80,187
176,87,125,80,298
184,104,160,100,226
170,75,145,85,340
176,69,120,90,224
167,88,150,90,256
178,73,130,75,216
177,87,170,110,238
172,75,110,70,234
176,67,120,80,163
172,76,140,110,177
175,95,120,80,354
170,78,100,60,230
186,100,120,80,192
168,63,120,70,312
170,82,150,90,274
174,80,115,88,303
170,62,120,90,292
160,57,125,75,185
178,82,120,80,274
181,120,160,110,242
180,95,150,100,195
168,69,120,80,269
180,83,95,65,189
168,63,110,60,182
176,71,120,75,260
176,93,130,80,235
185,96,140,90,280
179,74,170,110,213
178,87,140,90,240
172,66,155,105,244
172,90,120,88,298
178,75,150,90,228
182,76,120,80,170
176,82,112,70,316
173,80,115,75,180
175,90,140,120,304
174,81,130,90,218
174,83,120,90,140
185,85,120,80,204
185,90,140,90,289
179,74,130,80,134
180,91,135,90,308
174,85,125,90,208
178,93,130,65,284
174,84,145,95,286
176,72,120,85,218
176,77,120,80,227
175,86,140,100,180
174,83,125,75,280
171,74,135,85,150
168,72,140,80,275
175,96,180,120,211
180,90,145,95,289
182,106,110,75,183
172,82,145,90,167
188,84,110,85,314
168,84,160,90,285
181,100,130,80,322
171,64,140,80,232
162,78,130,90,230
181,93,125,75,128
171,67,110,70,159
177,78,155,95,212
172,79,150,85,267
182,91,135,80,212
185,90,190,70,288
168,78,130,80,207
174,80,120,70,229
175,78,130,90,188
175,82,140,100,256
165,60,110,70,205
172,78,120,80,230
180,101,145,100,192
169,67,120,75,256
178,86,140,80,160
172,70,195,110,260
174,59,120,80,196
178,78,120,95,283
180,88,125,90,186
169,71,185,95,181
175,70,115,75,212
173,77,150,100,234
182,82,140,95,242
172,85,170,105,336
180,79,150,75,293
180,86,120,80,191
175,82,140,85,189
173,84,125,70,239
177,95,140,95,343
183,85,120,80,204
176,65,120,80,253
178,102,145,95,250
176,80,115,70,235
185,83,140,85,200
185,110,140,95,210
188,95,130,105,285
170,70,150,90,243
167,71,135,90,248
167,86,130,80,406
178,66,105,75,244
174,74,130,80,263
178,92,160,110,237
176,82,120,80,230
177,96,150,90,340
177,73,150,105,162
183,84,170,110,232
175,70,130,80,204
176,77,145,90,200
170,70,125,80,279
178,88,140,90,265
173,82,120,80,267
168,76,110,75,176
172,76,130,80,296
169,64,110,60,170
177,82,170,110,276
172,75,140,80,247
168,62,130,80,287
171,74,155,90,200
165,72,110,70,296
179,85,135,75,288
174,77,130,90,284
181,80,145,90,205
174,82,140,90,230
183,82,110,80,262
148,53,130,90,305
169,67,155,90,280
184,102,185,115,241
192,130,120,80,252
180,82,130,90,221
177,90,145,90,189
172,74,120,80,170
174,81,130,80,200
177,89,140,90,211
175,114,135,85,180
176,70,130,85,215
176,80,120,80,190
174,80,115,80,195
177,83,140,90,235
160,80,130,80,250
183,82,120,85,183
170,89,130,90,229
175,75,150,103,191
170,78,120,80,179
172,74,110,75,230
178,84,110,60,231
181,79,105,70,183
172,69,130,75,206
168,74,110,70,250
180,83,125,85,248
172,77,120,75,159
176,96,130,80,211
172,72,135,90,252
169,65,120,80,166
181,83,110,65,217
186,86,130,90,258
178,68,135,65,211
174,71,122,78,189
183,87,140,92,222
184,113,120,70,174
186,78,130,80,180
178,76,150,90,224
179,90,120,80,200
175,80,110,80,227
168,69,120,80,155
172,73,110,70,241
178,85,115,80,223
167,65,120,70,262
168,85,145,90,160
187,69,150,85,245
179,85,130,85,235
185,80,115,80,174
182,78,120,80,217
175,92,130,85,250
176,70,110,60,208
172,71,110,70,184
171,72,130,85,177
175,68,120,80,223
174,98,140,90,260
178,74,120,80,251
175,69,135,80,259
174,74,130,80,257
176,111,135,85,244
179,75,115,80,200
182,79,135,90,214
165,68,130,80,228
176,80,130,80,185
187,90,125,85,257
185,89,130,80,212
169,80,150,90,207
184,92,140,80,283
178,67,140,90,215
173,68,100,60,200
172,89,145,85,207
174,73,110,70,276
176,102,140,70,241
174,80,130,80,215
168,75,110,70,139
174,77,125,75,259
169,68,110,70,250
174,69,110,85,251
164,72,145,90,230
172,70,130,90,242
170,67,120,85,160
168,63,120,70,269
167,63,110,70,231
184,94,135,95,205
189,86,132,85,206
178,82,175,90,226
180,98,115,75,242
176,93,130,90,235
184,82,135,80,216
185,93,110,75,186
173,74,130,80,200
171,75,110,70,219
173,79,115,85,168
168,71,145,95,196
168,72,125,90,178
173,82,115,85,200
181,75,140,85,236
176,73,120,80,228
173,68,130,80,195
182,104,115,80,198
175,73,150,90,262
167,79,110,80,171
178,74,110,70,211
180,98,130,85,241
176,83,150,90,162
176,100,130,90,186
176,98,130,70,208
175,71,110,70,210
172,70,120,80,208
172,59,130,80,237
185,85,140,90,259
184,85,110,70,215
191,110,135,85,245
168,69,120,85,254
180,73,135,85,176
168,68,140,90,154
176,80,150,90,270
171,80,140,80,193
166,56,130,70,122
186,86,130,70,200
170,63,120,85,253
168,84,140,90,215
168,85,140,90,220
175,82,125,80,230
174,79,135,95,165
168,71,130,80,229
170,79,105,70,153
175,70,135,70,220
172,75,145,85,232
178,92,140,90,156
176,75,120,80,274
179,76,130,70,189
167,62,130,80,255
188,100,125,80,341
171,63,140,90,259
158,58,140,80,171
178,78,145,95,229
173,75,130,80,196
175,86,130,80,193
174,70,140,85,213
170,85,125,90,185
180,85,140,80,191
174,72,120,80,222
175,85,150,80,185
179,80,122,80,167
183,98,125,88,196
176,81,130,80,253
172,82,120,75,219
173,74,115,75,175
178,80,110,65,240
176,78,130,80,197
175,69,135,85,204
182,80,110,70,216
177,77,110,80,224
174,74,115,55,192
177,65,135,85,224
170,71,135,75,241
178,91,130,90,232
175,90,120,75,220
175,80,110,70,178
169,69,120,75,224
174,82,135,80,186
172,105,115,90,232
184,104,150,80,239
180,81,130,85,195
171,79,130,80,228
170,71,150,90,267
183,93,105,70,257
184,99,140,80,238
178,74,140,90,207
174,70,115,80,244
175,80,125,80,221
172,73,120,80,189
179,83,130,80,222
170,80,110,60,248
176,84,140,90,212
174,79,135,80,227
178,76,120,75,168
183,90,110,80,220
170,70,110,70,243
179,85,135,90,220
173,73,110,70,233
156,69,152,80,208
175,75,100,70,252
171,74,130,80,200
172,69,110,60,145
176,86,140,90,206
181,81,120,75,218
176,83,110,70,205
178,104,160,85,222
181,80,130,90,260
171,85,100,70,240
178,81,135,85,238
178,75,125,80,184
185,90,125,75,233
183,70,107,70,185
182,92,105,80,252
174,72,120,80,189
163,63,125,80,231
181,90,130,80,228
180,84,130,80,200
188,105,130,80,155
170,79,105,70,237
180,76,110,75,221
181,95,110,65,225
170,78,130,80,228
174,67,130,90,-1
170,80,120,80,246
163,67,120,60,202
175,72,115,70,209
179,85,110,70,188
178,84,140,95,203
176,76,100,70,199
187,86,120,88,250
172,84,150,75,144
170,79,140,90,196
175,84,120,85,204
168,85,100,60,253
175,90,110,80,218
187,87,130,80,242
173,77,115,75,224
180,95,140,90,166
181,72,120,85,152
164,74,120,90,209
178,84,100,60,165
180,66,120,80,222
176,76,120,75,218
173,75,140,85,252
181,79,120,80,177
177,78,115,75,244
178,80,120,80,209
164,91,150,80,229
168,61,135,90,193
165,68,125,85,256
180,71,115,80,193
172,77,130,85,192
182,85,110,65,214
167,77,110,75,194
162,61,130,80,184
173,73,150,90,228
172,85,145,100,313
169,80,130,85,164
171,67,125,75,217
183,84,130,80,214
177,78,160,90,237
179,77,120,65,275
184,88,115,70,230
185,70,110,75,200
169,85,145,65,250
178,89,115,80,249
179,81,115,70,203
164,64,122,80,260
178,73,115,80,190
171,74,140,80,199
164,67,120,80,199
180,92,110,80,153
160,96,110,70,250
170,73,135,70,220
172,70,125,80,305
170,72,140,80,211
170,81,120,80,230
178,77,110,70,158
172,72,110,60,214
172,68,140,80,192
183,74,130,80,232
176,80,105,70,228
176,88,150,85,226
172,85,135,85,196
165,70,125,70,168
171,71,110,85,275
196,78,120,70,200
182,77,115,75,223
167,68,145,90,221
177,80,130,80,149
172,72,130,80,237
158,60,130,80,193
172,75,120,70,166
163,77,145,85,220
169,67,120,60,250
173,67,110,70,288
172,79,130,100,279
180,73,130,80,242
174,73,110,90,234
178,81,135,100,225
175,77,120,85,205
175,77,140,80,240
183,79,120,75,254
169,63,140,80,148
178,84,115,80,230
169,74,135,85,220
178,72,110,70,245
182,85,125,65,280
184,103,130,85,258
179,94,140,85,217
174,78,150,90,186
178,82,140,80,189
165,65,125,80,141
169,73,120,80,190
174,87,130,90,183
174,77,115,80,232
164,58,125,80,163
172,74,115,70,318
161,66,130,85,191
154,65,130,80,245
183,95,120,70,226
168,75,140,85,262
178,75,105,80,215
189,106,135,90,184
182,85,115,60,173
182,85,155,90,225
177,73,140,80,237
187,93,120,80,200
171,80,110,70,225
190,96,130,80,196
169,78,120,75,224
172,78,130,92,246
172,70,105,70,-1
174,82,140,90,250
180,87,120,80,173
169,70,145,90,190
164,75,130,75,170
170,80,110,70,168
174,65,110,80,255
172,68,125,90,172
182,82,120,80,206
162,75,145,95,199
178,87,130,80,252
174,72,105,70,267
190,101,120,75,185
166,70,105,70,179
174,84,115,80,277
173,81,130,85,155
175,84,125,70,254
187,81,130,70,185
180,75,120,75,221
173,68,120,80,200
191,90,140,80,181
170,86,130,90,179
169,71,135,80,252
168,75,125,90,185
172,74,115,70,245
173,80,130,85,249
173,70,140,90,264
193,90,115,65,242
169,75,135,85,199
172,70,125,75,200
178,75,125,80,260
172,74,150,90,300
182,79,125,100,257
176,75,120,70,221
173,76,125,85,216
182,76,115,70,240
161,69,102,60,272
162,94,130,70,230
174,71,110,70,247
179,96,140,80,165
176,83,130,90,233
180,80,125,85,217
183,98,140,80,-1
185,85,150,90,214
181,93,135,80,181
181,85,105,75,216
187,80,115,75,150
184,77,120,80,212
187,94,125,85,159
171,77,140,95,216
169,59,110,70,208
171,73,110,70,215
176,102,150,110,224
170,78,140,90,274
167,81,116,72,194
173,75,135,80,200
192,97,110,65,253
183,81,120,80,216
172,76,125,85,206
184,84,120,85,178
176,79,110,70,226
185,89,140,80,140
179,90,200,110,215
175,85,100,60,272
168,79,150,80,295
173,95,135,80,223
176,84,140,80,204
163,80,140,90,269
187,82,115,80,256
174,73,130,80,284
182,82,135,90,245
168,75,150,95,373
164,70,125,80,-1
171,95,150,95,400
180,83,150,105,260
175,70,115,70,272
178,88,140,80,227
175,82,120,80,152
175,76,135,95,222
175,80,140,90,214
167,73,100,60,189
168,77,185,110,224
178,78,110,50,170
184,81,155,105,230
172,75,170,110,306
168,81,110,70,220
165,74,115,75,233
176,77,140,70,238
175,73,110,70,137
180,80,120,80,300
174,64,140,90,250
