f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
Hindi,3,Singer,Male,04-???-09,,4,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,1,0,0
Hindi,3,Commoner,Female,04-???-09,,1,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,1,0,0
Hindi,3,Film Director,Male,04-???-09,,2,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,3,1,0
Hindi,3,Actress,Female,04-???-09,,12,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,3,0,0
Hindi,3,Comedian,Male,04-???-09,,8,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,1,0,0
Hindi,3,Fashion Designer,Male,04-???-09,,7,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,2,0,0
Hindi,3,Actress,Female,04-???-09,,NA,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,0,0,0
Hindi,3,Actress,Female,04-???-09,,3,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,4,0,0
Hindi,3,Actress,Female,04-???-09,,5,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,2,0,0
Hindi,3,Actor,Male,04-???-09,NA,NA,No,84,15,04-???-09,26-???-09,Amitabh Bachchan,"1,00,00,000",Colors,2.83,7,0,0
Hindi,3,Sports Person,Male,,,6,Yes,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,1,0,0
Hindi,3,Model,Male,,,12,Yes,84,15,04-???-09,26-???-09,Amitabh Bachchan,0,Colors,2.83,4,0,0
Hindi,4,Model,Female,03-???-10,,10,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,2,0,0
Hindi,4,Lawyer,Male,03-???-10,,1,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,1,0,0
Hindi,4,Actor,Male,03-???-10,08-???-11,14,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,5,0,1
Hindi,4,TV Anchor,Male,03-???-10,,3,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,1,0,1
Hindi,4,Controversial Fame,Male,03-???-10,,1,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,1,0,0
Hindi,4,Model,Male,03-???-10,,8,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,3,0,1
Hindi,4,Actor,Male,03-???-10,,9,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,2,0,1
Hindi,4,Actor,Male,03-???-10,,5,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,1,0,1
Hindi,4,Reality Show Alumni,Female,03-???-10,,2,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,1,0,0
Hindi,4,Actor,Male,03-???-10,,13,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,7,0,0
Hindi,4,Soap Actress,Female,03-???-10,,4,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,5,0,0
Hindi,4,Politician,Female,03-???-10,,11,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,4,0,1
Hindi,4,Soap Actress,Female,03-???-10,NA,NA,No,96,16,03-???-10,08-???-11,Salman Khan,"1,00,00,000",Colors,4.95,4,0,2
Hindi,4,Actress,Female,03-???-10,,12,No,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,5,0,0
Hindi,4,Wrestler,Male,,08-???-11,14,Yes,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,2,0,2
Hindi,4,Actress,Female,,08-???-11,14,Yes,96,16,03-???-10,08-???-11,Salman Khan,0,Colors,4.95,4,0,1
Hindi,5,Choreographer,Female,02-???-11,,2,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,1,0,0
Hindi,5,Soap Actress,Female,02-???-11,NA,NA,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,"1,00,00,000",Colors,4.19,4,0,1
Hindi,5,LGBT,Transgender,02-???-11,,6,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,1,0,0
Hindi,5,Actress,Female,02-???-11,07-???-12,14,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,8,1,1
Hindi,5,News Presenter,Female,02-???-11,,5,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,2,0,1
Hindi,5,Controversial Fame,Female,02-???-11,,1,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,1,0,0
Hindi,5,News Presenter,Female,02-???-11,,8,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,2,0,0
Hindi,5,Reality Show Alumni,Female,02-???-11,NA,NA,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,6,1,0
Hindi,5,Singer,Female,02-???-11,,3,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,1,0,0
Hindi,5,Actor,Male,02-???-11,,4,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,1,0,2
Hindi,5,Actress,Female,02-???-11,,11,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,4,0,2
Hindi,5,Soap Actress,Female,02-???-11,,9,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,3,0,1
Hindi,5,Wrestler,Female,02-???-11,NA,NA,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,0,0,0
Hindi,5,Pageant Winner,Female,02-???-11,,7,No,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,1,0,0
Hindi,5,Actor,Male,,07-???-12,14,Yes,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,7,0,1
Hindi,5,Reality Show Alumni,Male,,07-???-12,14,Yes,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,5,0,0
Hindi,5,Actor,Male,,07-???-12,14,Yes,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,5,0,1
Hindi,5,Actress,Female,,,13,Yes,98,18,02-???-11,07-???-12,Salman Khan/Sanjay Dutt,0,Colors,4.19,3,0,0
Hindi,6,Soap Actress,Female,07-???-12,,12,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,3,0,1
Hindi,6,Cartoonist,Male,07-???-12,,4,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,2,0,0
Hindi,6,Actress,Female,07-???-12,09-???-13,14,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,5,0,2
Hindi,6,Actor,Male,07-???-12,,10,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,3,1,0
Hindi,6,Model,Female,07-???-12,,12,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,4,1,1
Hindi,6,Commoner,Male,07-???-12,,2,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,1,0,0
Hindi,6,Sports Person,Male,07-???-12,NA,NA,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,1,0,0
Hindi,6,Model,Male,07-???-12,12-???-13,14,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,5,0,2
Hindi,6,Soap Actor,Male,07-???-12,11-???-13,14,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,7,0,0
Hindi,6,Commoner,Female,07-???-12,,5,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,4,0,0
Hindi,6,Actress,Female,07-???-12,12-???-13,14,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,9,0,1
Hindi,6,Celebrity Hairstylist,Female,07-???-12,,13,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,8,0,1
Hindi,6,Model,Female,07-???-12,,3,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,1,0,0
Hindi,6,Soap Actress,Female,07-???-12,NA,NA,No,97,19,07-???-12,12-???-13,Salman Khan,"50,00,000",Colors,3.81,6,0,1
Hindi,6,Actor,Male,07-???-12,,9,No,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,4,0,1
Hindi,6,Soap Actor,Male,,,11,Yes,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,5,0,0
Hindi,6,Model,Female,,,9,Yes,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,2,0,0
Hindi,6,Reality Show Alumni,Male,,12-???-13,14,Yes,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,6,1,1
Hindi,6,Actor,Male,,,11,Yes,97,19,07-???-12,12-???-13,Salman Khan,0,Colors,3.81,3,0,0
Hindi,7,Actress,Female,15-???-13,,4,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,1,0,0
Hindi,7,Actor,Male,15-???-13,,7,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,1,0,1
Hindi,7,Actor,Male,15-???-13,,14,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,6,0,1
Hindi,7,International Star,Female,15-???-13,,10,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,5,0,1
Hindi,7,Actress,Female,15-???-13,NA,NA,No,105,20,15-???-13,28-???-13,Salman Khan,"50,00,000",Colors,4.4,7,0,2
Hindi,7,International Star,Female,15-???-13,,1,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,1,0,0
Hindi,7,Soap Actress,Female,15-???-13,,13,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,7,0,2
Hindi,7,Model,Male,15-???-13,,14,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,8,1,1
Hindi,7,Actress,Female,15-???-13,,9,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,6,0,0
Hindi,7,Producer,Male,15-???-13,,2,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,1,0,0
Hindi,7,Soap Actress,Female,15-???-13,,3,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,2,0,0
Hindi,7,Wrestler,Male,15-???-13,28-???-13,15,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,6,0,2
Hindi,7,Actress,Female,15-???-13,,5,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,1,0,0
Hindi,7,Actress,Female,15-???-13,28-???-13,15,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,10,0,2
Hindi,7,Video Jockey,Male,15-???-13,,14,No,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,8,0,1
Hindi,7,Model,Male,,,6,Yes,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,4,0,0
Hindi,7,Model,Male,,,6,Yes,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,1,0,0
Hindi,7,Actor,Male,,28-???-13,15,Yes,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,7,0,0
Hindi,7,Model,Female,,,8,Yes,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,1,0,0
Hindi,7,International Star,Female,,,12,Yes,105,20,15-???-13,28-???-13,Salman Khan,0,Colors,4.4,3,0,1
Hindi,8,Actor,Male,21-???-14,,8,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,3,0,0
Hindi,8,Actress,Female,21-???-14,,3,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,1,0,0
Hindi,8,Model,Female,21-???-14,,12,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,4,0,1
Hindi,8,Actor,Male,21-???-14,NA,NA,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,"50,00,000",Colors,3.77,10,0,1
Hindi,8,Actress,Female,21-???-14,03-???-15,15,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,7,0,1
Hindi,8,Actress,Female,21-???-14,,6,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,3,0,0
Hindi,8,Model,Female,21-???-14,,4,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,2,0,0
Hindi,8,Soap Actor,Male,21-???-14,,13,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,6,0,0
Hindi,8,Radio Jockey,Male,21-???-14,03-???-15,15,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,6,0,1
Hindi,8,Actor,Male,21-???-14,03-???-15,15,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,7,1,1
Hindi,8,Model,Female,21-???-14,03-???-15,15,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,12,1,0
Hindi,8,Soap Actress,Female,21-???-14,,5,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,2,0,0
Hindi,8,Model,Female,21-???-14,,2,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,2,0,0
Hindi,8,Model,Male,21-???-14,,7,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,2,0,0
Hindi,8,Model,Male,21-???-14,03-???-15,15,No,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,4,0,1
Hindi,8,Singer,Male,,03-???-15,15,Yes,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,6,0,1
Hindi,8,Reality Show Alumni,Female,,,10,Yes,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,1,0,0
Hindi,8,TV Anchor,Female,,03-???-15,15,Yes,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,5,0,1
Hindi,8,Soap Actress,Female,,,9,Yes,105,19,21-???-14,03-???-15,Salman Khan/Farah Khan,0,Colors,3.77,1,0,0
Hindi,9,Soap Actor,Male,11-???-15,,6,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,5,0,0
Hindi,9,Soap Actor,Male,11-???-15,,1,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,1,0,0
Hindi,9,Singer,Male,11-???-15,,3,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,2,0,0
Hindi,9,Soap Actress,Female,11-???-15,,8,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,8,0,0
Hindi,9,Actor,Male,11-???-15,19-???-16,15,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,7,1,1
Hindi,9,Soap Actress,Female,11-???-15,NA,NA,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,0,0,2
Hindi,9,International Star,Female,11-???-15,23-???-16,15,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,12,0,0
Hindi,9,Reality Show Alumni,Male,11-???-15,NA,NA,No,105,20,11-???-15,23-???-16,Salman Khan,"50,00,000",Colors,2.9,6,0,4
Hindi,9,Actress,Female,11-???-15,,7,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,8,0,0
Hindi,9,Pageant Winner,Female,11-???-15,23-???-16,15,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,8,0,0
Hindi,9,Soap Actress,Female,11-???-15,,2,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,3,0,0
Hindi,9,Soap Actor,Male,11-???-15,,12,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,6,0,1
Hindi,9,Actor,Male,11-???-15,,3,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,2,0,1
Hindi,9,Actress,Female,11-???-15,,4,No,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,2,0,1
Hindi,9,Soap Actor,Male,,23-???-16,15,Yes,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,9,0,1
Hindi,9,Actor,Male,,,5,Yes,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,1,0,0
Hindi,9,Fashion Designer,Male,,,9,Yes,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,1,0,0
Hindi,9,Commoner - Teacher,Female,,,14,Yes,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,5,0,2
Hindi,9,Model,Female,,,12,Yes,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,1,0,0
Hindi,9,Model,Female,,,11,Yes,105,20,11-???-15,23-???-16,Salman Khan,0,Colors,2.9,1,0,0
Hindi,10,Stage Actress,Female,16-???-16,,2,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,1,0,0
Hindi,10,Actress,Female,16-???-16,,14,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,9,0,0
Hindi,10,Soap Actor,Male,16-???-16,,11,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,5,0,1
Hindi,10,Reality Show Alumni,Female,16-???-16,28-???-17,15,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,11,0,1
Hindi,10,Soap Actor,Male,16-???-16,,5,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,1,0,0
Hindi,10,Commoner - Student,Female,16-???-16,,5,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,2,0,0
Hindi,10,Model,Female,16-???-16,28-???-17,15,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,6,0,1
Hindi,10,Reality Show Alumni,Male,16-???-16,NA,NA,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,4,1,0
Hindi,10,Commoner - Farmer,Male,16-???-16,NA,NA,No,105,18,16-???-16,28-???-17,Salman Khan,"50,00,000",Colors,3.54,7,0,4
Hindi,10,Commoner - Teacher,Male,16-???-16,,4,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,1,0,0
Hindi,10,Commoner - Employee,Female,16-???-16,,13,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,7,0,0
Hindi,10,Commoner - Marketing,Female,16-???-16,,8,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,2,1,0
Hindi,10,Actor,Male,16-???-16,,9,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,5,0,0
Hindi,10,Soap Actor,Male,16-???-16,24-???-17,15,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,6,0,2
Hindi,10,Swamiji,Male,16-???-16,NA,NA,No,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,2,1,0
Hindi,10,Model,Male,,NA,NA,Yes,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,1,0,0
Hindi,10,Actress,Female,,,7,Yes,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,1,0,0
Hindi,10,Actor,Male,,,8,Yes,105,18,16-???-16,28-???-17,Salman Khan,0,Colors,3.54,1,0,0
Hindi,11,Singer,Male,01-???-17,,15,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,5,0,0
Hindi,11,Actress,Female,01-???-17,,12,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,2,0,1
Hindi,11,Commoner - IT Professional,Female,01-???-17,03-???-17,9,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,2,0,1
Hindi,11,Video Jockey,Female,01-???-17,19-???-17,7,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,4,0,0
Hindi,11,Soap Actress,Female,01-???-17,,15,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,8,0,2
Hindi,11,Soap Actor,Male,01-???-17,,11,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,3,0,1
Hindi,11,Commoner - Student,Female,01-???-17,29-???-17,4,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,3,0,0
Hindi,11,International Star,Female,01-???-17,16-???-17,3,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,1,0,0
Hindi,11,Commoner - Engineer,Male,01-???-17,,14,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,7,0,1
Hindi,11,Commoner - Housewife,Female,01-???-17,12-???-17,6,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,2,0,0
Hindi,11,Model,Male,01-???-17,,13,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,8,1,0
Hindi,11,Reality Show Alumni,Male,01-???-17,,15,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,4,0,1
Hindi,11,TV Anchor,Male,01-???-17,12-???-17,6,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,3,0,0
Hindi,11,Dancer,Female,01-???-17,26-???-17,8,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,7,0,0
Hindi,11,Soap Actress,Female,01-???-17,NA,NA,No,106,19,01-???-17,14-???-18,Salman Khan,"50,00,000",Colors,7.64,9,0,0
Hindi,11,Swamiji,Female,01-???-17,15-???-17,2,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,1,0,0
Hindi,11,Producer,Male,01-???-17,,15,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,5,0,2
Hindi,11,Controversial Fame,Male,01-???-17,08-???-17,1,No,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,1,0,0
Hindi,11,Social Media Star,Female,22-???-17,05-???-17,5,Yes,106,19,01-???-17,14-???-18,Salman Khan,0,Colors,7.64,1,0,0
Hindi,12,Singer,Male,16-???-18,,6,No,105,20,16-???-18,30-???-18,Salman Khan,0,Colors,4.99,2,0,0
Hindi,12,Singer,Male,16-???-18,30-???-18,15,No,105,20,16-???-18,30-???-18,Salman Khan,0,Colors,4.99,7,0,1
Hindi,12,Actress,Female,16-???-18,NA,NA,No,105,20,16-???-18,30-???-18,Salman Khan,"50,00,000",Colors,4.99,9,0,0
Hindi,12,Singer,Female,16-???-18,,12,No,105,20,16-???-18,30-???-18,Salman Khan,0,Colors,4.99,7,0,0
Hindi,12,Soap Actor,Male,16-???-18,30-???-18,15,No,105,20,16-???-18,30-???-18,Salman Khan,0,Colors,4.99,10,0,1
Hindi,12,Reality Show Alumni,Female,16-???-18,,2,No,105,20,16-???-18,30-???-18,Salman Khan,0,Colors,4.99,3,0,1
