f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
0.273962,0.014958,-1.427898,-1.558856,1.581822,-0.845848,-1.543976,-0.595198,1.087778,-0.272976,-1.116888,1.315696,0.238774,-0.612816,-1.138348,-0.394186,-0.138566,-0.874243,-0.677444,1.341662,-1.557835,-0.574015,-1.323937,-0.178973,-1.325193,1.239977,-0.471296,-0.989639,-1.608878,1.479084,-0.693207,1.403758,1.580744,0.771366,1.834537,-1.580246,0.563457,0.487032,0.677521,-1.532297,0.964306,-0.311314,0.751464,0.816445,-1.218093,1.272373,0.49571,-0.21795,-1.340055,-0.705013
-0.077196,-0.77728,-1.308839,-0.824561,1.214189,0.504878,-0.668808,-1.060256,1.409724,1.253567,1.148463,0.443554,1.277118,-1.452025,1.064776,-1.536708,0.079367,-0.712889,-0.603308,-1.153846,-0.92894,-0.026845,-0.010969,1.279744,-0.555325,0.336243,0.125377,0.81547,-1.563539,-0.058918,1.838906,1.367038,-1.202748,0.255128,1.8339,0.106484,1.365428,-1.452411,0.742195,-1.483195,-0.006994,-0.978944,-0.602719,-0.540327,-0.762028,-0.510853,0.029628,0.928014,-0.04588,1.157662
0.343121,1.093477,1.952731,1.098912,-1.004587,0.725037,-0.115242,1.712479,-1.520688,1.783628,-0.855802,-0.514434,-0.804849,1.228342,1.693007,0.350681,1.269844,0.721701,-1.698419,-0.926698,0.121052,0.695338,0.262905,0.719784,1.502391,-0.049759,0.043334,1.236078,0.256208,1.371442,-0.787888,0.632983,0.986678,0.29651,-0.871172,-1.246402,-1.448699,-0.055194,-0.658044,0.341463,-1.366163,0.782166,-1.266706,-0.75649,1.234315,0.910018,1.721181,-1.510039,-1.299172,1.128306
1.318625,0.542785,0.161857,0.110051,-0.740622,1.791564,1.650405,1.248293,-1.609565,-0.04729,-0.76682,1.243878,0.768382,0.21048,-0.269278,1.077997,0.247749,0.03302,-0.907643,-1.143794,1.306775,-0.520662,1.690549,-0.091647,-0.963625,1.399311,-1.015266,0.987465,-0.870129,-0.763713,-0.44017,-1.609559,0.110013,1.563556,-0.107483,0.902434,0.995787,0.371311,-1.417648,0.434297,0.876155,1.496799,-0.768837,-1.144849,0.172648,0.425628,-1.421924,-1.586733,1.402698,-0.997875
-0.03324,0.397118,-0.419046,0.327329,0.465704,-0.315646,-0.115469,1.6276,-1.475355,-0.589855,-1.411711,-0.192162,1.304954,0.496591,0.415593,-0.78742,1.31241,0.466119,0.691234,-0.160054,1.224401,0.533741,0.093711,-0.47925,0.97126,-1.772139,0.860308,-0.896893,-0.204211,1.709456,0.792148,-0.311407,-1.307898,-0.306509,-1.556613,-0.274738,-1.359409,0.096778,0.111125,0.559579,-0.562047,0.664609,1.074337,0.970178,0.902411,1.082673,1.098099,-1.364217,-1.114595,1.297402
0.969109,0.74376,1.92986,1.738276,-0.243333,1.281343,0.674425,-0.411989,-0.92254,0.044722,1.078937,0.283037,0.74402,1.429101,1.684885,-1.061754,0.874796,0.275721,-1.581871,1.479322,0.48545,-0.23518,0.026611,0.557493,0.211444,-1.668848,1.662607,-0.245389,-0.776275,1.325107,1.156978,1.706449,-1.394382,-1.361597,0.121623,-1.615409,0.637988,-1.472556,0.009563,0.102799,-0.290287,-0.527301,-1.569357,-1.159782,-1.072845,0.241584,-0.65873,0.614317,-0.836863,-0.327827
0.112673,0.143847,1.119896,0.561093,-0.299697,1.200501,-0.356115,-1.290675,-1.005592,0.095849,-0.325485,-0.557205,-0.128493,-1.348116,-0.223983,-0.7193,-1.669705,-0.250858,0.682163,0.924237,-0.977463,-1.046362,0.108492,-1.459783,0.837717,0.975182,1.449132,0.682065,0.88093,1.41163,0.657558,1.721829,0.86036,-1.222564,0.718208,-1.677403,-0.553538,-1.169482,0.987135,-1.226682,1.635995,0.072447,-0.952552,0.210937,-0.221511,1.176913,-0.196168,-0.429191,0.172265,1.047423
1.00083,1.580018,1.843362,0.901327,-0.451155,0.711102,0.903235,1.10486,-0.523672,-1.427757,0.362028,0.724504,-0.732446,0.167266,1.729941,-0.001113,0.611952,1.422415,-0.568949,0.163658,-1.121976,1.304695,1.608312,-0.909452,-1.229058,0.770249,-0.402873,1.590487,1.325882,1.250556,1.720444,-0.114709,-1.637856,1.540318,0.761209,0.684413,0.302779,-1.206608,-1.377533,-1.429459,-0.78672,1.401515,1.216711,-0.644422,-0.787065,1.361701,-0.159458,-1.335259,-0.691137,-0.675203
-0.346302,-0.21554,-0.898467,-0.416685,0.416794,-0.433301,-0.315046,-0.383693,0.611092,1.664923,1.231082,-1.337704,0.327857,0.750972,-0.552976,1.525697,0.27078,1.732006,0.137033,1.344377,-1.50008,0.12471,-1.670543,-1.639739,1.7138,1.270514,-1.420001,-1.29424,-0.235612,1.21941,1.258036,0.927018,-0.991207,-1.560559,0.06511,1.373693,-0.156852,0.76957,-0.858711,-1.380972,0.366685,0.107663,-0.654547,0.753274,0.381412,-1.149953,0.928683,-1.735315,-0.219297,-0.41063
1.013097,1.558555,1.359669,0.744765,-1.619999,-0.815549,-0.306097,-1.005642,-1.407156,-1.64846,-0.897906,0.776451,-1.089197,0.1664,-1.604469,0.626939,-1.511158,-0.019557,-0.977333,1.509717,1.364191,0.155845,-0.649908,1.473328,-0.696771,-1.39374,0.981098,0.958853,-0.432157,0.134694,-0.551825,1.484268,-1.640703,0.392878,0.559702,-0.776846,0.786059,0.879971,-1.221762,-0.868038,-0.338682,-0.006696,1.536295,0.77725,0.822796,1.610708,-0.840161,-1.028328,1.410699,0.739765
-0.855018,-0.82526,0.014946,-1.111299,-1.444928,-1.2721,0.263587,-0.852254,-1.241793,-0.035378,-1.039677,0.243889,1.201204,-1.440077,1.408019,-0.532682,-0.499572,1.160457,-0.641545,0.854458,0.373236,0.126121,1.405395,1.382067,-0.597442,1.14676,-1.273809,1.348182,-1.493235,1.330424,-1.087416,0.441149,-1.685701,0.84838,-0.827085,0.405465,-1.272465,-1.513632,0.359398,1.086646,0.952615,1.704442,-1.661773,-1.182313,1.178316,-1.02643,-0.891623,-0.158116,1.574675,-0.850559
0.214871,-0.11828,-1.090144,-1.319629,-0.155286,-0.949696,-1.052496,-1.691881,-1.34542,-0.278356,-0.119398,-1.156919,0.568872,1.380861,0.337133,-1.279442,0.515883,0.824593,0.276894,-0.809282,1.635769,0.063421,1.547629,1.343053,0.371545,0.500741,-0.106136,-1.680838,0.129316,1.061017,-0.365362,0.861734,-0.544206,0.377148,-0.848454,-1.390992,-0.271242,-0.170501,0.559084,-1.48657,-1.63512,1.171579,0.882227,-0.963178,-0.630411,-0.060079,0.618806,1.037646,-0.799939,-1.14415
1.989228,1.518517,0.815065,-0.182402,1.022682,0.710844,-0.47899,1.33788,1.286912,-0.285526,-1.447425,1.115545,0.711664,-0.788647,1.031478,0.741819,1.533005,-0.072106,-1.426861,1.548653,0.350663,0.534171,0.982662,1.434272,0.090392,1.511869,1.035817,-0.923512,-0.54487,0.464409,-1.028378,0.154088,1.294188,1.612711,1.063832,1.589265,-0.23298,1.465239,-0.443771,1.019761,-0.839567,-0.975382,0.042363,1.573079,-0.960514,-1.230789,0.343278,0.365629,1.189567,-1.217494
-0.624235,-1.26633,-0.390481,-0.619868,-1.308957,-0.68457,-1.229933,-0.395809,-1.267398,1.528264,1.079164,1.510772,0.184711,-0.605615,-0.586958,-0.900057,1.01103,-1.149101,0.799845,-1.358911,-0.519972,0.461733,1.075453,0.833054,-0.834645,-1.155394,-1.446606,1.245893,0.861017,1.123426,-0.701031,1.73072,1.528403,-1.267381,1.283953,0.371188,-0.930663,-0.038367,-0.223915,-0.640842,1.703928,0.077664,1.539256,1.069647,-1.335165,1.271123,0.977653,0.992657,-0.506545,1.02494
0.697439,-0.021154,-0.215044,0.630827,-1.789441,-0.56011,-1.121337,-1.356159,-0.938215,-1.118578,-1.687047,-0.787532,0.226601,-1.147121,0.699503,0.341086,-1.106253,1.4236,-1.125208,1.250617,0.091157,0.799545,0.648009,0.112273,0.32893,-1.15507,0.678815,1.548248,0.22744,1.604314,-0.528205,0.839349,1.46008,-0.450028,0.024481,-1.246365,-1.655066,0.808538,1.537636,0.32829,0.331496,-1.098176,1.42261,0.438856,-1.196233,-1.187042,-0.877247,-1.742327,0.076787,1.516871
0.088205,0.877397,1.073396,0.782735,0.451926,1.283925,0.86068,-0.792438,-1.782413,1.305962,-1.628364,0.667405,1.328843,-0.220741,-0.759874,-0.00078,0.368229,-0.506906,-0.168638,0.397571,-0.668463,-1.516881,-1.031187,-1.146835,-1.328752,1.28417,-0.483768,-0.493085,-0.647171,0.133707,0.529163,1.495716,-0.114653,-1.125113,-0.36042,0.277569,1.114564,-1.482948,0.820304,-0.648928,1.516702,0.878756,-1.042548,-0.120207,0.710413,-1.303812,0.006316,-1.675081,-0.265855,0.200999
1.000548,0.351985,-0.143012,-0.791257,-0.478149,0.207022,-1.146748,0.748057,-1.615795,-1.324402,-0.509755,0.8686,0.536098,-1.472993,-0.527875,-0.094415,0.202757,-1.671783,-1.364068,-1.210641,-0.470848,-1.492281,-1.054977,-0.135009,0.938631,-1.417848,0.642281,-0.006428,1.469702,1.531381,0.76128,1.507274,-1.014736,-0.046853,0.074868,1.56592,0.3788,-0.798291,-1.041797,-0.636794,-0.516309,1.089212,1.077785,0.423566,0.900009,1.471128,0.832901,0.662401,-0.285536,0.713659
-0.727561,-0.582708,-0.096095,1.452384,-0.95167,0.951397,1.386758,-0.336961,0.314808,0.4503,0.041095,-0.213214,0.125162,-1.58617,0.374148,0.491013,0.087286,-1.599549,0.674985,1.186118,1.232965,-0.441826,-0.825767,1.600618,0.678167,-0.741485,1.024586,1.454415,0.433525,-0.942093,1.001278,-1.35923,-0.866585,0.227788,0.92001,-0.947943,-0.168251,1.366607,-1.249691,-0.199847,0.776882,-1.488414,1.777266,0.991411,1.32859,-0.144658,0.192919,1.61686,0.111852,0.746521
0.082213,0.703826,0.335108,-0.138582,-1.163118,1.654599,1.193958,-0.115045,-0.645478,0.000843,0.61675,-0.772662,-1.596357,-0.126591,1.017878,0.123545,-1.465367,-0.120697,-1.467906,0.733923,-1.147691,0.326214,-1.302783,-0.731618,-0.23699,-0.011286,-1.657418,0.788089,-1.159898,-0.487417,1.498281,-1.520552,-0.034757,0.331,-1.005986,0.977906,-0.945665,-0.953025,-0.305695,1.601222,1.54379,-1.322014,-1.611514,-0.302685,1.552908,0.803829,-1.528616,1.192555,-0.58062,0.852227
0.838313,0.721672,1.505101,0.741901,1.301858,1.672956,1.020951,0.539546,0.401901,-0.620047,-0.574093,1.085322,-0.372771,0.573784,0.414575,0.381723,0.341818,-0.347913,0.10889,-1.711426,-0.243699,1.660829,-0.232808,-1.019325,-0.113292,1.304772,0.872092,-0.420608,-0.299146,1.533042,-0.323348,0.61028,-0.660011,-1.298419,-1.5799,1.383989,-0.968471,0.570288,-1.065539,1.509542,0.48567,-0.537398,-0.681773,0.583607,0.906623,0.797884,-1.165505,-0.755267,0.215463,-1.592768
-0.766517,-0.950122,-0.21935,0.740836,-1.366524,0.114644,0.196465,-1.685859,0.282837,-0.06004,-0.122209,-0.979793,1.455557,1.276631,-1.127836,1.165425,1.020679,1.779373,-0.373074,0.939688,-1.16179,-0.912517,-0.428531,0.913852,1.70849,0.081673,0.532959,-0.860844,0.738681,-1.295069,0.938948,0.59739,1.45533,0.829414,-0.532247,0.845579,0.999693,0.692638,-0.235601,1.50071,0.975649,-0.892405,1.168881,0.209325,-0.691565,1.012939,0.229142,-1.142622,0.211794,1.364182
1.797618,1.602875,1.842443,1.64799,-1.024348,-0.549972,0.577291,1.48989,0.470693,1.292689,-1.009042,-1.014447,0.863332,1.310666,0.311998,-0.715858,0.289941,1.301889,0.006146,1.508433,1.224411,0.2109,-0.267147,-1.017971,-0.851922,0.612303,-1.119618,-1.559156,1.548433,-0.869715,1.465416,-0.675272,1.517261,-0.838861,-1.089674,-0.857872,-0.410755,-1.271674,-0.238623,-0.48085,-0.794397,-0.499527,0.365455,-0.65867,1.289971,0.777933,1.179205,-1.634929,-0.784572,-1.566468
1.365575,1.713432,0.528155,-0.587406,-1.410611,0.195815,0.541081,0.996259,-0.118148,1.007219,1.496147,-1.206522,1.338469,-0.151001,-0.227927,0.545967,-1.45357,-0.887761,-0.570747,-0.982625,1.667696,0.457562,0.466106,-0.596999,-0.89367,0.159485,-0.717613,1.051733,-0.519424,0.660625,0.675066,-0.061852,-0.480946,1.217727,0.720834,0.277994,1.292003,0.851818,-1.283745,0.670988,0.232341,-0.494369,-0.38655,-0.912591,-0.009466,-1.040831,-1.10128,-1.26763,-1.542291,-1.245643
-0.165022,-0.716512,-0.367616,-1.217718,-0.061356,1.22682,1.062371,-0.366093,0.917003,-0.323886,-0.792231,-0.761986,-0.548821,-1.45192,-0.787637,1.160722,-1.399804,-1.150151,1.059182,1.412315,-1.34557,-0.160247,-1.338209,1.404701,-0.717363,-0.269847,1.452403,-0.106675,0.226671,0.091517,-0.410747,-1.098927,0.814282,-1.572826,-1.120398,-1.050952,1.603627,-0.176679,0.290106,-0.936349,-0.965308,-1.328107,1.212845,1.020317,-0.523606,-0.074622,-1.377311,0.985923,-0.636394,0.995679
0.234739,0.131783,-0.248592,-1.26657,-1.392989,1.448227,-0.247582,-0.875177,-1.686744,-1.364367,-0.315209,-0.90395,-0.727412,-1.462734,0.746543,-1.345494,-0.738903,-0.257207,0.827137,1.083402,1.149907,-1.362604,-0.575807,-1.433635,1.1074,0.058395,-1.672948,-1.37282,0.370769,0.504732,-0.209534,1.42082,0.538484,1.560464,1.418182,1.5266,-0.341419,-1.495222,0.831331,-1.278904,0.78359,-0.02482,-1.31399,1.35304,-0.472841,-1.245225,0.905525,-1.421966,-1.146909,1.446917
-0.262013,-0.589765,-0.645461,-0.830304,-0.750316,1.639052,-1.00774,1.156896,0.110073,-1.343375,1.019627,0.958448,0.441262,1.383792,1.360268,1.517128,-0.19867,-1.548076,-0.741821,-0.446965,-1.486888,0.780906,-1.414946,0.940651,0.997233,-1.112662,0.06352,1.254952,-1.489377,-1.044739,-0.284155,-1.059413,1.550315,0.9828,-0.815855,-1.302304,-1.732351,1.087734,-0.48551,0.515068,-1.566276,1.661289,0.35848,-0.371512,-1.393,1.18985,-0.701725,0.893153,-0.592476,0.682526
1.258977,1.61085,1.171218,-0.02713,-1.63552,-1.20947,0.624717,1.434168,0.071588,0.977834,1.259386,-1.007092,-1.645303,1.481669,0.527219,0.875138,0.39007,0.223501,-0.780486,0.270202,-0.871236,-1.143654,-1.422572,-0.874569,-1.025532,1.117464,0.377842,-0.761487,0.959372,0.230613,0.049429,-0.026241,-0.468639,-0.38546,0.719381,-0.865271,1.276781,1.723535,1.460566,0.199665,0.295576,1.077311,0.080198,0.572195,0.738229,-0.967691,0.291206,0.177462,1.078201,-1.031778
-0.313541,0.436426,-0.30678,-0.315166,-1.028937,0.100528,0.572391,0.242279,-1.771795,-0.699756,1.434293,1.202081,-1.634317,-1.404817,-1.507933,0.780695,-1.031748,0.800434,-1.253095,0.305646,-0.239973,1.070789,-1.448187,1.48622,-1.604645,0.584825,1.233357,-1.110206,-0.688499,1.732643,-0.64102,1.185025,0.95352,1.411614,-0.628732,0.66905,0.191757,-0.395749,1.330206,-0.665674,1.138855,-0.264492,-0.773688,1.288249,1.603036,-1.135206,0.400765,1.136337,-0.562768,-1.271702
0.690186,1.318228,1.780395,0.94566,0.802579,-1.260334,0.552318,1.462538,-1.199619,-0.059006,0.354653,0.531647,0.447329,0.606234,0.562102,-0.968888,-1.486971,1.005673,0.839898,-1.66122,-1.215187,-0.68732,0.891884,0.983596,-0.456816,-0.124783,-0.996094,0.967465,1.435269,-1.071078,0.364078,1.676137,0.808571,1.483997,1.103591,-1.554604,-1.492453,-0.764738,-0.039988,-0.606075,-1.685779,0.74404,-0.329949,-0.446857,-0.436207,0.871742,-1.141821,-0.993431,-1.66887,1.676294
0.490726,0.885973,1.44171,1.371271,-1.642505,-1.433598,-0.808029,1.59118,-0.146595,-0.862585,1.1741,1.121044,-0.375594,0.758631,1.267337,1.584114,-1.31566,-0.056288,0.110646,-0.320472,0.509316,1.134153,-0.254961,1.551165,-0.955331,0.594342,-0.350002,-1.494935,1.172825,-0.046534,0.055404,-0.637965,-0.631004,-0.508225,-0.678588,-1.656502,-1.331616,-0.484334,1.314897,0.065031,-0.551887,-0.210375,1.70136,-1.328539,0.972972,1.382448,0.270431,0.766135,0.930431,-1.385335
-0.816617,-1.198448,-0.584778,0.120974,0.353141,1.403156,-1.105275,1.14019,-0.258652,-1.085788,0.321682,-0.411262,0.090915,1.331655,0.479934,0.053644,-0.14749,1.585242,0.948991,-0.797653,-0.867724,-1.332242,-0.057986,-1.062716,-1.187228,-1.076018,1.456846,0.59462,1.41087,-1.352944,-0.10151,-1.71411,0.485609,0.242886,1.601799,0.284416,0.540757,-0.901068,-0.770612,-0.380358,-1.296167,-0.459091,0.576721,-0.421735,1.494775,-1.481499,1.242837,1.429066,0.413163,0.77207
0.908724,0.656118,0.963852,0.357493,0.807285,-1.097058,-1.325168,0.462654,0.614827,0.855571,-0.499893,0.327922,1.114861,-1.382538,1.551574,1.632524,1.026032,0.676419,-1.414832,0.901554,0.227858,-1.140001,1.070473,1.112085,0.938424,0.684045,1.826685,-1.226234,-1.679905,-1.176404,0.169863,-1.435851,-0.872319,1.614298,0.649048,-0.664499,-1.670917,1.587112,1.087582,-1.413152,-0.03677,-0.736674,1.178494,-0.545848,1.325634,-0.93497,-0.648165,-0.75168,-0.636567,-1.346923
0.302259,0.001868,-0.356557,-1.116828,0.4348,-0.589239,-0.47079,1.586921,-0.596589,0.751757,1.211828,1.538177,-1.619049,1.036375,-0.047204,-0.761353,0.295802,1.365027,-0.151326,-0.801556,-0.134547,0.706444,0.632727,-0.992557,0.886679,-0.444365,1.169238,1.13325,-0.660068,-0.63257,-0.713804,0.814941,0.236733,1.059738,0.906674,1.322471,-1.557242,1.198687,0.163428,1.645891,1.270009,1.28825,1.75496,-0.826948,-0.951598,-1.336429,0.889508,0.704984,-1.190717,-1.246277
-0.73493,-0.248311,-1.158877,-1.444603,0.811789,-0.468643,-0.576751,0.193996,-0.131954,-1.139558,0.780224,0.482324,-0.684266,1.678236,0.647831,0.473482,0.415421,-0.327222,0.152249,0.23922,1.559782,-0.943789,-0.568915,-1.036046,0.754766,1.273761,-0.061154,-0.424313,1.279575,0.60877,0.433609,0.808776,0.452381,-1.497857,-0.40097,-0.341882,-1.722416,-1.533447,1.282952,-1.350316,0.419725,0.850495,-0.2588,0.887206,1.448543,1.005705,-1.090171,-0.005277,0.277469,-1.219267
0.41588,0.503963,1.416623,1.632922,0.280675,0.193552,-0.977861,-1.464867,0.590324,1.1817,1.437668,1.702889,-0.892164,1.020578,0.560357,-0.643603,-1.058799,-0.531421,-1.612896,-1.144288,0.441666,0.539387,-0.733077,-0.287681,-1.466037,0.195611,-1.518848,1.516357,1.58203,0.994814,0.905778,-1.417648,-1.260739,1.530116,1.727812,-0.125406,-0.217728,-0.68305,1.306635,0.614632,-0.116807,1.393617,-0.235641,1.6898,0.728963,-0.882624,0.852743,-1.447145,0.304376,0.273856
-0.166128,0.480408,1.934031,1.400048,-0.629971,1.402186,0.8574,0.870296,0.598918,0.627066,0.484284,-0.518449,1.109882,-0.559622,-1.55121,0.999,-1.316825,-0.3747,-1.342316,-0.710189,-1.506066,1.470914,-1.594875,1.333626,0.125786,0.551771,-0.135825,-0.446625,-0.282584,-1.126285,0.989983,0.159934,1.504081,1.003017,1.403726,-0.113975,-0.736402,-0.580265,1.407483,-1.512516,-1.278004,-0.507028,-1.290939,-1.30742,0.064285,-1.074541,-1.2693,1.496899,-1.641717,-0.550533
-0.959043,-0.466773,0.195238,0.287062,-1.698696,-0.773521,-1.663166,0.727125,0.003985,-1.503371,-1.290786,1.225066,-1.179337,-0.830046,0.102601,-1.038779,-0.53215,-1.337774,1.625479,0.827247,1.482645,-0.651303,-0.845219,-0.398528,-0.239503,1.411786,-0.914131,-0.625987,-0.490341,-0.539103,-1.284668,1.145576,0.441612,1.057409,0.009914,-0.724956,0.086171,-0.941117,-0.08322,0.259363,1.508615,0.342231,-0.121697,-1.229386,0.168406,-0.803329,-0.439601,0.289646,0.239798,1.33847
-2.045597,-1.556985,-0.74197,-0.980687,-1.002951,1.561941,1.333945,1.449169,1.357223,1.094569,0.117522,-1.791158,-1.650171,1.564772,1.623319,-0.065445,0.302942,-0.358363,-1.014046,-0.748069,-1.163067,-1.338279,-1.168893,-1.395423,-0.977059,0.764607,-0.629175,-1.153638,0.238701,0.815624,-0.807248,-0.302778,1.515025,1.437917,0.645883,-0.143778,0.125469,1.257437,0.148983,1.458017,-0.270481,-1.038061,1.150441,-0.914535,-0.710295,-0.008555,-1.334089,-0.100822,0.334238,0.252683
-1.420065,-0.844569,-0.283144,-1.236519,0.673101,-1.650905,-0.77722,0.258956,1.421021,-0.625061,-0.176547,-1.63514,-0.698509,-1.465764,-1.627304,-0.368355,1.076424,-0.930541,1.443201,-0.709997,-0.716214,0.277966,-0.251831,-0.609233,-0.339053,-1.732977,1.074629,-0.141819,-1.43458,-0.013352,-1.527583,0.437328,1.434772,1.439257,-0.57424,-0.863184,-0.29767,-0.125972,-1.381208,0.765995,1.06762,-1.636504,-1.430104,-0.427776,-0.724516,1.019798,0.092441,0.254096,-0.769109,0.627074
