f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
-1.667118,-1.277491,-1.485153,-0.058077,-0.879254,0.830933,1.002327,-0.702789,-0.064775,-0.823675,-0.705562,-0.1267,1.684586,-0.085052,1.357935,0.842391,-0.913272,0.836363,-0.91452,-1.319655,-0.916998,-1.019551,1.459573,-0.814643,-1.614645,0.818839,0.943206,0.573383,1.442671,1.62333,-0.110749,-0.58572,-0.994521,-1.383118,0.67002,0.841329,-1.741698,-1.293481,1.128429,0.550874,1.023166,1.42111,1.2423,-0.292971,-0.494293,-0.764362,-0.724225,-0.786668,0.049343,1.496912
1.4744,1.115931,-0.350867,-0.399088,-0.061593,0.582586,-1.037743,-0.694355,1.060788,-1.118708,1.362604,1.390776,-0.800717,-1.186264,1.646944,-0.322356,-0.509919,1.027672,-1.45106,1.059148,-1.481909,-1.103409,-0.505605,0.65163,-0.81603,0.577195,-1.223335,-0.890275,-1.300118,0.410453,-0.286491,-0.394782,0.163481,1.332905,-0.650322,-1.552569,-1.478667,0.663201,1.536139,0.017615,-1.619039,-1.447816,-0.866074,1.018275,-0.539596,-0.621458,-0.809924,1.356151,0.294559,-1.536547
-0.140892,-0.763097,0.608506,0.282402,0.036226,0.570201,-0.26407,-0.064727,0.522772,-0.898932,-1.097711,-0.797112,0.096495,-1.697915,1.66894,0.002364,-0.873584,-0.390778,-0.972764,1.587108,0.397829,-0.855646,-0.955121,-0.858791,-0.818519,0.724638,-1.004713,0.947937,0.639577,1.790606,-0.136872,-0.02002,-1.442921,0.236794,1.501168,-0.490109,1.542596,0.144798,-1.523616,-0.007349,0.902995,1.459007,-1.686154,1.070715,-1.591846,-1.505017,-1.263798,-0.851831,0.35442,-1.195727
0.356646,0.876861,1.72791,0.841976,1.075969,-0.701849,0.711242,-1.214421,-0.441393,-0.735923,-1.662341,-1.506708,0.079619,-1.116783,0.594067,-1.291834,1.542004,1.615238,0.51459,-1.047072,1.09723,1.51087,0.115613,-0.765751,1.58221,1.65572,1.175821,0.962923,-0.856122,0.509665,-0.589824,-1.57617,-1.038552,1.541094,1.664885,-1.146803,1.369762,-1.703129,-0.368554,-0.722384,-0.444455,0.590123,0.81303,-1.595224,0.516368,0.59577,-1.395646,1.674248,-1.284164,-1.670572
1.297885,1.700581,2.437561,0.775741,2.588067,-1.469818,-0.045324,0.384676,-0.650612,-0.247826,-0.252247,1.482145,-0.939705,1.212414,-0.643265,0.871877,-1.393676,0.812374,-0.682393,-0.012198,0.461669,1.27517,0.848155,-1.136407,-0.557395,0.901619,0.150488,-0.720333,1.264754,-0.714087,-1.203487,1.673546,-1.476982,0.318103,0.431348,-0.784338,-0.467623,-1.100197,-1.642691,0.548569,-1.104689,-1.417591,-0.362859,-1.078733,0.990359,-0.829611,-0.554729,-0.577132,-0.455003,0.94185
0.929535,0.423361,0.352073,0.782559,0.319993,-1.51517,-1.198721,0.216,1.017728,-1.331878,-0.256181,1.131964,1.590601,1.063794,-0.175758,-1.484572,1.513144,1.01403,1.446709,0.91661,1.526662,1.585547,0.029072,1.68998,1.197599,-0.79129,-0.243248,-1.570094,-1.630497,0.252286,0.215574,1.110073,1.356977,-0.192345,-0.891963,1.686294,-0.437294,-1.621834,-0.33192,0.325553,0.820742,1.419313,-0.152125,0.856867,-0.761666,-0.913937,0.902342,-0.107776,-0.785937,-1.414818
0.568877,0.523665,0.481668,0.228245,0.220106,-0.117868,-0.997218,1.445979,-0.106224,0.289044,-0.253976,0.956055,-0.786666,-0.408482,-0.379052,1.594269,-0.440987,0.383601,0.852485,0.355656,1.625601,1.179822,1.5393,0.181474,-1.402093,0.610466,0.729784,1.656956,-1.570037,-1.317647,-1.26138,1.325384,-0.053039,0.586861,-0.355673,0.085738,1.236982,1.463084,0.949836,-0.204263,-1.466389,-1.242866,-1.435732,-1.117008,0.259224,0.460805,0.148635,-0.851171,-1.067786,-0.777242
0.024956,0.657306,0.423237,0.047519,0.204749,0.083189,-0.127729,1.152271,0.774995,0.065344,1.049049,-1.739651,1.464956,1.616717,0.155637,-0.35118,-0.796326,-1.016297,-0.143024,0.885593,-0.279737,0.784743,-1.243738,1.655133,0.47995,0.282714,-0.834069,0.694425,1.590815,1.489638,-0.541731,-0.976151,-1.397262,0.296663,-0.743184,0.580365,-0.450648,-1.074224,0.451116,-1.302079,0.848473,0.427247,0.190175,1.217044,-0.424593,-0.640214,-0.933116,1.654911,-0.403901,-0.992863
-0.130595,-0.294705,0.290775,-0.674998,-0.160223,-0.432172,-0.37398,-0.310385,-1.024937,0.028834,1.035915,-0.357701,-1.680513,1.637444,-1.478755,-1.47303,0.828785,0.430863,0.326914,-1.127712,1.07835,0.967939,1.520929,-1.163151,1.518121,-0.59541,-1.333517,-0.150306,-0.990891,0.910749,0.25984,-0.206955,-1.054606,0.181625,-0.088011,-0.211107,-1.181078,-0.305871,-0.155843,0.077123,0.288707,1.39505,1.801308,0.350126,0.430591,-0.153736,0.032479,-0.805284,1.400271,-0.820577
-1.22486,-1.219379,-0.486407,1.14925,-0.789735,-0.313095,-0.530781,0.142783,0.40243,-0.387548,0.356941,0.028478,-1.497098,-0.498974,-1.604403,-1.393228,0.359074,-0.421376,-0.131708,0.042413,0.394494,-1.617706,-0.918238,0.012355,0.108021,-0.963831,0.484635,-0.480909,1.02666,0.378347,-0.905757,0.737131,-1.085175,0.435045,-1.010967,-1.463794,0.215773,-1.389719,-0.573886,0.626118,-0.029756,0.598822,-0.039036,-0.331215,-0.713407,-0.496025,-1.179658,-1.302052,0.636804,1.700177
-1.053801,-1.404771,-0.892894,-0.538953,-0.828713,-1.113937,-0.908879,0.413097,1.099771,-1.387716,-0.991626,1.117443,1.093537,-0.150104,-0.736542,0.861738,-0.519248,1.199073,0.521784,-1.449532,0.713454,-1.658346,-0.301895,-0.902656,1.380697,-1.003343,0.53618,-1.659318,-1.592022,1.159524,-0.711756,-0.151019,-1.555993,-1.340339,1.752749,-0.583849,-1.687381,-0.358098,-0.851784,-0.490018,-0.581379,-1.343137,-1.530862,0.392371,1.232123,1.246578,-1.574017,0.958724,-1.26616,-1.151398
0.848008,1.177607,1.854189,0.552637,1.81312,0.635228,-0.394731,0.645437,0.175677,0.365878,0.080256,-0.242034,1.592821,1.219194,1.270269,0.971271,1.392627,0.225637,-0.694611,-1.134038,0.534515,1.458588,-1.057577,1.573588,1.412054,-0.35596,-0.125845,-1.307917,0.890486,-0.158023,-0.320014,-0.806953,1.16626,-0.667615,0.469608,-0.920046,1.140523,0.736596,0.825646,1.326353,-1.15403,-1.707092,-1.003076,0.812687,0.680237,0.611569,0.834836,-0.666827,-0.709169,-1.392122
-0.377128,0.249618,-0.323703,-1.372243,-0.29828,0.627261,-0.485143,-1.005383,-0.610682,0.028179,-1.096011,1.200327,-0.678767,-1.298094,1.095462,-1.434712,0.383635,0.280742,-0.795422,0.549753,-1.385243,1.65473,-0.042905,-1.085305,-0.124313,0.443588,-0.367141,1.41564,0.270145,-1.173314,1.440153,-0.273864,0.05948,0.28195,0.216187,1.462175,0.834225,-0.945287,-1.376827,0.074362,-0.901749,-0.154187,1.263988,-1.615694,0.938615,-0.648938,-0.641842,1.454182,-1.542431,0.147349
-0.530031,-0.276749,-0.131859,-1.599705,-0.323403,1.241922,-0.570978,-0.873907,0.148568,0.183075,0.539914,-0.275261,-1.563461,1.115832,0.946849,0.785979,1.674753,-1.619077,1.175094,1.518942,-1.301908,-0.607981,0.315129,-0.886793,1.037563,1.25868,-1.233965,-0.881177,-0.966709,-0.854782,1.686014,-1.467553,-0.988915,-0.692922,0.137463,-0.724424,0.378777,1.717129,-0.260836,1.477091,1.387588,0.306252,1.573127,-0.058426,-0.693808,0.994292,1.705371,-1.372152,1.355895,0.830787
-0.062196,-0.578446,-0.382978,1.116575,-0.330945,-0.231778,1.228499,1.626238,1.467859,-0.988235,-0.131119,-1.329455,-1.179552,-0.998458,1.623459,0.399902,-1.227349,1.311889,-0.53741,1.551864,1.032041,-1.330176,1.415078,1.15146,-1.13771,0.57016,-0.473475,-0.562207,-0.516332,1.66208,1.164809,-0.099987,1.155254,1.239294,1.474747,-0.456533,0.949071,1.495012,0.135909,0.546415,-0.235249,-1.243819,1.337076,-0.939278,-0.424429,0.945687,0.65247,0.909277,0.316852,-0.704162
-0.215979,-0.689949,-0.270303,-0.676149,-0.185811,-0.970453,0.267031,-0.953482,-0.147191,-1.523173,-1.511812,-0.015897,0.917923,0.916369,-1.150122,0.486223,-0.413196,1.028744,-0.100555,0.966656,-1.383802,-0.922443,-1.571909,-1.389012,0.313091,0.545375,0.970365,-0.733416,-1.334673,-0.656492,-0.24063,-1.484772,-0.955499,0.769803,0.041489,-1.424255,1.38857,0.346709,-0.065336,-1.451815,-0.804735,1.432314,-0.679392,1.559933,0.91453,-1.508803,-0.658244,-0.451294,0.719115,-1.438032
1.518068,1.605091,-0.465738,-0.88142,-0.594641,0.05078,0.739817,-0.904287,0.705193,-0.78137,0.258125,-1.067179,-0.889495,-0.88927,-1.039699,-0.241645,0.39427,-1.695929,-0.891923,-0.955233,-0.141117,1.623939,0.993737,0.402969,-1.407921,1.601472,-0.166743,-0.940698,0.119131,-1.633017,-1.176623,-1.161408,-0.188742,-0.679051,1.238086,1.648961,0.012554,-0.20227,0.026447,0.511406,0.78589,-0.365907,-1.07511,-1.303799,-0.312619,0.351948,1.386815,-0.708769,-1.066942,-0.01455
-0.117319,-0.676361,-0.225493,0.640475,-0.010502,0.182021,-1.445443,-1.021017,-1.175722,1.682694,-0.529438,-0.036669,0.509809,0.70965,0.27998,-1.223001,-1.32188,-0.600784,1.251745,-0.074705,-0.022944,0.703365,-0.869028,0.571418,1.330161,-1.761479,0.115873,0.838185,0.86193,1.197274,0.980072,0.191895,0.869979,1.089032,-0.932402,0.77075,1.64077,1.218394,1.283942,1.335522,-0.01558,0.3775,-0.429303,0.665315,0.266687,0.605775,-1.631505,-0.927534,0.916145,-1.602998
1.346122,1.23135,0.877324,0.29782,1.541143,1.221371,-1.57581,1.492461,1.53083,1.710415,1.362892,0.806094,1.026777,0.261074,-1.237087,0.592498,0.974196,-1.159057,0.522144,0.259892,-1.497252,1.410159,0.737084,-1.637748,0.98754,-0.514406,0.600276,-0.350945,-0.174155,1.300929,-1.520386,0.966865,0.23035,1.057579,-0.875964,0.74837,-1.572269,1.513683,-0.467,-1.221059,0.732176,1.623746,-0.233277,1.494,-1.592059,-1.366497,0.900479,0.154774,0.697974,0.143184
-1.621005,-1.53904,0.121876,0.536037,-0.428131,0.064748,0.712905,1.105221,0.222454,1.706215,0.240713,1.282912,0.893745,1.451738,1.270261,0.791977,1.484032,-0.159754,-1.380775,-0.877314,-0.213636,-1.1454,0.799656,0.68091,-0.288517,0.174292,-1.053032,0.496573,-1.378899,-0.107041,1.27887,-1.416176,0.391165,-1.109717,-0.991788,-0.462799,-1.65115,-1.068667,0.096318,-0.354234,-1.159911,-1.207261,-0.335311,0.180095,-0.985105,-0.714815,0.681546,1.291329,1.39177,0.147766
0.211314,-0.392551,-0.344399,0.180274,-0.022388,-1.372834,0.835316,1.156953,-0.012961,1.171795,0.43211,1.452395,1.596961,-1.513516,-1.151282,1.371549,0.687898,1.173411,-0.259451,-1.322284,-1.57334,-0.466237,0.89414,-1.519252,0.390554,0.361936,0.795784,-0.60517,0.527872,-0.975203,0.795134,-1.34447,-0.629105,-0.3758,1.126074,1.199906,-1.664532,1.776314,-0.301172,1.584456,-0.506857,-1.30715,0.368125,-1.565471,1.209384,0.034255,-0.534944,1.643736,1.460568,-1.499361
1.09842,1.398947,0.978187,0.241477,1.239016,-0.240347,1.024431,-1.283648,-1.603569,-0.493149,-1.721505,1.558065,-1.611919,0.366099,0.426158,0.239979,-1.553611,0.179317,-0.680006,-0.878327,-0.022579,0.570082,1.259522,1.494869,0.604913,0.970865,0.655549,1.447791,-0.571559,0.366566,1.643514,-1.710643,-0.331429,-0.820618,1.509124,-1.432862,1.197965,0.441143,-1.43464,-1.726498,1.577409,-1.347966,-0.907453,-0.445791,-0.442281,-0.985346,1.162574,-0.339815,0.012516,-0.409965
0.074494,1.026121,-0.848763,-1.530424,-0.801872,-1.745616,-1.162584,1.393835,-0.127257,-1.480523,1.427216,-0.595454,-0.239546,-1.205966,0.508949,0.014367,-0.597695,0.772515,-0.222202,1.342879,1.063342,-0.336835,0.758356,0.095943,1.132243,-0.293603,-1.46785,-1.163186,-0.272885,0.021151,-1.370734,1.086756,-0.587562,1.035643,0.694084,-0.91493,1.635762,0.971843,-0.618528,-1.076875,1.078714,-0.372224,-0.613533,1.271921,1.780104,-0.499973,-1.306318,-0.988175,1.253654,-0.566586
-0.64684,-1.353949,-0.957306,0.674864,-0.512543,-1.266994,0.59127,-0.98621,0.974207,1.735404,0.712431,-0.885623,-1.684388,1.550908,-0.050159,1.385954,0.819585,-1.063328,0.397131,-0.970785,-0.772045,-0.526801,-0.934217,1.17401,-1.548561,-0.651235,1.080361,0.416966,-0.983329,1.297236,0.184093,1.008688,-1.666011,1.572757,1.188444,1.719987,-1.501017,-1.678422,1.501184,0.404487,1.285796,-1.495805,1.782134,-0.299474,0.155673,0.198567,-1.211492,1.448282,0.420051,1.512215
1.382685,0.884019,0.53334,-0.60374,0.840659,1.006784,-0.689799,1.475102,1.309658,-1.570294,0.767927,-0.459626,-0.936887,0.13869,-1.269544,1.23702,-1.584129,0.156235,-1.367491,1.379751,0.263065,1.348533,0.780194,-0.033604,-1.446842,1.110472,-1.111075,1.302497,-1.059981,-1.168095,-1.223212,-0.947708,-1.321486,0.554227,0.369596,-1.031274,-0.578823,0.586707,-0.185369,0.372752,1.278257,0.816624,1.422714,-1.674667,0.366862,-1.355246,0.725549,-0.395606,-1.408526,0.761492
-1.410492,-0.827912,-0.713657,-0.736251,-0.715081,0.229953,-1.629403,-0.195074,-0.655531,-0.387601,-0.356861,-0.292144,-1.178915,0.071344,1.688649,-0.88992,-1.048756,1.04944,-0.913592,-0.177603,-1.514324,-0.864097,0.423028,-1.629462,1.366214,0.294209,0.44633,1.531872,1.403456,0.077462,-0.7612,1.64942,0.755478,1.170324,-0.424986,-0.871639,0.794232,1.11624,-0.293276,0.389583,-0.004479,-1.14035,-0.772278,0.922744,-1.503921,0.870455,-0.889034,-1.573847,0.300149,1.462327
-0.766062,-0.824679,-0.072707,0.780309,-0.262804,1.387262,-0.05065,0.162222,-0.54084,0.875248,-1.396719,-1.458713,-0.736806,1.27887,-0.388651,0.909626,1.665086,-1.236059,0.311097,-0.28892,-0.366889,-0.049614,1.205462,0.566541,-0.174069,0.975633,0.979119,1.270241,-1.113084,1.286328,0.218301,-1.414155,-0.47766,0.789371,-1.65733,0.549695,-0.296605,0.016041,0.667349,0.426765,-0.950263,0.305643,1.76817,-0.190652,0.820166,1.343077,-0.813901,-1.361565,-1.498994,-0.070082
0.108559,0.072289,-1.075051,-1.632154,-0.796194,-1.297525,-1.53986,0.661607,0.436762,0.370667,0.698806,-0.238103,-1.278967,-0.856694,-1.154937,-0.201806,-0.674522,0.782971,-1.079665,-0.53311,0.49301,1.670556,-0.581614,1.693508,0.636594,0.241934,-1.324373,-0.364669,-0.232689,1.178614,-1.488086,0.212509,0.898981,0.074141,-0.83214,1.025842,0.245278,1.596635,1.628717,-0.651362,1.476758,-1.702668,-0.051773,-0.515307,-0.580182,1.091323,-1.623454,-1.070366,1.067085,-0.729514
0.220256,1.104435,1.914132,1.178431,1.190602,-1.089217,-0.076736,0.95729,0.312025,-0.887342,0.971134,1.172265,0.70122,-1.691728,-0.66147,-1.282668,-0.575749,-1.002682,-0.276448,-1.111904,-0.204061,0.406234,-0.339887,0.423962,1.108258,1.414715,-1.448057,-1.484771,-0.263863,-1.34097,0.440078,1.311879,-0.835023,1.266679,-0.556518,0.422835,-0.01168,1.20545,-1.38289,1.59501,0.043591,-0.237442,1.646823,-0.799788,-1.540967,-0.716405,0.390628,-0.236935,-0.120456,-0.790491
0.576828,1.379959,1.388649,0.632455,1.121061,-0.025497,1.479931,1.250988,-1.149443,-0.437251,-1.05293,0.841819,1.091958,0.666342,0.410223,0.487625,0.869992,-1.422907,-0.572234,-0.628629,-0.629472,1.188214,1.657343,0.927051,-0.596617,-0.432859,-0.529366,1.264517,0.393893,-1.692925,-0.533296,-0.826446,0.332903,1.079528,1.355665,-1.358756,0.264987,-1.584537,1.18426,-1.015597,-0.825771,1.679046,-0.515712,-1.771914,0.518086,0.3368,0.40841,1.627929,-0.406292,0.763709
1.019703,1.12853,1.382535,1.253376,1.203817,1.251744,-0.947734,-0.604787,-0.068602,-1.020605,0.700759,0.269229,0.320924,-0.491808,1.628201,0.610982,-0.878077,-0.785119,-0.700216,0.769695,-0.953442,-1.672971,-1.269919,0.776614,1.125998,0.40819,-1.454799,0.750983,0.514889,-1.641386,1.087743,0.405918,-0.798973,0.755992,-1.063044,-0.409234,-0.046135,-0.546966,0.744941,-0.018537,0.966772,0.185107,-0.454486,0.014001,-1.591415,-0.183486,-0.864782,-1.552759,-0.144967,0.588863
-1.076909,-1.286844,-0.310064,0.780641,-0.706633,0.245543,-0.265796,-0.493131,-1.082114,-0.364831,-1.24425,0.092598,1.691812,0.790253,-1.215149,0.06489,-0.619302,0.493344,0.010343,-0.658291,-0.425716,-0.257928,0.514934,-0.516971,-1.328441,0.103754,0.288317,-0.385314,-0.449986,0.331612,-0.168887,-0.008677,0.949252,1.480622,0.743535,0.756226,0.573892,1.535115,1.11937,1.536183,-1.604614,-1.593915,1.349391,0.530879,-0.629134,0.919229,-1.128212,-0.989123,-0.135507,1.354022
1.633358,1.59261,1.270412,0.11386,1.710288,1.177076,0.427852,-1.537606,0.32239,0.229732,0.83072,-0.418359,-0.962041,1.10142,0.135589,1.181917,-0.078362,-0.158486,1.071357,1.498608,-0.522551,0.161617,0.475785,-0.168399,1.178177,1.319727,-0.684005,-1.229435,1.118959,-0.223221,0.069633,-1.210324,0.081156,-1.665362,0.354037,-0.96729,0.865741,1.622482,1.512798,-0.288262,0.260706,-0.838805,-0.085602,-1.141507,1.446334,1.487034,1.377269,1.492314,-0.324493,0.987215
-0.511944,-1.207671,-0.527123,0.941334,-0.431636,-1.169314,1.689542,1.603418,1.613837,0.859536,0.085914,-1.621165,1.463952,1.493897,-0.542487,1.51674,1.00387,1.655195,0.712909,1.004991,0.593393,0.418693,-1.545067,0.149794,-0.349857,1.460282,-1.648073,0.69053,-1.252288,1.56399,0.279255,-0.415154,-1.63322,1.249325,-0.722445,-1.465545,1.336441,-1.569466,-0.796734,1.522087,0.847579,0.758724,-0.857739,-0.951412,1.377692,-0.345765,-1.393747,-0.540169,-1.241987,-1.459639
-0.97983,-1.590865,-1.067654,0.782396,-1.216497,-0.443856,1.681278,0.363885,0.429472,-1.452638,0.842587,-0.668025,1.125603,-0.270729,0.242478,-1.488331,-1.587784,0.56358,0.183736,-0.516701,-0.13797,1.533026,0.887756,-1.206681,-1.15094,-0.323659,1.115613,1.435151,-0.676411,0.431266,1.074133,0.82325,-0.499851,-1.453197,-0.398271,-0.027347,-1.026594,0.470927,0.214341,1.437931,-1.516932,0.408208,0.523112,-1.383805,-0.510159,1.510764,0.774866,-0.728381,-1.044803,-0.30725
0.489842,0.263022,-0.157213,-0.894888,-0.295743,0.904473,0.862003,0.158162,-0.720427,-1.348017,-0.843543,1.153515,1.21835,0.152824,-0.541994,1.753462,-0.195852,-0.366184,1.652027,1.091244,-0.635085,1.431276,-0.791561,1.143209,-0.465823,0.197953,1.496888,-1.192375,0.210913,-1.333996,0.812114,-0.631418,1.403765,-1.714758,-1.197925,-0.251131,0.483515,0.857809,1.507162,-0.096111,-0.299804,-0.62203,0.060251,1.352896,-0.719244,-1.208057,0.926466,-0.089258,0.523456,-1.263333
1.243999,1.374694,0.965322,0.056631,1.389177,-1.340408,1.630847,1.592379,0.155618,1.375182,-0.588732,0.003363,-1.155001,0.570694,-1.308239,1.073986,-0.860298,-0.86601,1.481681,-0.149272,-1.402153,1.715794,1.033885,1.481589,-0.469032,1.524964,-1.19761,-0.354026,-0.067468,1.642687,-1.503129,1.328524,1.287317,1.366354,0.282844,-1.490863,1.445034,0.059974,-1.129689,0.813714,-0.901659,0.297739,1.393337,1.116569,-0.104962,0.423161,-0.248634,-0.414968,-1.01949,-0.983717
-1.083788,-1.615049,-1.564657,-1.654166,-1.073942,0.65777,1.339578,0.950431,0.917611,-1.230209,-1.208069,1.370725,0.118978,1.71726,-0.668874,-0.173161,1.522366,1.051725,0.911651,-1.357628,-1.556119,-1.137641,-0.232267,0.648761,-1.503236,0.327126,0.02231,-0.210118,0.046235,-1.635767,-1.672745,1.045158,1.604505,1.425001,-0.450762,0.231322,0.587647,-1.095427,-1.631429,-0.975733,-0.971987,-1.471117,-1.156374,0.359061,0.018287,0.70394,-1.193162,-0.886834,-0.75073,0.472025
