f1,f2,f3,f4,f5,f6,f7,f8,f9
261325,582737,0,1,77,1,1,1,0
196970,-190655,0,3,50,5,0,0,0
238857,-405651,1,5,37,2,0,1,0
34017,-168251,2,4,33,2,1,0,1
123667,458574,1,1,54,3,0,1,1
196937,-908509,2,2,50,3,1,1,0
273517,-381823,1,1,25,1,1,0,1
120723,-497988,1,2,31,2,1,0,0
36308,985448,0,3,33,1,1,1,1
253470,-807593,0,3,85,3,0,1,1
164544,-862568,2,5,43,4,0,0,0
23364,799139,0,5,79,4,1,1,1
16597,195542,1,1,24,2,0,0,0
290691,550445,0,2,21,1,1,0,0
262108,998416,1,3,41,4,1,0,1
7673,232530,0,1,86,2,1,0,1
166154,-359718,2,0,20,2,0,1,0
190161,-450855,1,2,69,0,0,1,1
43040,198330,0,0,34,4,0,0,0
270639,889292,2,4,100,5,1,1,0
26499,-236888,0,4,100,5,1,1,1
97915,773185,2,2,91,0,1,0,1
25374,-789795,0,0,105,5,1,1,1
259502,-159724,2,1,101,3,1,1,1
298548,-139234,0,0,62,2,0,1,1
22564,885633,1,1,20,2,1,1,0
224496,-314505,2,5,101,0,0,1,1
203924,42745,2,4,101,2,0,1,1
69298,-593179,0,3,80,0,1,1,1
163328,153024,0,2,82,0,1,0,1
32075,944292,1,1,77,2,1,0,1
105882,-623824,1,2,22,3,0,1,1
178409,5036,2,0,69,0,1,0,0
19373,-115780,1,0,36,0,0,1,0
77522,102996,0,5,86,0,0,0,0
296642,942157,1,0,75,0,0,0,0
113140,529624,1,5,38,5,0,1,0
254366,-622995,2,3,30,4,0,1,1
13093,77757,1,2,72,2,1,0,1
277176,546430,0,4,77,5,1,1,0
257376,-423819,2,4,46,0,1,1,0
285706,-626849,0,2,92,3,1,1,1
282321,-360451,1,5,100,4,0,1,1
206620,327040,0,5,91,4,0,0,1
296785,779184,1,1,89,4,0,1,1
229061,-501536,2,5,69,0,0,0,0
101215,322673,2,0,59,2,1,1,1
100974,-813678,0,2,39,1,0,1,1
52566,-988427,1,2,73,0,0,1,0
38798,-85916,1,3,64,3,0,1,1
138189,160699,1,0,88,5,1,1,0
281737,244382,2,3,101,1,1,0,1
2808,-428,1,3,57,5,1,1,0
214242,-249444,1,3,50,3,0,1,0
154725,-949828,0,5,20,5,1,1,0
261653,268140,1,4,53,2,1,1,1
147267,959385,1,4,24,1,0,0,1
87271,-919843,2,2,105,3,0,0,1
55643,-78079,1,5,75,0,0,1,0
225938,421635,2,2,39,3,0,1,1
144741,90861,2,4,65,2,1,1,0
19326,85488,0,5,52,0,0,0,1
89126,634277,1,0,37,3,0,1,0
75413,-681544,1,2,36,2,0,1,0
289378,-598087,2,4,51,1,1,0,0
199681,-732765,0,3,36,2,0,1,1
167963,-243890,0,2,92,4,1,0,0
154817,-736638,0,3,46,5,0,0,1
227767,391495,0,1,69,2,0,0,1
4120,-820956,1,1,63,0,0,0,1
110341,-170580,2,1,93,0,0,1,0
43133,-191680,0,0,84,2,1,0,1
156302,-514767,0,4,26,0,1,0,0
174227,576098,0,2,56,0,0,1,1
176708,-355924,1,5,69,2,1,0,0
198590,535510,1,4,40,1,0,0,0
490,630184,1,5,57,1,0,1,0
197236,-83586,2,1,52,0,0,0,0
38225,-615113,0,0,27,3,0,1,0
4338,930708,2,4,88,0,0,0,1
221093,189150,0,2,60,4,1,0,0
15103,32148,1,1,31,1,1,0,1
141743,-846450,2,1,72,0,1,0,0
101034,984867,0,5,61,4,0,1,0
206632,610527,2,1,29,5,0,1,0
254469,-224440,0,5,91,5,0,1,0
238290,-449582,2,0,80,0,1,1,0
77506,876044,0,3,24,4,0,1,0
115253,160532,1,0,49,3,0,0,1
34115,673353,2,4,23,4,1,1,0
276093,94528,0,4,82,1,0,0,1
160685,707971,2,4,19,0,0,1,1
288968,-211093,2,1,25,0,0,1,1
92449,160055,0,0,89,3,1,0,1
215128,760261,2,4,38,3,0,1,0
95048,251786,1,3,93,1,0,1,0
15173,-895090,0,1,42,0,1,0,1
277541,-775908,0,5,63,2,1,0,1
281712,-751805,0,2,38,1,0,1,1
73899,-949349,0,5,33,1,0,0,0
246418,-69030,1,0,51,4,0,0,1
33401,619993,2,3,51,3,0,1,1
111874,300583,0,2,46,3,0,1,1
109652,985302,1,5,87,0,1,0,0
21124,-469399,0,4,100,5,1,0,0
158376,464789,1,1,55,5,1,0,0
255916,848744,2,3,79,2,0,0,1
121090,270171,0,1,46,4,0,1,1
79242,978259,1,1,64,3,1,0,0
182832,201229,0,0,103,3,1,1,0
117765,152579,0,2,67,5,1,0,1
184691,981581,1,5,29,3,1,1,1
195660,-656380,0,5,84,0,0,0,0
152800,960463,2,2,104,1,0,1,1
197243,-259522,2,3,32,4,1,1,0
17360,-743456,2,1,56,0,1,1,0
38836,-694939,1,0,30,3,0,1,1
75289,-760028,0,3,80,2,1,0,0
156475,37121,2,4,97,2,0,0,0
154850,846122,2,5,87,3,1,1,1
206154,121704,2,1,104,4,1,0,1
287490,324677,0,1,56,2,1,1,0
112362,969322,2,3,51,4,1,0,1
118805,-952535,0,2,70,5,1,0,1
243999,-542113,0,2,32,2,0,0,1
3053,725838,0,4,87,5,1,1,1
176444,-911097,1,5,42,4,1,0,0
234252,-949315,2,0,67,1,1,0,0
109687,-473327,2,5,84,2,0,0,1
220331,-696508,0,4,69,1,0,0,1
92331,909360,2,4,73,1,1,0,0
246215,-234632,2,4,34,0,0,0,0
184941,-945015,0,3,93,0,0,0,1
258049,-505412,1,3,95,5,1,1,0
273506,-687525,2,2,69,2,0,1,0
256608,-97731,1,5,105,0,0,0,1
14193,-401626,2,2,27,2,0,1,0
180406,-238327,1,5,102,0,1,0,0
144217,-488672,1,0,65,4,1,0,0
153930,494379,1,2,40,0,0,1,1
52243,-898873,0,5,102,1,1,0,1
36630,860777,2,5,86,0,0,1,1
29291,66969,2,1,65,5,0,0,1
165899,-793472,2,0,21,2,0,0,0
290856,-557498,0,4,51,4,0,0,1
157710,683066,0,3,97,5,1,0,1
288902,-600704,0,3,23,1,0,0,1
205704,123093,1,2,90,1,1,0,1
30966,-449143,2,4,94,2,0,0,1
208935,-947247,1,4,39,2,0,1,0
205692,-305248,1,1,82,4,0,0,0
36659,-21755,0,3,104,2,0,1,0
129274,670779,0,1,51,0,1,0,0
100820,458622,0,3,27,4,1,0,1
74900,314435,0,5,43,4,0,1,1
129492,-688672,2,1,29,2,1,0,0
43077,-959878,1,4,38,0,1,0,1
64672,754603,0,5,64,2,0,1,1
170346,495623,0,1,65,4,0,1,0
148836,-683219,2,2,67,2,1,1,0
170736,-547044,2,5,65,4,0,1,0
153957,-860777,2,2,21,0,1,0,0
264587,120313,0,0,80,3,1,0,1
13417,-959440,1,0,47,4,0,1,0
206164,-32724,2,1,52,4,1,1,0
149858,-234826,2,1,71,5,1,1,1
257257,838257,0,3,97,5,0,1,1
229943,760252,2,1,67,1,0,1,1
260055,802855,2,1,94,1,1,0,1
2018,696325,1,3,73,2,0,0,0
288754,-387789,0,5,99,2,0,0,0
212358,-607134,2,2,60,5,1,1,0
235178,-22992,0,0,55,2,1,1,1
139045,-728276,0,2,44,5,1,1,1
153971,42200,1,3,76,0,1,1,0
212736,358353,1,4,37,2,1,0,1
161541,-526601,0,2,59,2,1,1,1
236393,-128169,2,1,23,2,0,1,1
119075,-989833,0,4,48,4,0,0,1
131355,460265,1,1,103,0,1,0,1
294254,724619,0,5,103,3,1,1,1
278838,-518499,1,2,103,3,0,1,0
32693,-299638,1,5,50,4,0,1,0
229092,833796,2,3,98,1,1,0,1
70591,-986287,0,4,36,1,1,1,1
169863,537778,1,1,67,0,1,1,1
222692,148167,2,4,105,3,1,1,1
82325,53270,2,3,28,4,1,1,0
245926,948821,1,0,76,1,0,0,0
144822,-978515,1,2,103,4,1,0,1
120085,-8056,2,5,88,0,0,1,0
232141,872579,0,5,69,5,1,1,1
260431,-159905,1,4,56,5,1,1,1
219374,-629029,0,1,18,4,1,1,0
3748,-924866,2,5,49,4,1,0,1
244645,619131,1,5,85,0,0,1,0
106444,-133773,2,1,93,4,0,1,0
298364,195598,0,2,45,0,1,0,0
28551,163763,0,4,20,2,0,1,1
297206,-82809,2,1,37,1,1,1,0
212433,-808216,1,3,20,2,1,0,1
117730,-54651,2,2,104,3,0,1,1
156134,582329,1,3,88,1,0,1,0
66536,136220,1,3,29,2,0,1,0
243971,-959200,1,5,64,2,0,0,1
244608,10431,2,3,54,2,0,0,1
2488,73466,1,1,29,0,1,0,1
81567,-24440,0,5,76,4,0,0,0
141592,-394474,2,5,95,4,1,1,1
84442,508306,0,0,61,1,1,0,1
209235,316489,0,3,95,5,0,1,0
84147,-242712,2,3,102,1,0,0,0
253084,-347310,2,4,69,1,1,0,1
61652,-851655,1,2,43,0,0,1,0
1075,28413,2,2,55,4,0,0,1
108921,250278,1,3,40,4,0,1,0
264,706896,0,5,25,5,0,1,0
180234,-970048,0,2,60,4,0,0,1
157845,-233206,0,4,28,0,0,1,0
1418,634040,2,3,61,4,1,1,0
244938,-169661,0,2,69,5,1,0,0
89800,410374,2,5,65,5,0,1,0
246267,-724724,2,2,87,2,0,0,0
235094,-115596,2,2,73,5,0,1,0
280465,-556161,1,1,35,0,0,1,0
260863,-848836,0,3,48,4,1,1,0
23149,568089,2,3,39,1,1,1,1
178386,276652,1,4,101,0,0,0,1
267907,-100608,2,2,98,3,1,1,0
210527,-840896,2,4,80,3,1,0,1
100603,14806,1,5,101,3,1,0,1
232189,925294,0,1,37,2,1,1,0
278836,239663,0,1,101,1,0,1,0
65298,-908585,2,4,51,2,0,0,0
109129,-257620,2,1,38,5,1,0,0
294359,-434206,0,4,21,4,0,0,1
162824,941362,1,4,35,3,1,0,0
117197,673262,1,1,38,3,0,0,1
296248,-800686,2,1,47,3,1,1,1
96645,591443,0,2,35,0,0,1,1
219304,652563,0,5,35,4,0,0,0
224462,502534,0,4,39,3,1,1,0
14536,-934016,0,0,31,0,1,0,0
84410,-9078,0,0,102,4,1,0,1
277802,-829941,2,4,93,0,1,0,0
218086,-188477,1,0,40,3,0,1,1
253977,-154143,0,0,48,3,1,1,0
40205,575137,0,3,70,0,1,0,1
295840,904853,0,4,76,1,1,1,0
87507,-158453,2,1,56,3,0,1,0
106755,898140,1,0,44,2,1,1,1
182594,-745045,1,3,32,2,0,0,0
227362,-793119,1,0,38,5,1,1,0
51422,-506994,2,2,30,5,0,0,1
159101,-261762,2,5,49,3,0,1,1
21716,244503,1,2,71,1,0,0,0
104948,-542107,0,1,74,1,1,1,1
114435,-937147,2,0,43,2,1,1,1
82421,618505,1,2,33,0,1,0,0
23186,-315841,1,4,65,5,1,0,0
267153,160712,2,3,90,5,1,0,0
177223,-635180,1,0,77,3,0,1,0
139031,-328079,1,0,87,3,0,1,0
206495,-253254,2,4,59,1,0,0,0
121691,-662801,0,0,70,1,0,1,1
215330,-299724,2,3,68,3,1,1,0
126128,897214,0,2,47,1,0,0,0
170972,194237,2,3,64,4,0,1,0
33547,353240,2,2,21,1,0,1,1
82911,-924651,2,4,83,2,1,1,0
164337,-949082,2,2,19,0,1,0,0
245949,447590,2,1,26,0,1,0,1
238384,652641,0,4,60,3,0,1,0
286773,845681,2,2,94,1,1,1,0
156210,983107,2,5,99,2,1,0,0
194824,-564853,2,5,62,5,1,0,1
239303,990075,0,2,71,3,1,0,1
194935,359353,0,1,18,3,0,1,1
81826,-177427,2,3,27,5,1,0,1
154528,289471,1,4,57,3,0,1,1
17175,-292961,0,5,92,4,1,1,1
204861,-194267,1,5,102,1,1,1,0
12693,-46325,1,4,76,1,1,1,0
254495,-411697,0,1,32,4,0,0,0
220461,-246624,1,5,30,0,1,0,1
117368,-26091,1,1,96,0,1,0,0
29958,266524,1,4,22,2,0,1,0
237466,-328701,0,3,65,1,0,1,0
162221,-626796,1,5,36,1,1,1,1
108532,-27879,1,1,57,3,1,1,0
260909,279015,0,3,61,4,0,1,1
270562,280575,0,1,63,0,0,0,1
184466,-877445,1,5,96,2,1,1,1
178785,599448,1,3,67,3,0,1,1
248299,758183,1,4,50,1,1,0,0
137468,393672,2,3,39,0,1,1,0
159843,829341,0,1,77,4,1,0,1
59406,-758380,1,4,24,0,0,0,0
69766,529901,0,1,33,3,1,1,0
228925,11615,1,5,80,0,0,1,1
228576,703510,0,0,24,3,1,0,0
94844,344934,2,2,44,3,1,0,1
285196,-751620,0,0,27,4,1,1,1
19126,-820606,0,4,68,1,0,0,0
194783,-592854,1,3,18,3,0,1,0
260606,231165,1,0,101,5,1,0,0
246599,406456,2,0,97,5,1,1,1
220443,-565435,1,5,102,5,0,1,0
19627,773870,2,4,80,5,1,0,1
114693,-68565,0,1,37,4,0,0,1
237442,-360717,2,0,72,4,0,0,1
120949,728261,2,1,20,3,0,1,1
267461,-290422,1,1,98,0,1,1,1
113591,477584,1,3,28,4,0,1,0
116951,560163,0,5,50,1,0,0,1
266989,-796477,1,0,45,4,1,1,0
83484,75198,0,0,100,0,1,0,0
91102,855371,1,1,40,4,1,1,1
197501,-982507,0,0,27,1,1,1,1
270008,-993200,1,1,92,2,0,1,1
104197,-507272,2,1,62,1,0,0,1
31307,439001,1,4,66,5,0,1,0
150777,383745,1,3,47,0,0,1,1
255838,958443,1,2,75,0,1,1,0
148050,-520294,0,2,42,1,1,0,1
180568,-9859,2,4,47,1,0,1,1
201742,-866541,1,1,47,4,0,1,1
164018,254442,2,0,32,0,1,0,0
244231,-830256,2,0,42,4,1,1,0
70218,-217065,2,1,55,1,0,0,0
234901,-773242,0,1,80,2,0,1,0
118915,62645,0,0,49,3,1,0,0
223577,-116014,0,4,43,0,1,0,1
250718,-511594,0,5,65,4,0,0,1
75082,853800,0,4,20,1,1,1,1
35860,-856096,0,0,47,0,1,1,1
187504,-354756,1,0,43,5,1,1,1
255456,445245,1,2,36,3,0,0,1
164922,-320332,1,5,31,4,0,0,1
83914,693246,1,4,66,0,1,0,0
209961,-572802,1,4,77,2,0,1,0
15586,-255271,0,3,99,1,0,1,1
272563,-998908,0,4,35,2,1,0,1
271901,-488649,2,1,94,3,1,1,0
98731,909278,1,4,90,0,1,1,1
257863,-547380,0,4,93,2,0,0,1
222201,-821484,0,1,26,2,0,0,0
32801,901663,0,4,93,4,0,1,1
94714,-467984,0,3,89,2,0,0,0
207359,-887451,1,3,29,5,1,1,1
219152,441277,1,1,85,0,0,1,0
197254,-334452,1,1,27,2,1,1,1
139186,-40847,1,3,66,4,1,0,1
296894,-604574,0,2,61,5,1,0,0
153304,971909,0,1,99,5,1,0,0
75188,-496232,0,1,83,3,1,0,0
292595,927780,0,0,89,1,1,0,0
25139,-297791,0,5,21,4,1,1,0
114155,690745,0,0,39,2,0,1,1
195649,709884,1,5,20,1,0,1,0
43735,-426554,1,5,66,5,0,0,0
211959,-351212,0,2,46,0,0,1,1
290984,-666312,2,4,94,3,0,0,0
104925,-379992,1,0,103,5,0,0,1
140883,736544,0,1,74,2,1,1,1
8241,535966,0,5,60,3,0,0,0
205935,-533030,2,4,87,5,1,0,1
3892,673976,0,5,82,4,0,1,0
269792,941428,0,3,48,1,1,0,0
118209,-238137,2,2,97,5,0,0,0
5089,-338428,2,2,42,1,1,1,1
20369,983155,1,0,101,2,1,0,0
256919,-87829,0,3,58,4,0,0,0
10982,-981966,0,0,35,4,0,1,1
214895,-169562,1,4,21,2,1,1,1
120865,967686,0,0,88,3,0,1,1
13257,593032,1,3,61,4,0,0,0
299374,284321,0,2,75,4,0,0,0
291288,-641325,1,2,45,5,0,0,1
129786,700251,2,5,63,3,0,0,0
492,-612554,2,5,21,5,0,1,1
291713,619200,1,5,100,4,0,1,1
222580,111798,0,1,101,2,1,0,1
11003,-99440,2,4,69,4,0,1,1
57562,-989916,2,3,91,1,1,0,0
228220,-808754,1,2,86,0,1,1,0
60859,497157,2,5,70,4,0,0,0
281528,-73729,1,0,22,0,1,1,0
2096,-178657,2,0,73,5,1,1,1
28070,-962084,1,0,56,5,0,0,1
289167,-876657,0,4,25,0,0,0,1
185343,-940933,0,1,52,5,1,0,1
261983,312913,0,2,77,1,0,1,0
12528,-437157,1,5,104,2,0,1,0
277253,254034,0,2,101,5,1,1,1
134139,737843,0,0,59,4,1,1,1
298543,843390,1,1,46,1,1,0,0
275772,-787020,1,1,52,2,1,1,1
141436,-695905,0,5,76,1,1,0,0
220644,734443,0,2,34,3,1,1,1
18004,413867,0,5,74,5,0,0,1
278695,566254,1,3,48,2,1,0,0
284241,33772,0,3,31,2,1,1,1
27289,-11362,2,3,34,5,0,1,1
113645,212183,2,4,90,3,1,0,0
100816,104685,1,5,27,1,0,0,0
114510,930683,2,1,38,0,0,0,1
186621,93208,0,5,76,3,0,0,1
58063,-774607,0,1,76,2,0,0,1
134751,-850458,1,0,100,5,1,1,1
55340,-58095,2,4,56,5,1,1,1
270108,-227548,1,5,104,1,0,1,1
234708,-514354,1,0,35,3,1,1,0
173559,-184908,1,4,29,0,0,0,1
6143,-930231,1,1,57,1,1,1,0
86079,469858,1,5,27,1,1,0,0
213754,-999994,2,2,54,1,0,0,1
269221,-929940,0,4,49,3,0,0,1
291862,-373448,1,4,56,4,0,1,1
282589,-412372,2,0,89,2,1,0,0
134376,352116,0,2,86,1,1,0,0
201077,842986,2,2,85,4,1,0,0
298488,279571,0,3,90,1,1,0,0
242963,-11301,0,5,18,2,0,0,0
140648,-317192,1,4,64,1,0,1,0
240311,-93998,2,2,35,4,0,1,1
239476,810864,1,4,90,3,0,1,0
256319,-774613,2,4,69,4,0,0,1
180854,662126,1,1,100,3,0,1,0
68504,666366,1,1,26,4,0,0,1
115147,743429,0,5,95,0,1,0,1
137935,24108,2,4,95,2,1,1,1
20442,-859712,2,2,93,1,1,0,0
202440,-819171,1,0,19,1,1,1,0
76902,526151,1,3,98,4,0,0,0
270310,422019,0,5,71,4,1,1,1
263892,749026,1,1,44,1,1,1,0
278575,-540345,0,1,25,1,1,1,0
246569,-862784,0,0,53,4,0,0,0
123721,-51448,2,0,23,4,0,1,1
74780,835382,0,4,64,5,0,1,0
184126,-55256,1,3,98,3,1,1,1
249537,-178017,0,0,32,0,0,1,1
156470,994119,0,4,33,3,1,0,1
69197,-447303,2,4,52,5,0,1,0
186678,305753,0,5,95,0,1,0,0
226350,935457,2,3,44,3,1,0,1
71033,-248651,2,0,70,4,1,0,1
134584,-863449,1,2,45,5,1,1,0
189185,-303334,1,1,58,0,0,0,0
109381,843959,1,1,88,1,0,0,1
277105,-403252,1,0,95,5,0,0,1
29929,149035,2,1,73,4,0,0,1
108180,672123,2,2,71,2,1,0,1
134418,810683,2,2,27,5,0,0,1
203953,-703989,1,4,45,1,1,0,1
156728,796614,2,0,82,2,0,0,0
233675,130512,1,2,45,1,0,1,0
41813,986290,0,1,41,5,1,1,0
223007,-46463,1,5,38,5,0,0,0
160887,-703691,2,4,57,0,0,1,1
46156,-328191,2,2,47,0,0,0,0
49698,-994488,0,0,94,2,0,0,1
14307,-780239,2,4,46,4,0,1,0
138248,-783862,1,2,50,1,0,1,0
64392,260473,1,5,87,3,0,0,0
7994,-967282,1,4,73,5,0,1,1
221642,-430778,2,3,25,4,0,0,1
47107,322850,0,1,30,2,1,1,0
253564,-181070,2,1,37,1,1,0,0
48990,770800,2,1,33,2,0,1,0
140256,-992627,1,5,102,2,1,0,0
137953,-795552,2,2,72,2,1,1,0
160546,445177,0,3,60,1,0,0,0
51066,-900262,1,1,67,4,0,0,0
146355,155871,1,1,49,5,1,1,0
229447,876304,0,5,56,1,0,0,1
162823,133189,2,2,63,0,1,1,0
192544,727759,0,2,30,0,1,0,0
86911,475881,2,0,78,2,1,1,1
31242,-792091,1,5,24,4,1,1,0
75313,436933,1,3,61,3,0,0,1
43684,62893,0,3,23,0,1,0,0
225896,-675975,0,3,55,0,0,1,0
96540,938807,2,0,104,4,0,0,1
228731,552982,2,0,86,1,0,0,0
151040,-978353,2,2,61,3,0,1,0
131213,220194,1,5,49,4,1,0,1
186597,-597002,0,5,36,0,1,0,1
185427,-314225,0,2,70,4,0,1,0
4976,485327,2,5,57,3,0,0,0
51996,-483468,0,0,77,4,0,1,0
142655,838580,1,5,89,2,0,1,0
281423,-328037,1,4,88,2,0,1,0
5188,92694,0,2,54,3,1,1,1
291564,-36831,2,2,32,1,1,1,0
144029,-332420,0,3,90,2,0,1,0
113584,376138,2,3,22,2,0,1,0
69973,-511559,0,5,82,3,0,1,0
260689,713822,1,5,64,0,0,1,1
142108,-365041,2,5,105,4,1,1,0
59505,150818,2,1,18,2,1,1,1
44860,-679922,1,2,32,3,0,1,0
86882,-891622,0,4,24,1,1,1,1
97983,83492,0,0,23,3,0,0,0
282837,526138,1,5,29,2,0,1,0
71118,-391127,0,2,73,0,0,1,1
293636,-489629,1,2,94,5,1,0,1
145838,818945,1,1,89,2,0,0,1
139039,-441265,0,1,105,0,0,0,1
203384,-337039,0,5,62,2,0,1,0
11960,-537827,1,4,91,0,0,0,1
103282,-424248,1,4,65,5,1,1,0
189020,839546,2,4,56,1,0,0,0
83734,-146969,1,5,66,0,0,1,1
33060,452515,2,5,65,0,0,0,0
59950,-583169,1,2,78,3,1,0,1
224481,254064,1,2,47,2,1,0,0
85083,-31309,1,3,75,0,1,0,1
248173,-988398,2,4,34,1,0,0,0
16419,-63705,1,3,50,2,0,1,0
48197,-476428,2,5,68,5,0,1,1
251268,852211,1,4,78,5,0,1,1
108350,287881,1,0,81,1,0,0,0
111628,-242885,2,5,36,0,1,1,1
287556,-153101,1,5,59,4,0,1,0
50370,-999587,1,5,72,3,1,0,1
231106,-127805,1,4,57,1,1,1,0
171801,142926,2,2,59,2,1,1,1
77811,-840973,2,3,65,2,0,0,1
165052,248818,0,2,46,5,0,0,0
176994,35981,0,5,98,3,1,1,0
37445,-570376,2,3,78,4,0,0,0
250858,-766014,1,3,104,4,0,1,1
237903,-734891,2,5,97,5,0,0,1
136652,-184616,1,2,31,3,1,0,0
268343,493411,2,4,44,1,1,0,1
169714,-371190,2,4,77,5,0,0,0
110563,580213,2,2,54,2,1,0,0
263805,-784298,2,3,63,3,1,0,1
70981,762636,1,4,75,2,1,1,0
115427,-162851,2,2,21,0,1,1,0
251667,-25426,2,5,47,4,0,1,0
265378,144089,1,2,98,2,1,1,1
227152,343230,0,1,53,4,0,1,1
144297,-732844,1,1,37,5,1,0,1
176672,-609020,0,2,20,1,1,0,0
247384,200652,1,0,47,1,1,0,1
11661,828274,0,0,35,4,0,0,1
256947,613744,0,3,76,1,1,1,0
175361,254759,0,4,28,4,1,1,0
19889,-431781,1,3,33,5,0,1,1
289371,504384,0,4,71,0,1,0,0
225927,956752,0,3,48,5,1,0,1
222693,424766,0,1,92,4,1,0,0
116639,719850,2,5,30,2,0,1,0
114810,-875158,0,1,101,5,1,1,0
262610,148566,1,5,74,2,1,0,1
