f1,f2,f3,f4,f5,f6,f7,f8,f9
'girl',4,9,'White','Rural','Ridge',3,2,4
'girl',4,9,'White','Rural','Ridge',4,3,2
'girl',4,9,'White','Rural','Ridge',4,1,3
'girl',4,9,'White','Rural','Ridge',2,3,4
'girl',4,9,'White','Rural','Ridge',4,1,2
'girl',4,9,'White','Rural','Ridge',3,1,4
'girl',4,9,'White','Rural','Ridge',4,2,3
'girl',4,9,'White','Rural','Ridge',2,1,4
'girl',4,9,'White','Rural','Ridge',1,3,4
'girl',4,9,'White','Rural','Ridge',3,1,4
'girl',4,9,'White','Rural','Ridge',2,1,3
'girl',4,10,'White','Rural','Ridge',2,3,4
'boy',4,9,'White','Rural','Ridge',4,2,1
'boy',4,10,'White','Rural','Ridge',1,3,4
'boy',4,9,'White','Rural','Ridge',2,3,4
'boy',4,9,'White','Rural','Ridge',3,1,4
'boy',4,10,'White','Rural','Ridge',1,2,3
'boy',4,9,'White','Rural','Ridge',2,4,3
'boy',4,9,'White','Rural','Ridge',1,4,3
'boy',4,9,'White','Rural','Ridge',3,1,2
'boy',4,9,'White','Rural','Ridge',4,1,2
'boy',4,9,'White','Rural','Ridge',3,2,4
'boy',5,10,'White','Rural','Ridge',3,2,4
'boy',5,10,'White','Rural','Ridge',1,2,4
'boy',5,10,'White','Rural','Ridge',2,1,3
'boy',5,11,'White','Rural','Ridge',3,4,1
'boy',5,10,'White','Rural','Ridge',4,3,2
'boy',5,11,'White','Rural','Ridge',2,4,3
'boy',5,11,'White','Rural','Ridge',2,1,4
'boy',5,10,'White','Rural','Ridge',2,4,3
'boy',5,10,'White','Rural','Ridge',1,3,4
'boy',5,10,'White','Rural','Ridge',1,2,4
'boy',5,11,'White','Rural','Ridge',1,2,3
'boy',5,10,'White','Rural','Ridge',1,2,4
'boy',5,10,'White','Rural','Ridge',2,1,3
'girl',5,10,'White','Rural','Ridge',1,2,4
'girl',5,10,'White','Rural','Ridge',2,1,4
'girl',5,10,'White','Rural','Ridge',3,1,4
'girl',5,10,'White','Rural','Ridge',2,1,4
'girl',5,11,'White','Rural','Ridge',2,1,3
'girl',5,10,'White','Rural','Ridge',2,4,3
'girl',5,11,'White','Rural','Ridge',2,1,3
'girl',5,11,'White','Rural','Ridge',3,4,2
'girl',5,10,'White','Rural','Ridge',3,1,2
'girl',5,10,'White','Rural','Ridge',2,3,4
'girl',5,11,'White','Rural','Ridge',3,2,4
'girl',5,10,'White','Rural','Ridge',2,3,4
'boy',5,12,'White','Rural','Sand',1,3,4
'boy',5,10,'White','Rural','Sand',3,1,2
'boy',5,10,'White','Rural','Sand',1,3,4
'boy',5,10,'White','Rural','Sand',1,2,3
'boy',5,10,'White','Rural','Sand',1,4,3
'boy',5,10,'White','Rural','Sand',1,4,2
'boy',5,11,'White','Rural','Sand',2,3,1
'boy',5,10,'White','Rural','Sand',1,3,4
'boy',5,10,'White','Rural','Sand',2,4,3
'girl',5,10,'White','Rural','Sand',3,1,4
'girl',5,10,'White','Rural','Sand',2,1,4
'girl',5,10,'White','Rural','Sand',3,2,4
'girl',5,11,'White','Rural','Sand',4,1,3
'girl',5,10,'White','Rural','Sand',2,3,4
'girl',5,10,'White','Rural','Sand',4,3,1
'girl',5,10,'White','Rural','Sand',2,1,4
'girl',5,10,'Other','Rural','Sand',4,1,3
'boy',4,9,'White','Rural','Sand',1,2,4
'boy',4,10,'White','Rural','Sand',1,4,2
'boy',4,10,'White','Rural','Sand',3,2,4
'girl',4,9,'White','Rural','Sand',1,3,4
'girl',4,9,'White','Rural','Sand',3,2,4
'girl',4,9,'White','Rural','Sand',4,1,2
'girl',4,10,'White','Rural','Sand',1,3,4
'girl',4,9,'White','Rural','Sand',3,2,4
'girl',4,9,'White','Rural','Sand',2,1,4
'girl',4,9,'White','Rural','Sand',2,1,4
'girl',4,9,'White','Rural','Sand',1,3,4
'girl',6,12,'White','Rural','Brown Middle',2,1,3
'girl',6,11,'White','Rural','Brown Middle',4,1,2
'girl',6,11,'White','Rural','Brown Middle',2,1,3
'girl',6,11,'White','Rural','Brown Middle',2,1,3
'girl',6,11,'White','Rural','Brown Middle',3,2,4
'girl',6,12,'White','Rural','Brown Middle',3,1,2
'girl',6,12,'Other','Rural','Brown Middle',2,1,4
'girl',6,11,'White','Rural','Brown Middle',2,3,4
'girl',6,11,'White','Rural','Brown Middle',1,3,2
'girl',6,12,'White','Rural','Brown Middle',3,1,2
'girl',6,11,'White','Rural','Brown Middle',1,3,4
'girl',6,11,'White','Rural','Brown Middle',2,1,4
'girl',6,11,'Other','Rural','Brown Middle',3,4,2
'girl',6,11,'White','Rural','Brown Middle',1,2,4
'girl',6,11,'White','Rural','Brown Middle',2,3,4
'girl',6,11,'White','Rural','Brown Middle',2,1,3
'girl',6,12,'White','Rural','Brown Middle',2,1,3
'girl',6,11,'White','Rural','Brown Middle',3,1,4
'girl',6,11,'White','Rural','Brown Middle',3,1,4
'girl',6,11,'White','Rural','Brown Middle',4,2,3
'girl',6,11,'White','Rural','Brown Middle',2,1,3
'girl',6,12,'White','Rural','Brown Middle',1,2,4
'girl',6,11,'White','Rural','Brown Middle',2,1,3
'girl',6,12,'White','Rural','Brown Middle',1,3,4
'girl',6,11,'White','Rural','Brown Middle',4,1,3
'girl',6,11,'White','Rural','Brown Middle',2,1,3
'boy',6,12,'White','Rural','Brown Middle',3,1,2
'boy',6,13,'White','Rural','Brown Middle',1,2,3
'boy',6,11,'White','Rural','Brown Middle',1,2,4
'boy',6,11,'White','Rural','Brown Middle',2,1,3
'boy',6,12,'White','Rural','Brown Middle',2,3,1
'boy',6,11,'White','Rural','Brown Middle',1,3,4
'boy',6,12,'White','Rural','Brown Middle',1,2,4
'boy',6,11,'White','Rural','Brown Middle',1,2,3
'boy',6,12,'White','Rural','Brown Middle',2,1,3
'boy',6,11,'White','Rural','Brown Middle',1,2,3
'boy',6,12,'White','Rural','Brown Middle',3,4,1
'boy',6,11,'White','Rural','Brown Middle',2,1,4
'boy',6,11,'White','Rural','Brown Middle',1,3,4
'boy',6,12,'White','Rural','Brown Middle',1,2,4
'boy',6,11,'White','Rural','Brown Middle',1,4,2
'boy',6,11,'White','Rural','Brown Middle',1,2,3
'boy',6,12,'Other','Rural','Brown Middle',3,2,1
'boy',6,12,'White','Rural','Brown Middle',1,2,4
'boy',6,11,'White','Rural','Brown Middle',2,3,4
'boy',6,12,'White','Rural','Brown Middle',1,2,3
'boy',6,11,'White','Rural','Brown Middle',2,1,3
'boy',6,13,'White','Rural','Brown Middle',2,1,3
'boy',6,11,'White','Rural','Brown Middle',3,1,2
'boy',6,11,'White','Rural','Brown Middle',1,4,2
'boy',6,11,'White','Rural','Brown Middle',2,1,3
'boy',6,11,'White','Rural','Brown Middle',1,4,2
'girl',4,9,'Other','Urban','Main',2,3,4
'girl',4,9,'White','Urban','Main',3,1,2
'girl',4,9,'White','Urban','Main',3,2,4
'girl',4,9,'Other','Urban','Main',1,2,3
'girl',4,9,'White','Urban','Main',1,3,4
'girl',4,9,'Other','Urban','Main',4,1,3
'girl',4,10,'White','Urban','Main',2,1,4
'girl',4,10,'White','Urban','Main',2,1,4
'girl',4,9,'White','Urban','Main',2,3,4
'girl',4,9,'White','Urban','Main',1,3,4
'girl',4,9,'White','Urban','Main',3,2,4
'girl',4,9,'White','Urban','Main',2,3,4
'girl',4,9,'White','Urban','Main',2,3,4
'girl',4,9,'White','Urban','Main',3,1,2
'girl',4,9,'White','Urban','Main',2,4,3
'boy',4,9,'White','Urban','Main',1,2,4
'boy',4,9,'White','Urban','Main',3,2,4
'boy',4,9,'White','Urban','Main',1,4,2
'boy',4,9,'White','Urban','Main',2,4,3
'boy',4,9,'White','Urban','Main',1,2,4
'boy',4,9,'White','Urban','Main',1,4,3
'boy',4,9,'White','Urban','Main',3,1,4
'boy',4,9,'White','Urban','Main',1,4,3
'boy',4,9,'Other','Urban','Main',1,3,2
'boy',4,10,'White','Urban','Main',1,4,3
'boy',4,9,'White','Urban','Main',1,3,4
'girl',5,10,'White','Urban','Main',2,1,3
'girl',5,10,'White','Urban','Main',2,3,4
'girl',5,11,'White','Urban','Main',1,4,3
'girl',5,10,'White','Urban','Main',3,1,2
'girl',5,10,'White','Urban','Main',2,1,4
'girl',5,10,'Other','Urban','Main',4,1,3
'girl',5,11,'White','Urban','Main',2,3,4
'girl',5,10,'White','Urban','Main',2,3,4
'girl',5,10,'White','Urban','Main',1,2,3
'girl',5,11,'White','Urban','Main',1,4,3
'girl',5,10,'White','Urban','Main',2,4,3
'girl',5,10,'White','Urban','Main',3,2,1
'girl',5,10,'White','Urban','Main',4,2,3
'girl',5,10,'White','Urban','Main',1,2,3
'girl',5,10,'White','Urban','Main',3,1,4
'girl',5,10,'White','Urban','Main',3,2,1
'girl',5,10,'White','Urban','Main',1,3,4
'girl',5,10,'White','Urban','Main',2,4,3
'girl',5,10,'White','Urban','Main',3,2,4
'girl',5,10,'White','Urban','Main',4,3,1
'girl',5,10,'White','Urban','Main',2,3,4
'boy',5,10,'White','Urban','Main',2,3,4
'boy',5,11,'White','Urban','Main',1,2,4
'boy',5,10,'Other','Urban','Main',1,4,3
'boy',5,11,'Other','Urban','Main',4,2,3
'boy',5,10,'White','Urban','Main',1,4,3
'boy',5,10,'White','Urban','Main',2,4,3
'boy',5,10,'White','Urban','Main',1,3,4
'boy',5,10,'White','Urban','Main',1,3,4
'boy',5,11,'White','Urban','Main',1,4,3
'boy',5,9,'Other','Urban','Main',1,3,4
'boy',5,10,'White','Urban','Main',4,2,1
'boy',5,10,'Other','Urban','Main',2,3,4
'boy',5,10,'White','Urban','Main',1,3,4
'boy',5,10,'White','Urban','Main',1,4,3
'boy',5,11,'White','Urban','Main',1,2,4
'boy',5,11,'White','Urban','Main',2,3,4
'boy',5,11,'White','Urban','Main',1,2,4
'boy',5,9,'Other','Urban','Main',1,4,2
'boy',5,11,'White','Urban','Main',1,3,4
'boy',5,10,'White','Urban','Main',1,3,4
'girl',5,10,'White','Urban','Main',2,1,4
'girl',4,9,'White','Urban','Portage',3,1,2
'boy',4,9,'White','Urban','Portage',2,1,4
'boy',4,9,'Other','Urban','Portage',3,1,2
'boy',4,9,'White','Urban','Portage',2,3,4
'girl',4,9,'White','Urban','Portage',2,3,4
'girl',4,10,'White','Urban','Portage',1,2,4
'girl',4,9,'White','Urban','Portage',3,2,4
'girl',4,9,'Other','Urban','Portage',3,1,4
'boy',4,9,'White','Urban','Portage',1,2,3
'boy',4,9,'White','Urban','Portage',1,2,4
'boy',4,9,'White','Urban','Portage',3,2,4
'boy',5,10,'White','Urban','Portage',2,4,3
'boy',5,11,'White','Urban','Portage',3,2,4
'boy',5,10,'Other','Urban','Portage',1,3,4
'boy',5,11,'White','Urban','Portage',2,1,4
'boy',5,10,'White','Urban','Portage',4,1,3
'boy',5,10,'White','Urban','Portage',1,4,2
'boy',5,11,'White','Urban','Portage',2,3,4
'girl',5,10,'White','Urban','Portage',3,2,4
'girl',5,10,'White','Urban','Portage',2,1,4
'girl',5,10,'White','Urban','Portage',2,3,4
'girl',5,10,'White','Urban','Portage',4,1,3
'girl',5,10,'White','Urban','Portage',1,2,4
'girl',5,10,'White','Urban','Portage',2,3,4
'girl',5,11,'White','Urban','Portage',1,2,4
'girl',5,10,'White','Urban','Portage',3,1,4
'girl',5,10,'White','Urban','Portage',1,2,4
'girl',5,10,'White','Urban','Portage',3,2,4
'girl',5,10,'White','Urban','Portage',1,3,4
'boy',5,10,'White','Urban','Portage',1,4,2
'boy',5,11,'White','Urban','Portage',1,2,4
'boy',5,10,'White','Urban','Portage',2,1,4
'boy',5,10,'White','Urban','Portage',1,2,4
'boy',5,11,'White','Urban','Portage',1,3,2
'boy',5,10,'White','Urban','Portage',3,1,2
'girl',5,10,'Other','Urban','Portage',1,3,4
'girl',5,11,'White','Urban','Portage',4,1,3
'girl',5,10,'White','Urban','Portage',2,1,4
'girl',5,11,'White','Urban','Portage',2,1,4
'girl',5,11,'White','Urban','Portage',4,1,3
'girl',5,11,'Other','Urban','Portage',4,1,3
'girl',5,10,'White','Urban','Portage',2,1,4
'girl',5,10,'Other','Urban','Portage',2,1,4
'girl',5,11,'White','Urban','Portage',3,1,2
'girl',5,10,'White','Urban','Portage',2,1,4
'boy',4,9,'White','Urban','Portage',2,4,1
'boy',4,9,'White','Urban','Portage',2,4,1
'boy',4,9,'White','Urban','Portage',3,2,1
'boy',4,9,'White','Urban','Portage',4,3,2
'girl',4,9,'White','Urban','Portage',4,1,3
'girl',4,9,'White','Urban','Portage',4,1,3
'girl',4,9,'White','Urban','Portage',3,4,2
'girl',4,9,'White','Urban','Portage',3,1,2
'girl',4,9,'White','Urban','Portage',2,1,4
'boy',4,9,'White','Urban','Portage',1,4,3
'boy',4,9,'White','Urban','Portage',2,3,4
'boy',4,9,'White','Urban','Portage',1,2,4
'girl',4,9,'White','Urban','Portage',3,2,1
'girl',4,9,'White','Urban','Portage',2,3,1
'girl',4,9,'White','Urban','Portage',2,1,4
'girl',4,9,'White','Urban','Portage',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',3,2,1
'girl',6,11,'White','Urban','Westdale Middle',1,2,4
'girl',6,11,'White','Urban','Westdale Middle',2,1,3
'girl',6,11,'Other','Urban','Westdale Middle',2,1,3
'girl',6,11,'White','Urban','Westdale Middle',2,1,3
'girl',6,11,'White','Urban','Westdale Middle',1,2,3
'girl',6,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',3,1,4
'girl',6,11,'White','Urban','Westdale Middle',3,1,2
'girl',6,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',2,1,3
'girl',6,11,'White','Urban','Westdale Middle',1,2,4
'girl',6,12,'Other','Urban','Westdale Middle',4,3,1
'girl',6,11,'White','Urban','Westdale Middle',3,1,2
'girl',6,11,'White','Urban','Westdale Middle',3,1,4
'girl',6,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'Other','Urban','Westdale Middle',3,4,1
'girl',6,12,'White','Urban','Westdale Middle',1,3,4
'girl',6,11,'White','Urban','Westdale Middle',2,1,3
'girl',5,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',3,1,4
'girl',6,11,'Other','Urban','Westdale Middle',1,2,3
'girl',6,11,'White','Urban','Westdale Middle',3,1,2
'girl',6,11,'White','Urban','Westdale Middle',4,1,2
'girl',6,11,'White','Urban','Westdale Middle',2,1,3
'girl',6,11,'White','Urban','Westdale Middle',4,1,2
'girl',6,11,'White','Urban','Westdale Middle',4,1,2
'girl',6,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'Other','Urban','Westdale Middle',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',3,1,2
'girl',6,11,'White','Urban','Westdale Middle',2,1,4
'girl',6,11,'White','Urban','Westdale Middle',2,1,3
'boy',6,12,'White','Urban','Westdale Middle',1,2,4
'boy',6,11,'Other','Urban','Westdale Middle',2,1,4
'boy',6,11,'White','Urban','Westdale Middle',1,2,4
'boy',6,11,'White','Urban','Westdale Middle',2,3,4
'boy',6,12,'White','Urban','Westdale Middle',1,2,4
'boy',6,11,'White','Urban','Westdale Middle',1,3,4
'boy',6,11,'White','Urban','Westdale Middle',1,2,4
'boy',6,12,'White','Urban','Westdale Middle',1,2,4
'boy',6,11,'White','Urban','Westdale Middle',2,1,3
'boy',6,11,'White','Urban','Westdale Middle',2,1,4
'boy',6,11,'White','Urban','Westdale Middle',1,2,3
'boy',6,11,'White','Urban','Westdale Middle',1,2,3
'boy',6,11,'White','Urban','Westdale Middle',2,1,3
'boy',6,11,'White','Urban','Westdale Middle',1,3,2
'boy',6,11,'White','Urban','Westdale Middle',1,2,3
