f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
-0.628561,0.009151,-0.980966,-1.704694,-0.859465,-1.28275,-1.423824,-0.277571,1.40321,0.714018
0.37512,0.601456,1.72351,1.52309,1.269933,-1.481334,-0.631333,0.855763,1.691572,1.503184
1.328865,0.961236,0.760652,0.35789,0.796685,0.325236,1.60252,-0.96071,0.013025,0.818804
-0.263049,0.458362,-1.147062,-1.234404,-1.182231,-0.947538,-0.008135,-0.346814,0.68968,1.25714
-1.000533,-0.961737,-0.902808,-1.417415,-0.926877,1.377175,-0.892839,-0.172494,-0.598448,0.205312
0.230851,0.282801,-0.635474,-0.719285,-0.716583,-1.584807,-0.817071,-0.34378,1.421507,1.169349
0.47791,0.548374,0.867923,-0.078631,0.840789,-0.922577,0.185246,-1.095444,-0.257601,0.79431
-1.264142,-0.758467,-1.270106,-0.426092,-0.873102,0.990619,1.562693,0.058448,-0.615319,-0.657724
0.54949,-0.237277,0.044879,-0.209326,-0.109403,-0.353372,0.177777,-0.786761,-0.729676,-0.769165
0.496148,0.141236,0.314339,0.60457,0.300675,-1.413995,-0.083324,-0.734021,-0.532559,1.538518
0.175106,-0.539491,0.594521,1.270531,0.298075,-0.944346,1.021163,0.048365,0.631898,0.203939
-0.255404,-0.610174,-0.901255,-0.038917,-0.905279,-1.249784,1.175019,-0.61874,0.31827,-1.218606
-0.542454,-1.404381,-1.05,0.118257,-1.029899,1.436584,-0.930487,-0.06219,-0.118274,-0.248217
0.030801,0.584079,0.964069,-0.044643,0.616948,1.142516,-1.717812,-1.351659,-0.6506,1.443322
0.50714,0.887632,2.1554,1.509852,1.611887,1.604031,-0.194523,1.528403,-0.436816,-0.382892
1.673802,1.351929,0.074465,-0.02274,0.58895,-0.866787,-0.471976,0.23786,-0.183586,-0.109388
0.952451,0.301332,0.41111,0.683242,0.472919,0.730139,0.54569,0.430714,0.368249,-0.888214
1.513545,1.527121,0.022619,-1.212399,0.455742,-0.075357,1.074822,-0.022799,-0.462044,0.295128
1.628763,1.539745,1.997336,1.315087,2.752356,-1.485678,-0.579714,-1.277722,-1.33817,0.581765
0.064756,0.826062,-0.761048,-1.150675,-0.748975,-0.085794,-0.168175,-0.899309,1.497008,-0.916179
0.493809,1.30555,-0.47737,-1.290833,-0.332698,0.948108,1.505772,0.953204,0.219169,0.870936
-0.671334,-1.221979,-0.727143,-0.758673,-0.725156,0.616517,0.481775,-0.910288,1.200717,-1.57784
2.158914,1.585123,1.245745,0.250631,1.946156,0.528717,-1.420415,0.082858,1.483249,-0.090554
1.108595,1.311375,2.171054,1.732677,2.455202,-0.692218,-1.265194,0.486087,-1.192647,0.008199
0.746857,1.571817,-0.43738,-1.377254,-0.413901,0.342137,0.572168,-0.418437,-1.604932,0.168758
0.494837,1.390153,1.182511,0.45811,0.970642,1.342835,1.285953,0.011702,-0.190028,0.706518
0.684141,1.155005,-1.024216,-1.553057,-1.10493,-1.321232,1.316179,0.006831,-0.153122,-0.364451
1.921428,1.380325,-0.073716,-0.819382,0.414393,-1.402558,-0.981885,-1.260881,0.07221,0.689061
0.14263,0.23777,0.560254,0.905679,0.027978,0.884675,0.145811,1.531115,1.455122,1.056331
-1.050509,-1.596845,-1.550857,0.262287,-1.016646,0.430271,-1.71167,-1.288901,-1.446115,0.785005
-0.923653,-1.661436,-1.342593,0.193009,-0.829664,0.01358,0.483527,1.006876,-0.805385,-1.299398
1.622949,1.493835,-0.724645,-1.678902,-0.281042,0.567791,-1.562954,1.546833,-0.092027,0.772297
0.796156,1.009401,0.958118,0.563959,1.075088,0.265508,1.729641,1.320984,1.589852,-0.18898
-1.550854,-0.915085,-0.512882,0.509977,-0.757306,1.563458,1.509202,-1.254479,-0.683122,0.710884
1.254784,0.884558,-0.166026,-0.318327,-0.154128,0.206525,-0.016007,1.129911,-0.233701,0.223635
-0.900332,-0.87864,-1.05742,-0.325703,-0.826699,-1.621023,-1.134895,-0.326633,1.519546,-1.19811
-0.141661,-0.607013,-0.432066,-0.945229,-0.59763,0.271136,-0.91712,-1.640775,1.624326,-1.647189
-0.78809,-0.714915,-0.18765,-0.870746,-0.569558,0.83008,-0.98379,-0.470246,1.206982,0.920402
-0.357195,-0.631147,0.224512,1.614007,0.016549,0.272136,-0.673834,-0.732783,-0.212017,-1.153878
-0.098174,0.362006,0.722446,0.822886,0.214889,-0.87753,-1.648389,-0.042208,-0.478665,1.445268
-0.297999,0.359723,1.454965,1.550095,0.629965,-0.189973,1.174664,0.747277,-1.142788,0.601732
-0.175959,-0.794189,-0.914042,-1.683303,-0.428282,0.026197,1.301224,1.42643,1.364479,-0.614719
0.192655,-0.28327,-0.522555,-0.721356,-0.360896,1.040911,0.497901,-0.760618,1.558781,0.093993
-2.082897,-1.519234,-0.698738,-0.072554,-0.826852,1.179962,-1.205652,-1.192787,1.160994,-1.119846
-1.362272,-1.130673,-0.470204,0.088197,-1.03245,0.755411,-1.728659,1.585579,-0.666854,0.027359
-1.152027,-0.555904,-0.348539,-1.288619,-0.622249,1.298786,-0.586412,0.196615,-0.428327,1.148203
0.330924,0.816494,-0.429134,-1.112921,-0.339869,0.992475,0.852682,1.373441,1.531668,1.462339
0.857676,0.310683,-0.68056,-0.925839,-0.345834,-1.534139,-0.709414,-0.801403,-1.276557,-1.274511
-1.461961,-1.426584,-0.480581,0.532367,-0.932237,-1.364229,0.148651,0.109486,-1.617108,0.326314
0.368751,0.342515,-0.578771,-0.590346,-0.694768,1.500197,-1.493512,0.681356,1.263505,0.08248
0.316361,0.548843,-0.371534,-1.662108,-0.203546,0.076269,-1.592444,-0.637056,-0.416375,0.084657
1.243456,1.166654,0.342896,-0.029841,0.627845,-0.891214,-0.511874,-1.087715,0.033328,-1.423829
-1.444627,-0.958048,-0.846566,0.606858,-0.902216,-0.163705,0.336025,0.529112,0.537769,-0.475493
0.558606,1.367478,2.637995,1.427321,2.188179,0.302754,0.022251,-0.082095,-0.78394,-1.321407
0.5047,0.085354,-1.255837,-1.55477,-1.121951,0.507379,-0.279918,-1.306133,-1.453181,0.876664
-0.536824,-0.721353,-0.622081,0.389829,-0.717771,1.399199,0.509041,-0.352801,1.290402,-0.420606
-1.54649,-1.517622,-0.55729,0.385132,-0.653407,1.033783,1.584921,1.274131,-0.340243,0.585618
-0.071703,-0.074445,-0.11687,1.547447,-0.328799,0.876772,-0.842829,-1.657754,-1.011121,0.001608
0.446167,0.158309,-0.325335,-0.867919,-0.27778,-1.657397,0.144532,0.936224,0.891406,-1.786783
0.174467,-0.024802,-1.194036,-0.814659,-1.149957,-1.359929,0.398727,1.40282,-1.113921,0.881808
0.891395,0.59656,1.122144,0.591328,1.006736,1.347621,-1.578226,1.191002,1.526939,-0.64656
-1.787989,-1.105103,-0.730497,-1.630038,-1.006796,-1.656214,1.096535,1.402058,-0.704184,0.313929
-0.779486,-1.451328,-0.217656,0.591552,-0.341974,1.22913,1.244019,-1.77355,0.238017,-0.379875
0.692492,1.150967,0.269349,-0.008263,0.59392,-0.757949,-0.968386,-1.572616,1.736842,-1.692525
1.087161,0.599147,1.373885,1.331767,1.687283,1.4884,0.131514,-0.47891,-1.271113,-0.64464
-0.778483,-0.721472,-0.50829,-0.889773,-0.669864,0.761115,-0.686803,1.526485,0.740326,0.728266
0.279694,0.167839,-0.439452,-0.650313,-0.298232,-0.714442,-0.388915,0.607032,1.569129,0.42122
0.217596,-0.414974,-0.618305,-1.551564,-0.273882,0.622443,-1.575582,-0.208512,0.916236,-0.8389
1.870076,1.371152,1.091549,0.53763,1.809125,-0.066048,-0.181149,-1.20709,1.334017,-0.317196
-0.907122,-1.388396,-1.193921,-0.923151,-0.986963,0.14165,0.400629,0.923339,0.22518,0.642463
1.690387,1.638265,1.576025,0.75046,2.519242,-0.038081,1.354157,-0.981116,-1.635673,1.606762
-0.059248,0.523946,0.987914,0.852533,0.713122,0.434037,0.339763,0.541185,1.250059,-1.041631
0.239712,-0.065124,1.035082,1.236535,1.020326,-1.654507,0.077274,0.262101,-1.235598,0.982147
0.288805,0.190556,0.823011,0.445243,0.55578,-0.340002,1.481483,-1.4779,0.202322,0.006873
-0.206121,-0.742264,-1.240763,-0.410108,-1.165704,1.0202,-0.722469,1.018493,-0.123882,-1.058056
-0.221147,-0.00212,0.54274,1.707925,0.557196,-1.267045,1.169642,-0.264379,0.224166,-1.576908
1.903661,1.494376,0.417607,-0.675708,0.818171,0.496473,1.073223,1.617669,-1.167522,1.294253
0.265272,0.916853,-0.319396,-0.976339,-0.389159,0.17555,-0.474153,-1.500568,1.342962,-0.405343
1.156232,1.066821,-0.36959,-1.676843,-0.331622,-0.974993,1.575153,-0.778728,-0.732121,1.366108
-1.301599,-1.273939,-0.852435,-1.15241,-0.78456,-1.563897,-1.057967,0.072783,0.311621,-1.306845
-1.549011,-1.729771,-0.850226,1.630925,-0.789399,1.1659,0.274483,-0.138705,-0.586928,-1.190592
0.453485,0.1235,-0.742785,-0.897863,-0.482208,-0.39577,-0.253379,-0.514598,-0.511498,-1.369464
1.034542,0.553546,-0.745465,-1.181888,-0.55566,-0.684346,-1.432981,-1.030268,-1.102478,1.418191
2.008325,1.384587,1.661423,1.514851,2.660939,1.069126,0.959098,-1.220071,-0.193515,-0.162763
1.20013,1.532875,-0.819975,-1.707408,-0.419629,-0.484733,-0.57851,0.52314,0.090676,-1.512591
0.195787,0.959794,1.540115,1.11218,1.083071,-0.221858,1.624321,-0.594984,-1.298137,0.828031
0.227766,0.678696,-1.605046,-1.473368,-1.176367,1.130969,0.116599,1.390054,-0.268806,-0.325332
1.159044,0.496368,1.720913,1.658908,1.646688,0.274045,-0.472402,0.00965,0.508718,0.061443
1.341834,1.439696,0.184459,-0.497191,0.453459,0.508309,1.46099,-0.298092,1.545075,-0.22786
1.444105,1.1622,2.145648,1.804382,2.613255,-0.096757,1.474323,-1.452341,-1.535357,-1.64303
-0.971168,-0.707723,0.095469,0.753765,-0.577783,0.03207,1.352231,-0.581962,0.123105,1.087819
1.148221,1.274575,0.344667,-0.651061,0.357566,-0.339565,1.04513,-1.267362,1.574964,0.363873
0.386419,0.976742,0.079297,0.473322,0.097569,-0.636685,-0.508646,1.010927,0.166882,-0.736263
-0.287195,0.178751,0.489223,0.627494,0.012905,-1.430646,0.533421,1.249679,1.691559,-0.488191
-1.683948,-1.147922,-0.683557,-1.015309,-0.579528,1.53342,-1.312249,0.966099,0.055873,-1.534228
0.850415,0.449952,0.943212,1.057773,1.149901,-1.123616,-0.324468,0.830956,0.994945,0.457322
0.138723,-0.031966,1.332441,1.171342,0.805817,-0.268072,1.235601,1.438739,0.04681,-1.313947
1.23693,0.927705,2.066785,1.729672,2.591762,-1.598959,-0.973459,-1.751656,-1.369722,-1.606654
-0.930199,-1.737028,-0.698575,-0.537632,-0.713439,1.28941,1.73925,0.616986,0.932899,-1.49249
-0.838733,-0.319053,1.047994,-0.097877,-0.119276,1.094913,0.42485,-1.406521,1.669677,-1.457514
-1.708411,-1.204854,-1.107677,-0.096835,-0.734741,-0.372626,1.378181,-1.365893,-1.566445,-0.787306
-0.187836,-0.987577,-0.549797,-1.078893,-0.579786,1.044751,-1.448299,-0.23481,0.85381,0.151554
1.328157,1.188675,-0.262787,-0.897736,0.1383,0.897715,-1.189299,0.417577,-0.207521,0.13616
2.129145,1.544658,-0.160375,-0.975554,0.258078,1.047044,1.189036,-1.293853,-0.480888,0.820001
0.466842,1.204611,-0.476556,-0.817634,-0.15337,-0.715728,-1.338289,1.098095,1.074439,1.274327
1.163961,0.468288,1.774295,0.284522,2.062809,0.882756,-1.583878,-0.277784,-0.898037,-0.444303
0.709628,0.355803,1.545617,1.74785,1.389241,0.162281,0.648671,-1.830334,1.343219,-0.061386
1.391472,1.564312,2.800242,1.694889,3.424901,-0.529267,0.680737,0.61102,-1.259948,0.351454
-0.30324,-0.327592,0.272576,0.04831,-0.025357,1.158851,-0.224695,0.835835,0.763409,0.027055
-1.321997,-1.641699,-1.369558,0.437022,-0.882705,1.524507,-1.426104,0.427974,1.069376,0.491994
-0.673309,-0.164552,-0.541616,-0.304312,-0.848545,-0.122342,0.125457,0.399996,-0.873338,1.237448
-0.672386,-0.766484,-0.118961,0.005193,-0.438635,-0.392951,-0.360114,1.136807,1.358362,-1.809605
1.652781,1.187827,1.0519,0.637075,1.971991,-0.952454,-1.739087,0.806221,1.771109,-0.519809
0.209605,0.216951,-1.048103,-1.366229,-0.888468,-1.189508,0.066495,0.726583,-0.597331,1.033284
-2.017889,-1.52234,-1.002687,-0.414778,-1.02735,-1.597055,0.81136,-1.720948,-0.345103,0.992653
0.124491,0.931334,1.229051,0.286634,0.97842,-0.009875,-1.146345,0.900734,0.836102,-0.460447
-0.486955,-1.016578,-0.305576,0.732206,-0.60593,-1.405283,1.61814,0.141998,0.115453,0.265512
-0.434728,0.062122,1.753685,1.34142,0.784403,-1.66323,-0.262602,-1.343048,-1.166228,0.671764
-1.071928,-0.411926,0.120272,0.702811,-0.248187,1.208922,-0.68186,1.235979,-1.239632,-1.103703
-1.536194,-1.25078,-0.109845,-0.053189,-0.474336,0.848218,-1.299222,1.55581,0.284525,-0.214782
1.554852,1.104463,2.222729,1.654565,2.595811,1.112736,0.69744,-0.059309,-0.484325,0.751075
1.270381,1.15677,1.400688,1.043226,2.176035,1.156889,1.285307,-0.480527,-0.307809,-0.655613
0.996008,1.490924,1.628363,0.263292,1.824034,-1.250778,0.668326,0.750752,0.873302,1.589541
-1.030552,-0.164828,-0.098504,-0.538124,-0.766118,1.561043,-0.154362,0.748935,0.15458,0.371832
-1.465099,-1.526857,-1.328624,-1.730963,-0.815101,-1.487004,0.821467,-0.089733,1.488665,-0.700814
0.705621,0.15555,0.045596,0.984179,-0.058237,-1.015057,0.757369,1.160806,0.902685,-0.291115
0.61985,1.525078,-0.879358,-1.468084,-0.67511,-0.789909,0.953346,0.444123,0.204528,0.001075
0.642076,1.361403,1.25926,-0.179093,0.867295,-0.455439,-0.131517,0.961212,0.883485,-1.67444
1.800161,1.466444,2.417512,1.182096,3.172862,-0.851683,-0.791531,-0.620962,-0.362379,1.123762
0.927889,1.287534,1.354033,0.337749,1.421522,-0.446142,-1.205535,-0.468003,0.791573,1.17551
0.442198,1.23326,0.557029,-0.519607,0.60781,-1.518791,-0.036944,0.078042,1.114464,-0.314591
-1.02894,-0.464517,0.589652,0.330301,-0.372018,0.461534,-1.546744,0.133202,0.288204,0.820739
0.978998,1.23318,-0.020094,-0.493695,0.270088,1.168992,-0.757082,-1.29249,-1.422685,-0.708631
0.647036,0.23131,0.712851,0.467735,0.466953,1.560743,-1.29776,-1.060422,1.455005,1.595648
-0.402164,0.5455,1.523828,0.951867,0.482113,1.435961,1.229731,-1.27442,1.442761,0.386951
-1.483331,-1.060291,-0.507283,0.797099,-0.698069,1.484291,-1.739502,-1.183658,1.355822,0.524611
-0.821218,-1.552704,-0.707659,-0.018365,-0.758528,1.169721,1.62636,1.010255,0.281355,1.224435
-0.432992,-1.226221,-0.817694,-0.083934,-0.653929,1.609885,0.978979,-0.756151,0.415837,0.15199
-0.550371,0.064393,0.496353,0.682304,-0.270913,-1.297805,0.851086,-1.382864,1.197296,0.068223
0.463346,1.325453,1.430788,1.032038,1.098913,-1.178988,-0.122909,-1.649605,0.568086,0.696681
0.303347,-0.331325,0.278644,1.423313,0.440737,-1.148791,1.020378,0.083245,-1.448943,-0.277922
0.155942,0.359527,-0.173013,-0.282322,-0.124457,-0.434474,-0.623329,-0.777633,-0.028438,-1.42919
-0.000471,0.427417,0.149876,0.020368,0.131934,-0.686387,-1.396211,0.955564,1.285906,-1.681535
-1.022341,-1.46305,-0.517959,0.269704,-0.483904,-0.81282,-0.469526,-1.743379,0.718937,1.177495
-2.008602,-1.345919,-1.659279,-0.240491,-1.187926,0.536613,-1.448249,-1.667263,0.353091,1.055044
-0.021013,-0.104453,-1.118618,-1.578844,-0.581348,-1.070282,0.627128,-0.139316,0.773273,-0.811286
0.038874,-0.529211,-0.278288,-0.502695,0.18317,0.910533,1.476475,0.921317,0.489314,1.083519
0.462343,0.871259,1.874888,1.140351,1.465284,-1.299873,-0.066877,-0.300984,-0.061756,-1.434
-1.445436,-0.825851,0.539363,0.415877,-0.385956,0.402771,0.322278,-0.09278,-0.232274,-0.590453
1.074899,1.599238,1.864677,0.904368,1.870132,1.422546,-0.064438,1.427218,1.758222,-1.703656
-1.91105,-1.443255,-0.688727,-0.14006,-1.001438,-1.255564,-1.049463,-0.429245,-1.223097,0.883096
0.917073,0.745623,1.931427,1.660684,2.045755,-1.32935,-0.194076,-0.828371,1.026135,-0.642635
-0.011703,0.776852,2.252145,1.510959,1.378454,-1.672634,-1.301203,-0.024487,-0.130245,0.70812
0.39798,0.880677,-1.115781,-1.196659,-0.999483,1.429653,-0.366351,-0.389575,1.320594,-0.437969
-0.716708,-0.351463,-0.543529,-1.364558,-0.468921,1.162224,1.183818,-1.829897,0.932519,1.351494
-0.393726,-0.996285,-0.67094,-0.746946,-0.650492,-1.57879,0.930414,0.291035,-0.779389,1.354412
0.042385,-0.83075,-0.846233,0.54956,-0.67822,0.744124,0.539636,0.409909,-1.131301,0.689837
0.326569,0.644272,0.963675,1.317987,0.670835,-0.912122,0.789677,0.305565,-1.283216,0.64725
-0.906235,-1.631994,-1.084281,-0.105923,-1.050907,-0.288215,1.477584,0.187877,-0.141539,0.287279
0.08805,1.028763,0.960019,-0.187164,0.373345,-1.380395,-1.621578,-1.248662,-1.023498,0.204737
-0.792521,-0.516039,-0.541051,-0.894042,-0.802934,-1.482115,0.28098,-0.912803,0.405022,0.46443
-1.379903,-1.707471,-1.156228,-1.443613,-0.81467,1.092765,-0.208763,-0.627399,-0.678818,-1.673094
0.515131,1.160608,3.09314,1.457975,2.303639,-0.21305,-1.031148,-0.345289,1.052953,-1.318452
0.712398,0.974547,-0.250234,-0.962067,-0.388586,1.089554,1.323452,1.584755,-1.584718,1.624508
-0.050071,0.365108,0.072595,0.588243,0.143533,-1.062049,-0.610301,-0.531551,0.336024,-1.74517
-1.024228,-0.326016,-1.030886,-0.622214,-0.799752,1.002157,1.065555,-0.369962,0.564258,0.224915
-0.329298,-0.409796,-0.554619,0.076822,-0.495498,0.798048,1.503637,0.759609,-1.35186,-0.651349
1.388801,1.581455,3.03358,1.186299,3.959647,0.016421,-1.717986,-0.944114,-0.15337,1.027614
-0.358512,0.194032,-0.31962,-0.604721,-0.391196,-0.22392,1.354337,-0.738153,1.011893,1.619264
0.665358,1.209422,-0.723346,-1.050252,-1.109817,1.45068,-0.860297,0.356519,-0.738202,0.681427
0.132378,0.122896,-0.240224,-0.758346,-0.094182,0.638128,-0.591017,1.297082,1.558144,0.870938
1.128346,0.751279,-0.73077,-1.340243,-0.511493,-1.088623,1.413572,-1.04322,-0.359964,-1.074115
-0.526533,-1.595336,-0.780446,-1.267017,-0.942994,0.405626,0.51766,1.312785,-1.303022,-0.510591
-0.487213,0.000341,1.336475,1.485146,0.516922,0.093695,1.454637,0.071185,-0.768397,0.652762
0.284603,-0.257002,0.453754,1.765688,0.449404,-0.909005,0.296815,1.373055,-1.160027,-1.576889
0.505218,1.25689,-0.456585,-0.777688,-0.668006,-0.033922,-1.357363,-1.621019,0.69526,-0.851048
0.38513,0.982333,2.114005,1.662952,1.321078,1.413089,1.620417,0.329726,0.410849,0.21399
-0.401329,-0.55903,0.110292,0.805193,-0.314524,0.559046,1.232855,0.435516,0.504143,1.131004
-1.150676,-0.563246,-0.92648,-1.603141,-0.697202,1.016765,-1.461039,0.475457,-0.867282,0.608254
